Date,2018-12-31,2017-12-31,2016-12-31
Revenue,275608339.9421,257896152.5091,108851000.7199
Revenue Growth,0.0686795334504846,1.36925844322487,
Cost of Revenue,0.0,0.0,0.0
Gross Profit,275608339.9421,257896152.5091,108851000.7199
R&D Expenses,0.0,0.0,0.0
SG&A Expense,64120264.5441,82520593.7122,43085071.1303
Operating Expenses,108063161.0709,135667067.7146,67375801.0079
Operating Income,167545178.8712,122229084.7944,41475199.712
Interest Expense,0.0,0.0,0.0
Earnings before Tax,167545178.8712,122229084.7944,41475199.712
Income Tax Expense,42956363.9653,41716273.8815,7574286.969
Net Income - Non-Controlling int,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0
Net Income,124588814.9059,80512810.9129,33900912.743
Preferred Dividends,0.0,0.0,0.0
Net Income Com,124588814.9059,80512810.9129,33900912.743
EPS,1.9971,1.2999,0.5472
EPS Diluted,1.7945,1.2092,0.5472
Weighted Average Shs Out,196879021.7077,205627877.8718,68000000.0
Weighted Average Shs Out (Dil),196879021.7077,205627877.8718,
Dividend per Share,0.0,0.0,0.0
Gross Margin,1.0,1.0,1.0
EBITDA Margin,0.089,0.0726,0.0562
EBIT Margin,0.6079,0.4739,0.381
Profit Margin,0.0654,0.0472,0.0448
Free Cash Flow margin,0.6936,0.743,0.4824
EBITDA,169469816.4978,123862224.9093,42424872.2822
EBIT,167545178.8712,122229084.7944,41475199.712
Consolidated Income,124588814.9059,80512810.9129,33900912.743
Earnings Before Tax Margin,0.6079,0.4739,0.381
Net Profit Margin,0.4521,0.3122,0.3114
