Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31
Revenue,85685000.0,86000000.0,102208000.0,102000000.0,104508000.0,105000000.0,153210000.0,153000000.0,245856000.0,246000000.0,217786000.0
Revenue Growth,-0.00366279069767442,-0.158578584846587,0.00203921568627451,-0.0239981628200712,-0.00468571428571429,-0.314666144507539,0.00137254901960784,-0.377684498242874,-0.000585365853658537,0.129549190489747,0.0
Cost of Revenue,52503000.0,53000000.0,60406000.0,60000000.0,63069000.0,63000000.0,100780000.0,101000000.0,152352000.0,152000000.0,128599000.0
Gross Profit,33182000.0,33000000.0,41802000.0,42000000.0,41439000.0,41000000.0,52430000.0,52000000.0,93504000.0,94000000.0,89187000.0
R&D Expenses,12062000.0,12000000.0,12825000.0,13000000.0,12490000.0,12000000.0,18392000.0,18000000.0,0.0,21000000.0,0.0
SG&A Expense,31624000.0,32000000.0,33359000.0,33000000.0,33045000.0,33000000.0,54162000.0,54000000.0,81456000.0,81000000.0,70787000.0
Operating Expenses,43686000.0,44000000.0,69186000.0,46000000.0,47634000.0,46000000.0,72923000.0,73000000.0,100662000.0,102000000.0,89132000.0
Operating Income,-10504000.0,-11000000.0,-27384000.0,-4000000.0,-6195000.0,-4000000.0,-20493000.0,-20000000.0,-7158000.0,-9000000.0,55000.0
Interest Expense,11000.0,0000000.0,66000.0,0000000.0,62000.0,0000000.0,113000.0,0000000.0,204000.0,0000000.0,202000.0
Earnings before Tax,-10253000.0,-10000000.0,-26860000.0,-27000000.0,-6135000.0,-6000000.0,-20582000.0,-21000000.0,-7328000.0,-7000000.0,-71000.0
Income Tax Expense,4000.0,0000000.0,-390000.0,-0000000.0,128000.0,0000000.0,-2761000.0,-3000000.0,6173000.0,6000000.0,11000.0
Net Income - Non-Controlling int,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Net Income - Discontinued ops,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Net Income,-10257000.0,-10000000.0,-26470000.0,-26000000.0,2155000.0,2000000.0,-15907000.0,-16000000.0,-13501000.0,-14000000.0,-82000.0
Preferred Dividends,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Net Income Com,-10257000.0,-10000000.0,-26470000.0,-26000000.0,2155000.0,2000000.0,-15907000.0,-16000000.0,-13501000.0,-14000000.0,-82000.0
EPS,-0.61,-0.61,-1.58,-1.58,0.13,0.13,-0.92,-0.92,-0.79,-0.79,-0.01
EPS Diluted,-0.61,-0.61,-1.58,-1.58,-0.36,0.13,-1.03,-0.92,-0.79,-0.79,-0.01
Weighted Average Shs Out,16771000.0,17000000.0,16709000.0,17000000.0,17239000.0,17000000.0,17308000.0,17000000.0,17143000.0,17000000.0,15021000.0
Weighted Average Shs Out (Dil),16771000.0,17000000.0,16709000.0,17000000.0,17296000.0,17000000.0,17443000.0,17000000.0,17143000.0,17000000.0,15021000.0
Dividend per Share,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Gross Margin,0.387255645679,0.38372093023256,0.408989511584,0.41176470588235,0.396515099323,0.39047619047619,0.342210038509,0.33986928104575,0.380320187427,0.38211382113821,0.409516681513
EBITDA Margin,-0.0676314407423,-0.069767441860465,-0.226283656857,-0.22549019607843,0.017625444942,0.019047619047619,-0.0423209973239,-0.03921568627451,0.0280611414812,0.028455284552846,0.0458982671062
EBIT Margin,-0.122588551088,-0.11627906976744,-0.267924232937,-0.25490196078431,-0.0592777586405,0.019047619047619,-0.133757587625,-0.12418300653595,-0.0291146036704,-0.032520325203252,0.000252541485679
Profit Margin,-0.119705899516,-0.11627906976744,-0.258981684408,-0.25490196078431,0.0206204309718,0.019047619047619,-0.103824815613,-0.10457516339869,-0.0549142587531,-0.056910569105691,-0.00037651639683
Free Cash Flow margin,-0.0999474820564,,-0.0580678616155,,-0.0500344471237,,-0.0106585732002,,0.0139837953924,,0.00950933485164
EBITDA,-5795000.0,-6000000.0,-23128000.0,-23000000.0,1842000.0,2000000.0,-6484000.0,-6000000.0,6899000.0,7000000.0,9996000.0
EBIT,-10504000.0,-10000000,-27384000.0,-26000000,-6195000.0,2000000,-20493000.0,-19000000,-7158000.0,-8000000,55000.0
Consolidated Income,-10257000.0,-10000000.0,-26470000.0,-26000000.0,2155000.0,2000000.0,-15907000.0,-16000000.0,-13501000.0,-14000000.0,-82000.0
Earnings Before Tax Margin,-0.119659216899,-0.11627906976744,-0.262797432686,-0.26470588235294,-0.0587036399127,-0.057142857142857,-0.134338489655,-0.13725490196078,-0.0298060653391,-0.028455284552846,-0.000326008099694
Net Profit Margin,-0.119705899516,-0.11627906976744,-0.258981684408,-0.25490196078431,0.0206204309718,0.019047619047619,-0.103824815613,-0.10457516339869,-0.0549142587531,-0.056910569105691,-0.00037651639683
