date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY
,revenue,30625000000.0,32034000000.0,31593000000.0,30548000000.0,35869278169.0,30703000000.0
,costOfRevenue,0.0,11044000000.0,7822000000.0,7471000000.0,6865878342.0,7253000000.0
,grossProfit,30625000000.0,32034000000.0,31593000000.0,30548000000.0,35869278169.0,30703000000.0
,grossProfitRatio,1.0,1.0,1.0,1.0,1.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,25048000000.0,26043000000.0,26242000000.0,26339000000.0,28879301161.0,28014000000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,23312000.0,24222000.0,23800000.0,24230000.0,2422000.0,0.0
,operatingExpenses,35945000000.0,37087000000.0,34064000000.0,33810000000.0,35745179503.0,35267000000.0
,costAndExpenses,23312000.0,24222000.0,23800000.0,24230000.0,5005000.0,0.0
,interestExpense,10897000000.0,11044000000.0,7822000000.0,7471000000.0,6865878342.0,7253000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,1830000000.0,1293000000.0,1124000000.0,1090000000.0,1094066261.0,922414676.0
,EBITDA,7407000000.0,7284000000.0,6475000000.0,5299000000.0,6941514860.0,3610414676.0
,EBITDARatio,0.241861224489796,0.227383405132047,0.204950463710316,0.17346471127406,0.193522569015598,0.117591592873661
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,5577000000.0,5991000000.0,5351000000.0,4209000000.0,5847448599.0,2688000000.0
,operatingIncomeRatio,0.18210612244898,0.187020041206218,0.169372962365081,0.137783160927066,0.163021083709838,0.087548448034394
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,5577000000.0,5991000000.0,5351000000.0,4209000000.0,5847448599.0,2688000000.0
,incomeBeforeTaxRatio,0.18210612244898,0.187020041206218,0.169372962365081,0.137783160927066,0.163021083709838,0.087548448034394
,incomeTaxExpense,1267000000.0,1468000000.0,1366000000.0,777000000.0,-956642165.0,-1289000000.0
,netIncome,4304000000.0,4516000000.0,969000000.0,3348000000.0,6609140300.0,3943000000.0
,netIncomeRatio,0.140538775510204,0.1409752138353,0.0306713512486943,0.109598009689669,0.184256295007128,0.128423932514738
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,1.14251,1.17556,0.25256,0.87552,1.74786,1.036
,EPSDiluted,1.14251,1.17556,0.25256,0.87552,1.74786,1.036
,weightedAverageShsOut,3767159840.0,3841569150.0,3836714530.0,3824008990.0,3781274270.0,3806000000.0
,weightedAverageShsOutDil,3767159840.0,3841569150.0,3836714530.0,3824008990.0,3781274270.0,3806000000.0
