date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,511000000.0,-675000000.0,-788000000.0,-2459000000.0,-1721000000.0,158000000.0,92000000.0,141203000.0,265640000.0,201948000.0,279983000.0,243150000.0,218304000.0,30289000.0,168263000.0,167544000.0,151433000.0,131472000.0,99984000.0,44743000.0,9569000.0,-16789000.0
,depreciationAndAmortization,558000000.0,608000000.0,700000000.0,861000000.0,1100000000.0,1174000000.0,1187000000.0,782675000.0,725558000.0,657665000.0,609839000.0,566543000.0,506694000.0,332580000.0,188771000.0,166162000.0,158380000.0,143766000.0,118218000.0,119668000.0,97624000.0,81651000.0
,deferredIncomeTax,-187000000.0,203000000.0,-3000000.0,-454000000.0,-116000000.0,103000000.0,107000000.0,69284000.0,53407000.0,107032000.0,97370000.0,34268000.0,159870000.0,-39894000.0,-25228000.0,9889000.0,41902000.0,61574000.0,38172000.0,25280000.0,17210000.0,-3799000.0
,stockBasedCompensation,13000000.0,10000000.0,13000000.0,24000000.0,46000000.0,59000000.0,54000000.0,38403000.0,40896000.0,42542000.0,38779000.0,44501000.0,52105000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,1402000000.0,-12000000.0,-555000000.0,-67000000.0,-315000000.0,117000000.0,686520000.0,14558000.0,340972000.0,-294203000.0,11954000.0,146119000.0,-33883000.0,658862000.0,-30705000.0,23716000.0,155074000.0,-31280000.0,134309000.0,27283000.0,102485000.0,-86322000.0
,accountsReceivables,309000000.0,93000000.0,31000000.0,732000000.0,-96000000.0,-219000000.0,-306000000.0,-285437000.0,-204151000.0,-138332000.0,-27049000.0,58390000.0,-57437000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-15000000.0,38000000.0,16000000.0,-33000000.0,25000000.0,-68000000.0,28000000.0,-8453000.0,-99799000.0,-42858000.0,-39904000.0,-34535000.0,-34711000.0,-31977000.0,-4544000.0,-16838000.0,-13549000.0,-13727000.0,-12566000.0,1999000.0,-15604000.0,-17598000.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,1175000000.0,1145000000.0,1157000000.0,1712000000.0,1779000000.0,2094000000.0,1977000000.0,1290480000.0,1275922000.0,934950000.0,1229153000.0,1217199000.0,1071080000.0,1104963000.0,446101000.0,476806000.0,453090000.0,298016000.0,329296000.0,194987000.0,167704000.0,65219000.0
,otherNonCashItems,54000000.0,233000000.0,-217000000.0,44000000.0,47000000.0,51000000.0,114000000.0,162339000.0,33251000.0,28716000.0,12503000.0,22870000.0,43678000.0,103004000.0,13754000.0,740000.0,0.0,0.0,0.0,0.0,-5030000.0,-570000.0
,netCashProvidedByOperatingActivites,2178000000.0,385000000.0,274000000.0,773000000.0,1137000000.0,921000000.0,1615000000.0,1088719000.0,1280120000.0,1261908000.0,1188730000.0,1076429000.0,1057281000.0,687738000.0,350255000.0,411049000.0,325750000.0,243704000.0,285499000.0,154387000.0,22985000.0,-11746000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-441000000.0,-451000000.0,-553000000.0,-570000000.0,-867000000.0,-1010000000.0,-3944000000.0,-657735000.0,-1091105000.0,-1192073000.0,-667378000.0,-576888000.0,-692233000.0,-522785000.0,-609137000.0,-188365000.0,-297319000.0,-596951000.0,-103975000.0,-83232000.0,-63005000.0,-80255000.0
,acquisitionsNet,647000000.0,591000000.0,379000000.0,1686000000.0,20000000.0,98000000.0,-3003000000.0,-44000000.0,-322000000.0,-242000000.0,-248000000.0,-174000000.0,204000000.0,-6908000000.0,-384000000.0,-106000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-228000000.0,-250000000.0,-219000000.0,-268000000.0,-747000000.0,-367000000.0,-774000000.0,-339942000.0,-297994000.0,-188249000.0,-137082000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,194000000.0,92000000.0,114000000.0,208000000.0,464000000.0,156000000.0,229000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-137082000.0,-30540000.0,-190450000.0,-72671000.0,-35600000.0,-34851000.0,-29800000.0,-28979000.0,-187638000.0,-31361000.0,-33327000.0,-15708000.0
,netCashUsedForInvestingActivites,177000000.0,-2000000.0,-245000000.0,1069000000.0,630000000.0,-1051000000.0,-4351000000.0,-991268000.0,-1383202000.0,-1195775000.0,-1044310000.0,-867182000.0,-665471000.0,-7498858000.0,-640257000.0,-327272000.0,-318479000.0,-620770000.0,-291140000.0,-265111000.0,-244441000.0,-155541000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-5493000000.0,-3557000000.0,-2033000000.0,-5391000000.0,-6715000000.0,-5050000000.0,-9980000000.0,-1621985000.0,-7529503000.0,-1651533000.0,-61476000.0,-258173000.0,-234918000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8214000.0,14573000.0,49580000.0,9900000.0,4264000.0,2541000.0,309059000.0,515160000.0,2215000.0
