date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,52452000.0,57840000.0,61445000.0,43145000.0,42601000.0,42238000.0,44193000.0,39812000.0,37534000.0,33087000.0,29321000.0,28120000.0,34077000.0,39467000.0,45325000.0,58989000.0,56540000.0,53031000.0,49244000.0,45510000.0,41702000.0,38200000.0,35000000.0,32200000.0,28700000.0,25500000.0,22900000.0,20300000.0,17500000.0,12900000.0,10600000.0,9400000.0
,depreciationAndAmortization,10178000.0,9943000.0,4109000.0,3816000.0,4038000.0,4554000.0,4776000.0,5017000.0,5032000.0,4836000.0,4731000.0,4502000.0,3775000.0,3116000.0,2671000.0,2690000.0,1898000.0,2492000.0,2168000.0,2716000.0,2739000.0,2200000.0,2500000.0,3300000.0,3000000.0,3600000.0,2700000.0,2400000.0,2200000.0,1200000.0,900000.0,900000.0
,deferredIncomeTax,-1067000.0,1139000.0,2556000.0,-183000.0,3261000.0,3011000.0,2964000.0,-1426000.0,1440000.0,-2336000.0,581000.0,2154000.0,-1660000.0,1782000.0,1105000.0,2874000.0,3106000.0,-2645000.0,10500000.0,-4133000.0,-1297000.0,-1900000.0,1400000.0,-3700000.0,-3600000.0,-9800000.0,-3000000.0,0.0,-4400000.0,-900000.0,-1500000.0,-1200000.0
,stockBasedCompensation,15000.0,5000.0,173000.0,150000.0,224000.0,204000.0,325000.0,378000.0,405000.0,287000.0,176000.0,214000.0,193000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-7522000.0,-7306000.0,-5345000.0,8246000.0,-2962000.0,296000.0,-4915000.0,12159000.0,2959000.0,4194000.0,-7225000.0,-19320000.0,-217000.0,64282000.0,2179000.0,-6296000.0,-2511000.0,-5385000.0,-3288000.0,-112700000.0,-61800000.0,101500000.0,-105800000.0,-94000000.0,-83300000.0,-183300000.0,-1832800000.0,0.0,0.0,0.0,0.0,2500000.0
,accountsReceivables,884000.0,426000.0,100000.0,-371000.0,-808000.0,538000.0,398000.0,554000.0,2200000.0,-774000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-985000.0,435000.0,487000.0,11000.0,25000.0,-47000.0,80000.0,19000.0,-313000.0,-311000.0,-516000.0,-1288000.0,-748000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-6317000.0,-100468000.0,-112633000.0,-198866000.0,-160687000.0,-149528000.0,-145611000.0,-157709000.0,-104057000.0,-103168000.0,-80548000.0,-62470000.0,-3228876000.0,-3082344000.0,-2921600000.0,-2684000000.0,-2637900000.0,-2551200000.0,-2460800000.0,-2372200000.0,-2259500000.0,-2197700000.0,-2299200000.0,-2193400000.0,-2099400000.0,-2016100000.0,-1832800000.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,-347000.0,-1316000.0,-613000.0,-924000.0,-298000.0,-373000.0,-2599000.0,-509000.0,364000.0,3454000.0,0.0,0.0,0.0,2586000.0,-3622000.0,-6260000.0,450000.0,1200000.0,1424000.0,4940000.0,5837000.0,5100000.0,4700000.0,5500000.0,6800000.0,9400000.0,11300000.0,-44500000.0,6700000.0,6700000.0,2900000.0,1800000.0
,netCashProvidedByOperatingActivites,62157000.0,63798000.0,67640000.0,61690000.0,54894000.0,60008000.0,49537000.0,62959000.0,58629000.0,61318000.0,48479000.0,142074000.0,388534000.0,109960000.0,48385000.0,44643000.0,44933000.0,38101000.0,52549000.0,43763000.0,56216000.0,42600000.0,50300000.0,53000000.0,26400000.0,36600000.0,44100000.0,-36700000.0,30300000.0,11400000.0,17400000.0,14200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-3830000.0,-3894000.0,-3646000.0,-3613000.0,-2055000.0,-3744000.0,-8497000.0,-6381000.0,-4265000.0,-5213000.0,-109727000.0,-148879000.0,-9754000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-145339000.0,-262754000.0,-61807000.0,-83031000.0,-275303000.0,-189823000.0,-120655000.0,-416617000.0,-1210289000.0,-1321196000.0,-1301963000.0,-1652522000.0,-721542000.0,-223034000.0,-95314000.0,-477210000.0,-889618000.0,-1592974000.0,-468268000.0,-402763000.0,-248302000.0,-360900000.0,-372000000.0,-350100000.0,-503900000.0,-507700000.0,-953600000.0,-159500000.0,-500100000.0,-139800000.0,-329400000.0,-179900000.0
,salesMaturitiesOfInvestments,291477000.0,205765000.0,128884000.0,147563000.0,258853000.0,273461000.0,347549000.0,487475000.0,1289877000.0,1279561000.0,1400906000.0,1406335000.0,376937000.0,176777000.0,123628000.0,277636000.0,1156688000.0,1068153000.0,418934000.0,427439000.0,319974000.0,396400000.0,262200000.0,392200000.0,508800000.0,354200000.0,1148100000.0,237300000.0,407200000.0,104000000.0,214900000.0,187400000.0
