date,,2020-03-31_FY,2019-03-31_FY,2018-03-31_FY,2017-03-31_FY,2016-03-31_FY,2015-03-31_FY,2014-03-31_FY,2013-03-31_FY,2012-03-31_FY,2011-03-31_FY,2010-03-31_FY,2009-03-31_FY,2008-03-31_FY,2007-03-31_FY,2006-03-31_FY,2005-03-31_FY,2004-03-31_FY,2003-03-31_FY,2002-03-31_FY,2001-03-31_FY,2000-03-31_FY,1999-03-31_FY,1998-03-31_FY,1997-03-31_FY
,revenue,24209870000.0,26210511000.0,25441131000.0,23862934000.0,24418885000.0,26147916000.0,26108607000.0,23569475000.0,29387656000.0,28679925000.0,24110733000.0,30948575000.0,27558135000.0,18853688000.0,15287976000.0,15908223000.0,14530416000.0,13378699000.0,13104847000.0,12109699000.0,4307193000.0,1807628000.0,1113071000.0,490585000.0
,costOfRevenue,22871914000.0,24692736000.0,23845249000.0,22341989000.0,22810824000.0,24602576000.0,24668386000.0,22403227000.0,27870315000.0,27094999000.0,22893191000.0,29513011000.0,25972787000.0,17924690000.0,14540092000.0,14827860000.0,13704576000.0,12650402000.0,12224969000.0,11127896000.0,4004626000.0,1652891000.0,1004170000.0,440448000.0
,grossProfit,1337956000.0,1517775000.0,1595882000.0,1520945000.0,1608061000.0,1545340000.0,1440221000.0,1166248000.0,1517341000.0,1584926000.0,1217542000.0,1280430000.0,1585348000.0,928998000.0,747884000.0,1080363000.0,825840000.0,728297000.0,879878000.0,981803000.0,302567000.0,154737000.0,108901000.0,50137000.0
,grossProfitRatio,0.0552648981593045,0.0579071121505414,0.0627284219400466,0.0637367140184857,0.0658531706095508,0.0590999297993767,0.0551626902193595,0.0494812888280286,0.0516319164754072,0.0552625573462971,0.0504979255504177,0.0413728257278405,0.0575274052471258,0.0492740730619919,0.0489197523596322,0.0679122363321158,0.0568352619773584,0.0544370569963492,0.0671414172176142,0.0810757558879044,0.0702469102266836,0.0856022367434007,0.0978383229820919,0.102198395792778
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,834105000.0,953077000.0,1019399000.0,937339000.0,954890000.0,844473000.0,874796000.0,805235000.0,880636000.0,816349000.0,767134000.0,979060000.0,868107000.0,547538000.0,463946000.0,568533000.0,487287000.0,456199000.0,443586000.0,430109000.0,135540000.0,71482000.0,62564000.0,30715000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-138358000.0,-168881000.0,169719000.0,-21193000.0,-47738000.0,53233000.0,-57512000.0,65190000.0,19963000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,898211000.0,1027473000.0,1098039000.0,1018735000.0,1020855000.0,876508000.0,903688000.0,834764000.0,936532000.0,887262000.0,856749000.0,1114932000.0,980424000.0,584627000.0,501106000.0,611053000.0,524002000.0,478345000.0,456201000.0,493650000.0,142322000.0,75104000.0,58808000.0,39218000.0
,costAndExpenses,23770125000.0,25720209000.0,24943288000.0,23360724000.0,23831679000.0,25479084000.0,25572074000.0,23237991000.0,28806847000.0,27982261000.0,23749940000.0,30627943000.0,26953211000.0,18509317000.0,15041198000.0,15438913000.0,14228578000.0,13128747000.0,12681170000.0,11621546000.0,4146948000.0,1727995000.0,1062978000.0,479666000.0
,interestExpense,145978000.0,145658000.0,122823000.0,99532000.0,84793000.0,51410000.0,61904000.0,56259000.0,36011000.0,82067000.0,155603000.0,188369000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,64106000.0,74396000.0,78640000.0,81396000.0,65965000.0,32035000.0,28892000.0,29529000.0,55896000.0,70913000.0,89615000.0,135872000.0,112317000.0,37089000.0,37160000.0,42520000.0,36715000.0,22146000.0,12615000.0,63541000.0,6782000.0,3622000.0,3659000.0,2635000.0
,EBITDA,503851000.0,564698000.0,576483000.0,583606000.0,653171000.0,700867000.0,565425000.0,361013000.0,636705000.0,768577000.0,450408000.0,456504000.0,717241000.0,381460000.0,283938000.0,511830000.0,338553000.0,272098000.0,436292000.0,551694000.0,167027000.0,83255000.0,53752000.0,13554000.0
,EBITDARatio,0.0208118011373047,0.0215447154006269,0.0226594878977668,0.0244565902918727,0.0267486005196388,0.0268039334377547,0.0216566513870311,0.0153169724824163,0.0216657293116538,0.0267984313069159,0.0186808090819968,0.0147504045016612,0.0260264709495037,0.0202326462599784,0.0185726351218762,0.0321739266541587,0.0232996082149334,0.0203381509666971,0.033292414631014,0.0455580274951508,0.0387786198575267,0.0460575959212847,0.048291618414279,0.0276282397545787
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,439745000.0,490302000.0,497843000.0,502210000.0,587206000.0,668832000.0,536533000.0,331484000.0,580809000.0,697664000.0,360793000.0,320632000.0,604924000.0,344371000.0,246778000.0,469310000.0,301838000.0,249952000.0,423677000.0,488153000.0,160245000.0,79633000.0,50093000.0,10919000.0
,operatingIncomeRatio,0.0181638728336831,0.0187063121356161,0.0195684303500501,0.0210456098985984,0.024047207724677,0.0255787879997779,0.0205500431332855,0.0140641231932404,0.0197637062309427,0.0243258655662454,0.0149639996428147,0.0103601539004623,0.0219508323041454,0.01826544493576,0.0161419667325485,0.0295010951254581,0.0207728395387992,0.01868283306172,0.0323297937015213,0.0403109111134802,0.0372040444902283,0.0440538650651572,0.0450043168854458,0.0222571012158953
,totalOtherIncomeExpensesNet,-154664000.0,-182014000.0,145873000.0,-31830000.0,-47738000.0,53233000.0,-74175000.0,53590000.0,19963000.0,-6267000.0,-221965000.0,-6058067000.0,-437955000.0,72568000.0,10909000.0,-98196000.0,-644257000.0,-304411000.0,-568185000.0,-937433000.0,-5088000.0,-2282000.0,-5186000.0,-3227000.0
,incomeBeforeTax,158485000.0,182126000.0,520893000.0,370848000.0,454675000.0,670655000.0,400454000.0,328815000.0,564761000.0,615597000.0,-16775000.0,-6080938000.0,65667000.0,324953000.0,164736000.0,276909000.0,-420119000.0,-147239000.0,-242602000.0,-552304000.0,136422000.0,59300000.0,22171000.0,9675000.0
,incomeBeforeTaxRatio,0.00654629702679114,0.00694858638963582,0.0204744435300459,0.0155407545442652,0.0186198100363714,0.0256485067490656,0.0153380071177294,0.013950883505042,0.0192176266116631,0.0214643866746513,-0.000695748237932045,-0.196485233972808,0.0023828535566721,0.0172355138156524,0.0107755271201368,0.0174066581792322,-0.0289130744777025,-0.0110054796807971,-0.0185123870580099,-0.0456084003409168,0.0316730641046268,0.0328054223545995,0.0199187652899051,0.0197213530784675
,incomeTaxExpense,70906000.0,88727000.0,92359000.0,51284000.0,10594000.0,69854000.0,34860000.0,26313000.0,54116000.0,19378000.0,-35369000.0,5209000.0,705037000.0,4053000.0,54218000.0,-62962000.0,-67741000.0,-63786000.0,-88854000.0,-106285000.0,15507000.0,7770000.0,2258000.0,2212000.0
,netIncome,87579000.0,93399000.0,428534000.0,319564000.0,444081000.0,600801000.0,365594000.0,277051000.0,488765000.0,596219000.0,18594000.0,-6086147000.0,-639370000.0,508638000.0,141162000.0,339871000.0,-352378000.0,-83453000.0,-153748000.0,-446019000.0,120915000.0,51530000.0,19913000.0,7463000.0
,netIncomeRatio,0.00361749154373815,0.00356341774488868,0.01684414108791,0.0133916474814036,0.0181859654935105,0.0229770127760851,0.0140028152402003,0.0117546529992713,0.0166316428911513,0.0207887224251807,0.000771191817353707,-0.196653545437876,-0.023200771750338,0.0269781700004795,0.00923353097885554,0.0213644855242474,-0.0242510606716284,-0.00623775151829038,-0.011732147654986,-0.0368315513044544,0.0280728075105991,0.0285069715671587,0.0178901435757467,0.0152124504418195
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.17,0.180000000115633,0.8,0.59,0.79,1.02,0.59,0.417954241680923,0.68,0.787614,0.0229081272476613,-7.41,-0.89,0.86,0.25,0.61,-0.67,-0.16,-0.31,-1.01,0.555,0.295,0.13625,0.0625
,EPSDiluted,0.17,0.176201256437829,0.798613,0.585046,0.786166,1.015628,0.586377,0.410425860661627,0.67,0.75,0.0226449010610002,-7.41,-0.89,0.85,0.24,0.58,-0.67,-0.16,-0.31,-1.01,0.51,0.28,0.13,0.0625
,weightedAverageShsOut,515170588.0,518883333.0,535667500.0,541633898.0,562127848.0,589020588.0,619650847.0,662874000.0,716247000.0,756993938.0,811677000.0,820955000.0,720523000.0,588593000.0,573520000.0,552920000.0,525318000.0,517198000.0,489553000.0,441991000.0,217654000.0,174276000.0,146104000.0,119016000.0
,weightedAverageShsOutDil,515170588.0,530070000.0,536598000.0,546220000.0,564869000.0,591556000.0,623479000.0,675033000.0,727807000.0,790192000.0,821112000.0,820955000.0,720523000.0,596851000.0,600604000.0,585499000.0,525318000.0,517198000.0,489553000.0,441991000.0,236548000.0,184652000.0,152776000.0,119016000.0
