Date,2018-12-31,2017-12-31
Cash and cash equivalents,25300000.0,33841000.0
Short-term investments,0.0,0.0
Cash and short-term investments,25300000.0,33841000.0
Receivables,4520000.0,5215000.0
Inventories,5744000.0,3248000.0
Total current assets,36662000.0,42073000.0
Property Plant & Equipment Net,2880000.0,486000.0
Goodwill and Intangible Assets,0.0,0.0
Long-term investments,0.0,0.0
Tax assets,0.0,0.0
Total non-current assets,4219000.0,1013000.0
Total assets,40881000.0,43086000.0
Payables,1252000.0,1546000.0
Short-term debt,0.0,0.0
Total current liabilities,8838000.0,4655000.0
Long-term debt,44201000.0,27589000.0
Total debt,44201000.0,27589000.0
Deferred revenue,0.0,0.0
Tax Liabilities,0.0,0.0
Deposit Liabilities,0.0,0.0
Total non-current liabilities,61361000.0,31774000.0
Total liabilities,70199000.0,36429000.0
Other comprehensive income,0.0,0.0
Retained earnings (deficit),-139111000.0,-101556000.0
Total shareholders equity,-134553000.0,-98578000.0
Investments,0.0,0.0
Net Debt,18901000.0,-6252000.0
Other Assets,1098000.0,-231000.0
Other Liabilities,7586000.0,3109000.0
