date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,27660000.0,45718000.0,19686000.0,29077000.0,32585000.0,38509000.0,21756000.0,15220000.0,34939000.0,2917000.0,4379000.0,6444000.0,-7017000.0,-2535000.0
,depreciationAndAmortization,108292000.0,96205000.0,107093000.0,83278000.0,71319000.0,63392000.0,66568000.0,66775000.0,61853000.0,57639000.0,38012000.0,30228000.0,31459000.0,31376000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,6307000.0,4477000.0,3039000.0,4735000.0,2414000.0,2877000.0,3666000.0,2845000.0,2852000.0,2615000.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-93456000.0,39474000.0,-46083000.0,31618000.0,4277000.0,593000.0,-2484000.0,1205000.0,-128074000.0,32133000.0,22899000.0,977000.0,94040000.0,-5787000.0
,accountsReceivables,-4940000.0,-1071000.0,-336000.0,-1116000.0,-2347000.0,-1011000.0,279000.0,-45000.0,63000.0,-3566000.0,214000.0,117000.0,2755000.0,-1552000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-2108000.0,5956000.0,-3297000.0,7632000.0,1371000.0,-1081000.0,1381000.0,1167000.0,-1799000.0,0.0,0.0,0.0,0.0,-6010000.0
,otherWorkingCapital,-42881000.0,50575000.0,11101000.0,57184000.0,25566000.0,21289000.0,20696000.0,23180000.0,21975000.0,150049000.0,117916000.0,95017000.0,94040000.0,0.0
,otherNonCashItems,-31790000.0,-4843000.0,-523000.0,298000.0,836000.0,-726000.0,-682000.0,-57000.0,-634000.0,9072000.0,9076000.0,12866000.0,27296000.0,3293000.0
,netCashProvidedByOperatingActivites,126985000.0,153816000.0,136507000.0,145853000.0,122663000.0,110724000.0,105611000.0,92734000.0,75945000.0,65364000.0,48346000.0,47501000.0,47592000.0,31179000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-231558000.0,-32962000.0,0.0,0.0,0.0
,acquisitionsNet,0.0,-508000000.0,0.0,-278000000.0,0.0,0.0,0.0,0.0,-274000000.0,-216000000.0,-33000000.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33103000.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27575000.0,4993000.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-5589000.0,-11267000.0,-9936000.0,-4927000.0,-3881000.0,-5354000.0,-8166000.0,-2579000.0,-899000.0,-6365000.0,8021000.0,-536000.0,4918000.0,-6883000.0
,netCashUsedForInvestingActivites,-69077000.0,-599183000.0,-64347000.0,-330564000.0,-63514000.0,-127269000.0,-152840000.0,-58254000.0,-281896000.0,-261767000.0,-29505000.0,-7544000.0,-15004000.0,-46850000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-51003000.0,-143762000.0,-117124000.0,-360139000.0,-180974000.0,-270980000.0,-235276000.0,-95420000.0,-198626000.0,-321542000.0,-26325000.0,-35624000.0,-60010000.0,-53031000.0
,commonStockIssued,0.0,515354000.0,0.0,29873000.0,9640000.0,72782000.0,104107000.0,25348000.0,0.0,601951000.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,-236000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-76510000.0,-80605000.0,-70228000.0,-67537000.0,-64077000.0,-59412000.0,-54311000.0,-49500000.0,-48452000.0,-46123000.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-797000.0,-2441000.0,-3254000.0,-3283000.0,-2862000.0,-10277000.0,-6921000.0,-1400000.0,-1716000.0,-81691000.0,-18452000.0,-24009000.0,-75971000.0,-1734000.0
,netCashUsedProvidedByFinancingActivities,-28310000.0,497546000.0,-106842000.0,221914000.0,-54273000.0,-2887000.0,57599000.0,-27972000.0,48106000.0,237095000.0,-1077000.0,-34746000.0,-49957000.0,18850000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,29598000.0,52179000.0,-34682000.0,37203000.0,4876000.0,-19432000.0,10370000.0,6508000.0,-70244000.0,70770000.0,17764000.0,5211000.0,-254000.0,5588000.0
,cashAtEndOfPeriod,139049000.0,109451000.0,57272000.0,91954000.0,44801000.0,39925000.0,59357000.0,48987000.0,42479000.0,112723000.0,41953000.0,24189000.0,18978000.0,19232000.0
,cashAtBeginningOfPeriod,109451000.0,57272000.0,91954000.0,54751000.0,39925000.0,59357000.0,48987000.0,42479000.0,112723000.0,41953000.0,24189000.0,18978000.0,19232000.0,13644000.0
