date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY
,revenue,7769000000.0,7785000000.0,7447000000.0,7517000000.0,7669000000.0,11499000000.0,11860000000.0,12286000000.0,12737000000.0,8521000000.0,7556000000.0,8044000000.0,6498000000.0,6899000000.0,6219000000.0,5812000000.0,5587000000.0,5429000000.0,5725000000.0,5683000000.0,4590000000.0,3786000000.0,3049000000.0,2910000000.0,2751800000.0
,costOfRevenue,3417000000.0,3527000000.0,3079000000.0,3242000000.0,3656000000.0,6633000000.0,7299000000.0,7711000000.0,5199000000.0,4105000000.0,5450000000.0,3271000000.0,1626000000.0,2219000000.0,1856000000.0,1697000000.0,1647000000.0,1457000000.0,2128000000.0,2461000000.0,2010000000.0,1553000000.0,970000000.0,800000000.0,729200000.0
,grossProfit,4352000000.0,4258000000.0,4368000000.0,4275000000.0,4013000000.0,4866000000.0,4561000000.0,4575000000.0,7538000000.0,4416000000.0,2106000000.0,4773000000.0,4872000000.0,4680000000.0,4363000000.0,4115000000.0,3940000000.0,3972000000.0,3597000000.0,3222000000.0,2580000000.0,2233000000.0,2079000000.0,2110000000.0,2022600000.0
,grossProfitRatio,0.560175054704595,0.546949261400128,0.586544917416409,0.568710921910337,0.523275524840266,0.423167231933212,0.384569983136594,0.372375061045092,0.591819109680458,0.518249031803779,0.278718898888301,0.593361511685728,0.749769159741459,0.678359182490216,0.701559736292008,0.708017894012388,0.705208519778056,0.731626450543378,0.628296943231441,0.566954073552701,0.562091503267974,0.589804543053355,0.681862905870777,0.725085910652921,0.735009811759576
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,301000000.0,243000000.0,-4000000.0,-7000000.0,-11000000.0,2000000.0,4000000.0,-6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
