date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2009-03-02_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY,1985-12-31_FY
,revenue,1523012000.0,1457603000.0,1436613000.0,1445003000.0,1362951000.0,1439082000.0,1435853000.0,1387923000.0,1342403000.0,1700619000.0,1673517000.0,1647744000.0,472665000.0,1959522000.0,1914029000.0,2471669000.0,2076810000.0,1603967000.0,1455714000.0,1168996000.0,2352098000.0,1611274000.0,1157600000.0,1092500000.0,1135300000.0,883300000.0,808500000.0,904700000.0,873900000.0,852000000.0,857200000.0,855100000.0,915300000.0,841900000.0,689700000.0,698000000.0,749000000.0
,costOfRevenue,585218000.0,625219000.0,625637000.0,616505000.0,593010000.0,710558000.0,723765000.0,678259000.0,656392000.0,943465000.0,960067000.0,966528000.0,366477000.0,1433753000.0,1323008000.0,1609959000.0,1440227000.0,1091339000.0,943315000.0,149528000.0,152455000.0,139894000.0,200000000.0,445800000.0,527000000.0,291900000.0,235100000.0,269800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,937794000.0,832384000.0,810976000.0,828498000.0,769941000.0,728524000.0,712088000.0,709664000.0,686011000.0,757154000.0,713450000.0,681216000.0,106188000.0,525769000.0,591021000.0,861710000.0,636583000.0,512628000.0,512399000.0,1019468000.0,2199643000.0,1471380000.0,957600000.0,646700000.0,608300000.0,591400000.0,573400000.0,634900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.615749580436661,0.571063588645193,0.564505541854348,0.573353826947072,0.564907322420248,0.506242173830261,0.495933775950602,0.511313667977258,0.511032082020079,0.445222592479562,0.426317748788928,0.41342344441855,0.224658055916981,0.268314925782921,0.308783722712665,0.348634869798505,0.306519614216033,0.31960009152308,0.351991531303539,0.872088527249024,0.935183397970663,0.913178019380937,0.827228749136144,0.591945080091533,0.535805513961068,0.66953469942262,0.709214594928881,0.701779595446004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,216334000.0,189227000.0,188470000.0,186345000.0,191514000.0,179100000.0,171111000.0,179210000.0,187740000.0,279176000.0,264556000.0,262282000.0,26232000.0,253311000.0,214588000.0,276023000.0,217983000.0,165942000.0,158706000.0,146231000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,77943000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,1241000.0,54000.0,1890000.0,3822000.0,4012000.0,14105000.0,1567000.0,-10980000.0,-4940000.0,0.0,0.0,22268000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
