date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY
,revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,244650000.0,216097000.0,167457000.0,81206000.0,56514000.0,41618000.0,15446000.0,4859000.0
,GeneralAndAdministrativeExpenses,64402000.0,79584000.0,69654000.0,40326000.0,24728000.0,16830000.0,12710000.0,3756000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,309052000.0,295681000.0,237111000.0,121532000.0,81242000.0,58448000.0,28156000.0,0.0
,costAndExpenses,309052000.0,295681000.0,237111000.0,121532000.0,81242000.0,58448000.0,28156000.0,8615000.0
,interestExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,8332000.0,7070000.0,3732000.0,956000.0,383000.0,48000.0,6000.0,4000.0
,EBITDA,-300720000.0,-288611000.0,-233379000.0,-120576000.0,-80859000.0,-58400000.0,-28150000.0,-8611000.0
,EBITDARatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-309052000.0,-295681000.0,-237111000.0,-121532000.0,-81242000.0,-58448000.0,-28156000.0,-8615000.0
,operatingIncomeRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,totalOtherIncomeExpensesNet,2447000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,-306605000.0,-290964000.0,-230743000.0,-119505000.0,-79039000.0,-57230000.0,-28031000.0,-8603000.0
,incomeBeforeTaxRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeTaxExpense,15000.0,12000.0,-44000.0,-14000.0,10000.0,-9000.0,-25000.0,170000.0
,netIncome,-306620000.0,-290976000.0,-230699000.0,-119491000.0,-79049000.0,-57221000.0,-28006000.0,-8773000.0
,netIncomeRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-4.15,-5.67,-5.27,-4.0,-2.75,-2.24,-5.62,-1.28
,EPSDiluted,-4.15,-5.67,-5.27,-4.0,-2.75,-2.24,-5.62,-1.28
,weightedAverageShsOut,73973000.0,51308000.0,43811000.0,29863000.0,28732000.0,25583000.0,4985540.0,6870743.0
,weightedAverageShsOutDil,73973000.0,51308000.0,43811000.0,29863000.0,28732000.0,25583000.0,4985540.0,6870743.0
