Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Depreciation & Amortization,1762000.0,1390000.0,1281000.0,856000.0,795000.0,315000.0,218000.0,3370000.0,
Stock-based compensation,1176000.0,1612000.0,1819000.0,1469000.0,247000.0,113000.0,113000.0,0.0,
Operating Cash Flow,0.0,26472000.0,170000.0,8814000.0,13716000.0,-5920000.0,-20741000.0,-47161000.0,-52466000.0
Capital Expenditure,0.0,-14053000.0,-10181000.0,-713000.0,-1167000.0,-1245000.0,12669000.0,2040000.0,-3221000.0
Acquisitions and disposals,0.0,0.0,-10956000.0,0.0,11081000.0,0.0,0.0,3871000.0,
Investment purchases and sales,-1856000.0,18593000.0,-28796000.0,-10796000.0,-12612000.0,4732000.0,49260000.0,80858000.0,
Investing Cash flow,0.0,-15909000.0,8412000.0,-40354000.0,-11963000.0,-2776000.0,17401000.0,51300000.0,81508000.0
Issuance (repayment) of debt,0.0,4479000.0,1900000.0,17163000.0,0.0,0.0,0.0,0.0,0.0
Issuance (buybacks) of shares,0.0,685000.0,0.0,145000.0,25022000.0,9759000.0,3000.0,73000.0,0.0
Dividend payments,0.0,0.0,0.0,0.0,0.0,-2145000.0,0.0,0.0,-16700000.0
Financing Cash Flow,0.0,5164000.0,-1048000.0,17308000.0,25022000.0,-1405000.0,3000.0,73000.0,-16700000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Net cash flow / Change in cash,15727000.0,7534000.0,-14232000.0,26775000.0,-10101000.0,-3337000.0,4212000.0,12342000.0,
Free Cash Flow,12419000.0,-10011000.0,8101000.0,12549000.0,-7165000.0,-8072000.0,-45121000.0,-55687000.0,
Net Cash/Marketcap,0.1772,0.1772,0.1772,0.1772,0.1772,0.1772,0.1772,0.1772,
