date,,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY
,revenue,5169135000.0,4968301000.0,4618133000.0,4680380000.0,4986566000.0,4984199000.0,6324651000.0,6460315000.0,100000.0,100000.0,100000.0,40000.0,100000.0,717422000.0,953067000.0,717422000.0,1110178000.0
,costOfRevenue,2753636000.0,877514000.0,1331874000.0,1364925000.0,1630644000.0,1502650000.0,2627545000.0,2882505000.0,42000.0,41000.0,42000.0,40000.0,17000.0,157001000.0,162881000.0,157001000.0,158419000.0
,grossProfit,5169135000.0,4968301000.0,4618133000.0,4680380000.0,4986566000.0,3481549000.0,3697106000.0,3588569000.0,58000.0,59000.0,58000.0,60000.0,83000.0,560421000.0,790186000.0,560421000.0,951759000.0
,grossProfitRatio,1.0,1.0,1.0,1.0,1.0,0.698517254226808,0.584554942241082,0.555478951103777,0.58,0.59,0.58,1.5,0.83,0.781159484933554,0.829098059213046,0.781159484933554,0.857303063112402
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,1055462000.0,1177923000.0,1207146000.0,1008487000.0,885824000.0,1005090000.0,1082176000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,-230813000.0,-392914000.0,-659525000.0,-561265000.0,-561325000.0,-626498000.0,-776159000.0,-664998000.0,-12000.0,-14000.0,-12000.0,-14000.0,-34000.0,-305894000.0,-325440000.0,-307593000.0,-345217000.0
,SellingAndMarketingExpenses,881521000.0,1080718000.0,1234268000.0,1130820000.0,1101572000.0,1122302000.0,1264491000.0,1245350000.0,22000.0,23000.0,20000.0,20000.0,45000.0,383854000.0,431392000.0,386944000.0,419725000.0
,otherExpenses,1007364000.0,961338000.0,873538000.0,585736000.0,0.0,58012000.0,89583000.0,0.0,26000.0,17000.0,15000.0,13000.0,18000.0,256877000.0,0.0,0.0,159706000.0
,operatingExpenses,3595055000.0,3907783000.0,3889695000.0,3294598000.0,2527643000.0,2681208000.0,2924582000.0,1825702000.0,58000.0,49000.0,43000.0,39000.0,74000.0,718691000.0,537344000.0,466295000.0,653939000.0
