date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY
,revenue,50027000000000.0,71488512000000.0,68603872000000.0,55954228000000.0,48485561000000.0,52347271000000.0,68925338000000.0,70428714000000.0,68852002000000.0,65752268000000.0,41968311000000.0,30404390000000.0,33896669000000.0,22332320000000.0,18389965000000.0,15512903000000.0
,costOfRevenue,37553000000000.0,44972360000000.0,41184379000000.0,36908325000000.0,34251423000000.0,36994516000000.0,45054016000000.0,42554282000000.0,40535508000000.0,36665056000000.0,25959001000000.0,19906073000000.0,19023649000000.0,12058527000000.0,12756563000000.0,10095542000000.0
,grossProfit,12474000000000.0,26516152000000.0,27419493000000.0,19045903000000.0,14234138000000.0,15352755000000.0,23871322000000.0,27874432000000.0,28316494000000.0,29087212000000.0,16009310000000.0,10498317000000.0,14873020000000.0,10273793000000.0,5633402000000.0,5417361000000.0
,grossProfitRatio,0.249345353509105,0.370914868111956,0.399678505026655,0.340383625702065,0.293574781985095,0.293286635706377,0.346335943974624,0.395782208943926,0.411266095065762,0.442375797592259,0.381461860592865,0.34528951246843,0.438775267268887,0.460041455612314,0.306330218681765,0.349216455488699
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,4152000000000.0,2302830000000.0,1890289000000.0,1658712000000.0,1491997000000.0,1194740000000.0,2962910000000.0,2384273000000.0,1823435000000.0,326712000000.0,603523000000.0,662336000000.0,382101000000.0,408105000000.0,353019000000.0,337261000000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,13996000000.0,17287000000.0,3235224000000.0,134167000000.0,2526945000000.0,1962642000000.0,1835618000000.0,933851000000.0,644551000000.0,581715000000.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,192924000000.0,401795000000.0,34188000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,42394000000000.0,49509379000000.0,45565466000000.0,41516033000000.0,38471327000000.0,42560996000000.0,52595125000000.0,48673279000000.0,46403602000000.0,40061305000000.0,29089469000000.0,22531051000000.0,21241368000000.0,13400483000000.0,13754133000000.0,11014518000000.0
,interestExpense,0.0,1894490000000.0,2399414000000.0,2385994000000.0,2765024000000.0,1768618000000.0,817546000000.0,592643000000.0,581597000000.0,415222000000.0,145910000000.0,138801000000.0,19376000000.0,0.0,0.0,0.0
