date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,17080000.0,-2943000.0,6952000.0,17513000.0,19267000.0,20422000.0,264000.0,-5439000.0,-34169000.0
,depreciationAndAmortization,77471000.0,51581000.0,40745000.0,40361000.0,27722000.0,30738000.0,19009000.0,11887000.0,7731000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,2663000.0,0.0,0.0,0.0
,stockBasedCompensation,12848000.0,5410000.0,6229000.0,5014000.0,4230000.0,704000.0,2000.0,5000.0,509000.0
,changeInWorkingCapital,-25695000.0,-40054000.0,35285000.0,17240000.0,-14223000.0,97000.0,6883000.0,-15168000.0,-5985000.0
,accountsReceivables,-60235000.0,-16330000.0,19230000.0,-1317000.0,-39218000.0,-3518000.0,3880000.0,-15977000.0,6415000.0
,inventory,825000.0,-1889000.0,-7843000.0,5758000.0,-8240000.0,-22000.0,1168000.0,-8090000.0,-6997000.0
,accountsPayables,35189000.0,9287000.0,14916000.0,-2331000.0,18834000.0,5538000.0,-1889000.0,8301000.0,-6998000.0
,otherWorkingCapital,531000.0,5657000.0,4907000.0,-1720000.0,4927000.0,-5626000.0,-263000.0,471000.0,86000.0
,otherNonCashItems,25305000.0,23843000.0,1093000.0,2791000.0,4236000.0,2081000.0,2949000.0,1009000.0,-69000.0
,netCashProvidedByOperatingActivites,119335000.0,53860000.0,84053000.0,87095000.0,57393000.0,66218000.0,29434000.0,-7577000.0,-19448000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-100106000.0,-111269000.0,-27132000.0,-28744000.0,-70910000.0,-8475000.0,-14733000.0,-124732000.0,-90471000.0
,acquisitionsNet,-292930000.0,-74700000.0,0.0,0.0,0.0,-3573000.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-3769000.0,8486000.0,1130000.0,143000.0,1763000.0,299000.0,69000.0,8933000.0,-7663000.0
,netCashUsedForInvestingActivites,-396805000.0,-177483000.0,-26002000.0,-28601000.0,-69147000.0,-11749000.0,-14664000.0,-115799000.0,-98134000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-641071000.0,-884311000.0,-272716000.0,-82954000.0,-204208000.0,-199638000.0,-58136000.0,-7537000.0,-9537000.0
,commonStockIssued,190529000.0,96822000.0,241000.0,11903000.0,9300000.0,227437000.0,0.0,58335000.0,105189000.0
,commonStockRepurchased,0.0,0.0,-2341000.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-133217000.0,-95659000.0,-73518000.0,-120254000.0,-195982000.0,-314068000.0,0.0,0.0,0.0
,otherFinancingActivites,862180000.0,1013364000.0,292219000.0,132869000.0,400982000.0,233383000.0,40400000.0,64437000.0,22402000.0
,netCashUsedProvidedByFinancingActivities,278421000.0,130216000.0,-56115000.0,-58436000.0,10092000.0,-52886000.0,-17736000.0,115235000.0,118054000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,951000.0,6593000.0,1936000.0,58000.0,-1662000.0,1583000.0,-2966000.0,-8141000.0,472000.0
,cashAtEndOfPeriod,10004000.0,9053000.0,2460000.0,524000.0,466000.0,2175000.0,592000.0,3558000.0,11699000.0
,cashAtBeginningOfPeriod,9053000.0,2460000.0,524000.0,466000.0,2128000.0,592000.0,3558000.0,11699000.0,11227000.0
,operatingCashFlow,119335000.0,53860000.0,84053000.0,87095000.0,57393000.0,66218000.0,29434000.0,-7577000.0,-19448000.0
,capitalExpenditure,-100106000.0,-111269000.0,-27132000.0,-28744000.0,-70910000.0,-8475000.0,-14733000.0,-124732000.0,-90471000.0
,freeCashFlow,19229000.0,-57409000.0,56921000.0,58351000.0,-13517000.0,57743000.0,14701000.0,-132309000.0,-109919000.0
