Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Revenue,612948000.0,648616000.0,705519000.0,708366000.0,772674000.0,0.0
Revenue Growth,-0.0549909345437054,-0.0806541000313245,-0.00401910876580751,-0.0832278554733303,0.0,0.0
Cost of Revenue,486668000.0,517764000.0,573917000.0,561076000.0,0.0,0.0
Gross Profit,126280000.0,130852000.0,131602000.0,147290000.0,0.0,0.0
R&D Expenses,3200000.0,3600000.0,4200000.0,5000000.0,0.0,0.0
SG&A Expense,106470000.0,103855000.0,113797000.0,129371000.0,0.0,0.0
Operating Expenses,109670000.0,107455000.0,117997000.0,134371000.0,0.0,0.0
Operating Income,16494000.0,23490000.0,-53592000.0,-81002000.0,0.0,0.0
Interest Expense,33437000.0,33089000.0,31843000.0,31835000.0,0.0,0.0
Earnings before Tax,-15265000.0,-14857000.0,-83854000.0,-111856000.0,0.0,0.0
Income Tax Expense,-2105000.0,-10384000.0,-6157000.0,-22255000.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-13160000.0,-4478000.0,-66879000.0,-74458000.0,0.0,0.0
Preferred Dividends,4070000.0,3783000.0,3600000.0,3600000.0,0.0,0.0
Net Income Com,-13160000.0,-4478000.0,-66879000.0,-74458000.0,0.0,0.0
EPS,-0.62,-0.32,-3.13,-3.53,0.0,0.0
EPS Diluted,-0.62,-0.32,-3.13,-3.53,0.0,0.0
Weighted Average Shs Out,27595000.0,26082000.0,22507000.0,22145000.0,0.0,0.0
Weighted Average Shs Out (Dil),27595000.0,26082000.0,22507000.0,22145000.0,0.0,0.0
Dividend per Share,0.000543576734916,0.000460087416609,0.159950237704,0.0,0.0,0.0
Gross Margin,0.206020739117,0.201740320929,0.186532184108,0.207929234322,0.0,0.0
EBITDA Margin,0.101129296449,0.100819282904,-0.0100054002798,-0.0462105747594,0.0,0.0
EBIT Margin,0.0269092973629,0.0362155728505,-0.0759611009767,-0.11435049113,0.0,0.0
Profit Margin,-0.0214700105066,-0.00690393083119,-0.0947940452348,-0.105112328937,0.0,0.0
Free Cash Flow margin,0.0261098820781,0.0219205199995,0.0217386066144,0.00719966796825,0.0,0.0
EBITDA,61987000.0,65393000.0,-7059000.0,-32734000.0,0.0,0.0
EBIT,16494000.0,23490000.0,-53592000.0,-81002000.0,0.0,0.0
Consolidated Income,-13160000.0,-4478000.0,-66879000.0,-74458000.0,0.0,0.0
Earnings Before Tax Margin,-0.0249042333118,-0.0229056945866,-0.118854346942,-0.157907070639,0.0,0.0
Net Profit Margin,-0.0214700105066,-0.00690393083119,-0.0947940452348,-0.105112328937,0.0,0.0
