Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Revenue,160574000.0,230981000.0,190926000.0,173605000.0,71930000.0,23760000.0,13774000.0,8013000.0,0.0
Revenue Growth,-0.304817279343323,0.209793323067576,0.0997724719910141,1.41352704017795,2.0273569023569,0.724989109917235,0.718956695370024,0.0,
Cost of Revenue,35698000.0,33263000.0,37709000.0,40746000.0,11035000.0,0.0,0.0,0.0,0.0
Gross Profit,124876000.0,197718000.0,153217000.0,132859000.0,60895000.0,0.0,13774000.0,8013000.0,0.0
R&D Expenses,404586000.0,143207000.0,112135000.0,147483000.0,58983000.0,48165000.0,64034000.0,70228000.0,12910000.0
SG&A Expense,137807000.0,146103000.0,142318000.0,109057000.0,63649000.0,33618000.0,24897000.0,18300000.0,11636000.0
Operating Expenses,666184000.0,368871000.0,316092000.0,320469000.0,141892000.0,81783000.0,88931000.0,90440000.0,24546000.0
Operating Income,-505610000.0,-137890000.0,-125166000.0,-146864000.0,-69962000.0,-58023000.0,-75157000.0,-82427000.0,-24546000.0
Interest Expense,8530000.0,611000.0,861000.0,1244000.0,666000.0,141000.0,57000.0,183000.0,0.0
Earnings before Tax,-536234000.0,-129700000.0,-194151000.0,-86978000.0,-85719000.0,-40829000.0,-81874000.0,-85280000.0,-32670000.0
Income Tax Expense,-21528000.0,-2880000.0,-3877000.0,1016000.0,-103000.0,0.0,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-509336000.0,-117018000.0,-186612000.0,-84493000.0,-81822000.0,-38980000.0,-81874000.0,-85280000.0,-32670000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0,21994000.0,13868000.0,0.0
Net Income Com,-509336000.0,-117018000.0,-186612000.0,-84493000.0,-81822000.0,-38980000.0,-103868000.0,-99148000.0,-32670000.0
EPS,-3.93,-0.98,-1.58,-0.76,-0.83,-1.4,-18.77,-18.92,-0.71
EPS Diluted,-3.93,-0.98,-1.58,-0.76,-0.83,-1.4,-18.77,-18.92,-0.71
Weighted Average Shs Out,129521731.0,119998826.0,117983836.0,111066352.0,99170653.0,40951952.0,93819407.0,,
Weighted Average Shs Out (Dil),129521731.0,119998826.0,117983836.0,111066352.0,99170653.0,40951952.0,5533690.0,5240647.0,46003996.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.777685054866,0.85599248423,0.802494160041,0.765294778376,0.846586959544,0.0,1.0,1.0,0.0
EBITDA Margin,-3.09856514753,-0.452721219494,-0.840943611661,-0.362241870914,-0.84671208119,-2.16893939394,-5.36,-10.078,
EBIT Margin,-3.1487663009,-0.596975508808,-0.655573363502,-0.845966418018,-0.972640066732,-2.44204545455,-5.94,-10.6199,0.0
Profit Margin,-3.17197055563,-0.506613098047,-0.977404858427,-0.486696811728,-1.13752259141,-1.64057239057,-7.541,-12.373,
Free Cash Flow margin,-1.03271388892,-0.652889198679,-0.458837455349,0.132023847239,-0.36464618379,-2.32365319865,-5.0092,-11.8154,0.0
EBITDA,-497549000.0,-104570000.0,-160558000.0,-62887000.0,-60904000.0,-51534000.0,-73833000.0,-80759000.0,-32482000.0
EBIT,-505610000.0,-137890000.0,-125166000.0,-146864000.0,-69962000.0,-58023000.0,-81817000.0,-85097000.0,-32670000.0
Consolidated Income,-509336000.0,-117018000.0,-186612000.0,-84493000.0,-81822000.0,-38980000.0,-81874000.0,-85280000.0,-32670000.0
Earnings Before Tax Margin,-3.33948210794,-0.561518046939,-1.01689136105,-0.501010915584,-1.19170026415,-1.71839225589,-5.9441,-10.6427,0.0
Net Profit Margin,-3.17197055563,-0.506613098047,-0.977404858427,-0.486696811728,-1.13752259141,-1.64057239057,-5.9441,-10.6427,0.0
