Date,2018-12-31,2017-12-31,2016-12-31
Depreciation & Amortization,1019000.0,680000.0,201000.0
Stock-based compensation,6925000.0,5354000.0,1963000.0
Operating Cash Flow,127464000.0,-17771000.0,-12993000.0
Capital Expenditure,-1884000.0,-801000.0,-2250000.0
Acquisitions and disposals,0.0,0.0,0.0
Investment purchases and sales,-222235000.0,0.0,0.0
Investing Cash flow,-224119000.0,-801000.0,-2250000.0
Issuance (repayment) of debt,0.0,0.0,0.0
Issuance (buybacks) of shares,0.0,0.0,0.0
Dividend payments,0.0,0.0,0.0
Financing Cash Flow,131146000.0,-15000.0,-77000.0
Effect of forex changes on cash,0.0,0.0,0.0
Net cash flow / Change in cash,34491000.0,-18587000.0,-15320000.0
Free Cash Flow,125580000.0,-18572000.0,-15243000.0
Net Cash/Marketcap,0.2344,0.2344,0.2344
