date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,1136856000.0,973840000.0,490506000.0,382685000.0,343904000.0,263925000.0,215853000.0,175103000.0,171902000.0,94951000.0,48010000.0,78628000.0,123638000.0,89385000.0,92537000.0,65376000.0,11977000.0,53358000.0,88154000.0,159068000.0,52200000.0,28900000.0,27700000.0,21500000.0,18200000.0,9100000.0,1600000.0,-2200000.0,12300000.0
,depreciationAndAmortization,82717000.0,57906000.0,56123000.0,46819000.0,40008000.0,39696000.0,35894000.0,28122000.0,27490000.0,19259000.0,35392000.0,25057000.0,27028000.0,23870000.0,1674000.0,10917000.0,7610000.0,7850000.0,5717000.0,4016000.0,3300000.0,1800000.0,1300000.0,1200000.0,1900000.0,1500000.0,1500000.0,1100000.0,1200000.0
,deferredIncomeTax,-3072000.0,-21061000.0,25187000.0,-4235000.0,-9133000.0,-43516000.0,14080000.0,1800000.0,8160000.0,-1434000.0,2094000.0,3572000.0,-12973000.0,-5236000.0,-990000.0,6396000.0,-16686000.0,1687000.0,-1958000.0,-5127000.0,-12000000.0,-5300000.0,-1400000.0,-2800000.0,-3900000.0,2000000.0,0.0,-3900000.0,-1600000.0
,stockBasedCompensation,66815000.0,45675000.0,36900000.0,35494000.0,32239000.0,29545000.0,25413000.0,21861000.0,0.0,0.0,14784000.0,13606000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-82333000.0,-57821000.0,44957000.0,24549000.0,21511000.0,17728000.0,-25746000.0,-13078000.0,76793000.0,65958000.0,-60199000.0,-42425000.0,32944000.0,-11346000.0,2468000.0,20922000.0,11952000.0,25704000.0,7766000.0,-4498000.0,-13900000.0,400000.0,-5100000.0,-1800000.0,-100000.0,-1800000.0,-4200000.0,2200000.0,-4800000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38765000.0,0.0,1609000.0,-3267000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9988000.0,-4690000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-67080000.0,-114695000.0,13268000.0,39841000.0,-8782000.0,14021000.0,-23860000.0,-15106000.0,71401000.0,18508000.0,-4100000.0,-5853000.0,29043000.0,-5806000.0,475000.0,19544000.0,13430000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,8959000.0,0.0,-5124000.0,0.0,0.0,0.0,0.0,0.0,-22603000.0,4083000.0,11111000.0,-5002000.0,49443000.0,43940000.0,25514000.0,3148000.0,61408000.0,1905000.0,9004000.0,70899000.0,49500000.0,42100000.0,11000000.0,10400000.0,7100000.0,9100000.0,24300000.0,31200000.0,4500000.0
,netCashProvidedByOperatingActivites,1164129000.0,933562000.0,580099000.0,437977000.0,339813000.0,255517000.0,173086000.0,200139000.0,166287000.0,163228000.0,131056000.0,166911000.0,174880000.0,127605000.0,113564000.0,91997000.0,77135000.0,98668000.0,112556000.0,100971000.0,78000000.0,61400000.0,33400000.0,28100000.0,25100000.0,22300000.0,23200000.0,28400000.0,11600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-65479000.0,-45865000.0,-50884000.0,-53311000.0,-53918000.0,-42431000.0,-31312000.0,-38291000.0,-30751000.0,-27056000.0,-15963000.0,-8544000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,-102000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1000000.0,0.0,0.0,0.0,-4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-10500783000.0,-5476433000.0,-8431958000.0,-1784210000.0,-7514940000.0,-11410761000.0,-3511030000.0,-4139532000.0,-7351516000.0,-6929913000.0,-3450081000.0,-509610000.0,-188048000.0,-129169000.0,-534314000.0,-12041008000.0,-17087123000.0,-5277398000.0,-1347596000.0,-1434770000.0,-1992900000.0,-3033500000.0,-1671400000.0,-1313600000.0,-390800000.0,-164600000.0,-234100000.0,-100900000.0,-372100000.0
,salesMaturitiesOfInvestments,6070483000.0,5897332000.0,5746211000.0,6010146000.0,3346787000.0,2693637000.0,2634535000.0,3239111000.0,4747995000.0,2872015000.0,739665000.0,319737000.0,363001000.0,490146000.0,522704000.0,11362610000.0,17036398000.0,5573642000.0,1626741000.0,1138253000.0,1708800000.0,2661700000.0,1290200000.0,1021900000.0,234700000.0,261000000.0,107000000.0,108600000.0,253300000.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2870000.0,0.0,0.0,899000.0,287000.0,-677212000.0,-635855000.0,-538028000.0,-327343000.0,96578000.0,-324649000.0,-72165000.0,-145979000.0,-35900000.0,-466900000.0,-319800000.0,-131600000.0,-31200000.0,-143700000.0,48600000.0,-67900000.0,-109400000.0
