date,,2020-08-30_FY,2019-09-01_FY,2018-09-02_FY,2017-09-03_FY,2016-08-28_FY,2015-08-30_FY,2014-08-31_FY,2013-09-01_FY,2012-09-02_FY,2011-08-28_FY,2010-08-29_FY,2009-08-30_FY,2008-08-31_FY,2007-09-02_FY,2006-09-03_FY,2005-08-28_FY,2004-08-29_FY,2003-08-31_FY,2002-09-01_FY,2001-09-02_FY,2000-09-03_FY,1999-08-29_FY,1998-08-30_FY,1997-08-31_FY,1996-09-01_FY,1995-09-03_FY,1994-08-28_FY,1993-08-31_FY,1992-08-31_FY,1991-08-31_FY,1990-08-31_FY,1989-08-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,4002000000.0,3659000000.0,3134000000.0,2679000000.0,2350000000.0,2377000000.0,2058000000.0,2039000000.0,1709000000.0,1462000000.0,1303000000.0,1086000000.0,1282725000.0,1083000000.0,1103000000.0,1063000000.0,882000000.0,721000000.0,700000000.0,602000000.0,631000000.0,397000000.0,460000000.0,312200000.0,249000000.0,134000000.0,-112000000.0,223200000.0,129100000.0,134100000.0,125400000.0,117000000.0
,depreciationAndAmortization,1645000000.0,1492000000.0,1437000000.0,1370000000.0,1255000000.0,1127000000.0,1029000000.0,946000000.0,908000000.0,855000000.0,795000000.0,728000000.0,653082000.0,566400000.0,515300000.0,477900000.0,440700000.0,391302000.0,341800000.0,301300000.0,254400000.0,224800000.0,196300000.0,182300000.0,161600000.0,142000000.0,136300000.0,112100000.0,54000000.0,40600000.0,27400000.0,19500000.0
,deferredIncomeTax,104000000.0,147000000.0,-49000000.0,-29000000.0,269000000.0,-101000000.0,-63000000.0,7000000.0,-3000000.0,84000000.0,7000000.0,70000000.0,21288000.0,-92700000.0,-38300000.0,-64700000.0,32500000.0,68693000.0,12200000.0,40800000.0,8300000.0,-22700000.0,20400000.0,-4300000.0,-4500000.0,-3600000.0,-41600000.0,11000000.0,1200000.0,4700000.0,600000.0,-3200000.0
,stockBasedCompensation,619000000.0,595000000.0,544000000.0,514000000.0,459000000.0,394000000.0,327000000.0,285000000.0,241000000.0,207000000.0,190000000.0,181000000.0,0.0,134582000.0,107397000.0,67937000.0,36508000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,3028000000.0,-115000000.0,541000000.0,179000000.0,-597000000.0,-2936000000.0,593000000.0,1317000000.0,-390000000.0,11000000.0,589000000.0,468120000.0,-154120000.0,329000000.0,-1064000000.0,379000000.0,397569000.0,526431000.0,421000000.0,-164000000.0,-521000000.0,18000000.0,274000000.0,99000000.0,43000000.0,117000000.0,-243700000.0,161100000.0,-200200000.0,182800000.0,-92800000.0,-6000000.0
,accountsReceivables,-15000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283000000.0,142000000.0,0.0,284306000.0,416112000.0,33172000.0,740027000.0,0.0,129883000.0,-151000000.0,-5000000.0,3000000.0,-25000000.0,0.0,10000000.0,-17000000.0,-15000000.0,0.0,0.0,0.0,0.0,0.0
,inventory,-847000000.0,-536000000.0,-1313000000.0,-894000000.0,-25000000.0,-890000000.0,-563000000.0,-898000000.0,-490000000.0,-642000000.0,-213000000.0,-394000000.0,-191792000.0,-272513000.0,-500602000.0,-315793000.0,-256438000.0,-162759000.0,-380158000.0,-249000000.0,-280000000.0,-299000000.0,-224000000.0,-189300000.0,-79000000.0,-162000000.0,-266000000.0,-137900000.0,-43500000.0,-33200000.0,-6200000.0,-49900000.0
,accountsPayables,-2493000000.0,322000000.0,1561000000.0,2258000000.0,-1532000000.0,880000000.0,529000000.0,718000000.0,338000000.0,804000000.0,445000000.0,255000000.0,0.0,434918000.0,278863000.0,482217000.0,211990000.0,0.0,187655000.0,-531000000.0,-284000000.0,-307000000.0,-227000000.0,0.0,13000000.0,-160000000.0,-200000000.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,3276000000.0,248000000.0,363000000.0,-178000000.0,-357000000.0,240000000.0,3176000000.0,2583000000.0,1266000000.0,1656000000.0,1645000000.0,1056000000.0,587880000.0,742000000.0,413000000.0,1477000000.0,1098000000.0,700431000.0,174000000.0,-247000000.0,-83000000.0,438000000.0,420000000.0,146000000.0,47000000.0,4000000.0,-113000000.0,130700000.0,-30400000.0,169800000.0,-13000000.0,79800000.0
,otherNonCashItems,855000000.0,604000000.0,538000000.0,500000000.0,402000000.0,303000000.0,22000000.0,217000000.0,205000000.0,185000000.0,140000000.0,205000000.0,146076000.0,73300000.0,52700000.0,107300000.0,29200000.0,0.0,9700000.0,14100000.0,71500000.0,132500000.0,-3200000.0,0.0,3500000.0,83000000.0,177400000.0,-4900000.0,0.0,-100000.0,0.0,0.0
,netCashProvidedByOperatingActivites,8861000000.0,6356000000.0,5774000000.0,6726000000.0,3292000000.0,4285000000.0,3984000000.0,3437000000.0,3057000000.0,3198000000.0,2780000000.0,2092000000.0,2176173000.0,2076400000.0,1827300000.0,1783200000.0,2098800000.0,1507208000.0,1018200000.0,1032600000.0,1070400000.0,940900000.0,737600000.0,590200000.0,426400000.0,278400000.0,247800000.0,295800000.0,155100000.0,237400000.0,126000000.0,122900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-2810000000.0,-2998000000.0,-2969000000.0,-2502000000.0,-2649000000.0,-2393000000.0,-1993000000.0,-2083000000.0,-1480000000.0,-1290000000.0,-1055000000.0,-2000000.0,-1598571000.0,-1385699000.0,-1212567000.0,-995431000.0,-705620000.0,-810665000.0,-1038605000.0,-1447500000.0,-1228400000.0,-787900000.0,-571900000.0,-553400000.0,-506800000.0,-530600000.0,-474600000.0,-533000000.0,-434300000.0,-257000000.0,-161700000.0,-160200000.0
,acquisitionsNet,-1163000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15000000.0,-15000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-1626000000.0,-247000000.0,-328000000.0,-469000000.0,-486000000.0,-481000000.0,-2503000000.0,-36000000.0,-632000000.0,-624000000.0,-551000000.0,-1806000000.0,-1506776000.0,-1160663000.0,-2598355000.0,-3741429000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7566300000.0,-5935800000.0,-1383100000.0,-842100000.0
