date,,2020-09-30_FY,2019-09-30_FY,2018-09-30_FY,2017-09-30_FY,2016-09-30_FY,2015-09-30_FY,2014-09-30_FY,2013-09-30_FY,2012-09-30_FY,2011-09-30_FY,2010-09-30_FY,2009-09-30_FY,2008-09-30_FY,2007-09-30_FY,2006-09-30_FY,2005-09-30_FY,2004-09-30_FY,2003-09-30_FY,2002-09-30_FY,2001-09-30_FY,2000-09-30_FY,1999-09-30_FY,1998-09-30_FY,1997-09-30_FY,1996-09-30_FY,1995-09-30_FY,1994-09-30_FY
,revenue,189893926000.0,179589121000.0,167939635000.0,153143826000.0,146849686000.0,135961803000.0,119569127000.0,87959167000.0,79489596000.0,80217558000.0,77953979000.0,71759990000.0,70189733000.0,66074312000.0,61203145000.0,54577321000.0,53178954000.0,49657328000.0,45234794000.0,16191353000.0,11645021000.0,9807400000.0,8668800000.0,7815900000.0,5551700000.0,4668900000.0,4301800000.0
,costOfRevenue,184702042000.0,174450809000.0,163327318000.0,148597824000.0,142577080000.0,132432490000.0,116586761000.0,85451348000.0,76820498000.0,77678462000.0,75597337000.0,69659915000.0,68142731000.0,63747573000.0,58971330000.0,52597137000.0,50999772000.0,47410169000.0,43210320000.0,15491235000.0,11124129000.0,9331800000.0,8245700000.0,7426600000.0,5246800000.0,4400100000.0,4058500000.0
,grossProfit,5191884000.0,5138312000.0,4612317000.0,4546002000.0,4272606000.0,3529313000.0,2982366000.0,2507819000.0,2669098000.0,2539096000.0,2356642000.0,2100075000.0,2047002000.0,2326739000.0,2231815000.0,1980184000.0,2179182000.0,2247159000.0,2024474000.0,700118000.0,520892000.0,475600000.0,423100000.0,389300000.0,304900000.0,268800000.0,243300000.0
,grossProfitRatio,0.0273409692946156,0.0286114881090152,0.0274641361463004,0.0296845267533018,0.0290950979629606,0.0259581214879888,0.024942609140234,0.0285111726899369,0.0335779540255809,0.0316526214871811,0.0302311957674412,0.0292652632755384,0.0291638379647348,0.0352139724133639,0.0364656914281121,0.0362821766205784,0.0409782787378631,0.0452533209197241,0.0447547964958125,0.0432402406395562,0.0447308768271006,0.0484939943308114,0.0488072166851237,0.0498087232436444,0.0549201145595043,0.0575724474715672,0.0565577200241759
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,2767217000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1197969000.0,1167828000.0,1125646000.0,1124683000.0,1413103000.0,1397100000.0,1256780000.0,1212982000.0,1293062000.0,1220651000.0,408760000.0,303038000.0,281800000.0,254900000.0,255400000.0,195400000.0,160900000.0,150700000.0
,SellingAndMarketingExpenses,0.0,2663508000.0,2460301000.0,2128730000.0,2091237000.0,1918045000.0,1587261000.0,1333712000.0,1229495000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,1581000.0,12952000.0,-25469000.0,2730000.0,5048000.0,-13598000.0,4360000.0,-44000.0,5827000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,3158279000.0,3125915000.0,2925428000.0,2526333000.0,2455972000.0,2161325000.0,1772551000.0,1495898000.0,1370549000.0,1329845000.0,1254289000.0,1204554000.0,1206764000.0,1504325000.0,1483109000.0,1343238000.0,1288748000.0,1364053000.0,1281802000.0,427633000.0,320458000.0,301700000.0,271500000.0,269700000.0,207000000.0,171000000.0,165400000.0
,costAndExpenses,187860321000.0,177576724000.0,166252746000.0,151124157000.0,145033052000.0,134593815000.0,118359312000.0,86947246000.0,78191047000.0,79008307000.0,76851626000.0,70864469000.0,69349495000.0,65251898000.0,60454439000.0,53940375000.0,52288520000.0,48774222000.0,44492122000.0,15918868000.0,11444587000.0,9633500000.0,8517200000.0,7696300000.0,5453800000.0,4571100000.0,4223900000.0
,interestExpense,158522000.0,195474000.0,189640000.0,149042000.0,144349000.0,101986000.0,77703000.0,75048000.0,97225000.0,78902000.0,74805000.0,58307000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,391062000.0,462407000.0,465127000.0,397603000.0,364735000.0,243280000.0,185290000.0,162186000.0,141054000.0,108309000.0,86461000.0,78908000.0,82081000.0,91222000.0,86009000.0,81199000.0,75766000.0,70991000.0,61151000.0,21589000.0,17420000.0,19900000.0,16600000.0,14300000.0,11600000.0,10100000.0,14700000.0
