Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Revenue,2689800000.0,2375400000.0,1939400000.0,2126900000.0,2570005000.0
Revenue Growth,0.132356655721142,0.224811797463133,-0.0881564718604542,-0.172414061451242,
Cost of Revenue,1677300000.0,1477500000.0,1222700000.0,1347800000.0,1633224000.0
Gross Profit,1012500000.0,897900000.0,716700000.0,779100000.0,936781000.0
R&D Expenses,24000000.0,26000000.0,0.0,0.0,0.0
SG&A Expense,434600000.0,446600000.0,415100000.0,427000000.0,476000000.0
Operating Expenses,458600000.0,472600000.0,613200000.0,984500000.0,888548000.0
Operating Income,443000000.0,108700000.0,103500000.0,-205400000.0,48233000.0
Interest Expense,99600000.0,140700000.0,170300000.0,162900000.0,164376000.0
Earnings before Tax,349500000.0,-112700000.0,-68500000.0,-365900000.0,-112027000.0
Income Tax Expense,80100000.0,-131200000.0,-31900000.0,-14700000.0,22996000.0
Net Income - Non-Controlling int,0.0,0.0,5300000.0,-800000.0,-902000.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0
Net Income,269400000.0,18400000.0,-36600000.0,-351200000.0,-135023000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0
Net Income Com,269400000.0,18400000.0,-36600000.0,-351200000.0,-135023000.0
EPS,1.34,0.1,-0.25,-2.35,-0.91
EPS Diluted,1.29,0.1,-0.25,-2.35,-0.91
Weighted Average Shs Out,201600000.0,182200000.0,190000000.0,190000000.0,
Weighted Average Shs Out (Dil),209100000.0,188400000.0,,,
Dividend per Share,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.376422038813,0.377999494822,0.3695,0.3663,0.3645
EBITDA Margin,0.231764443453,0.118927338554,0.142,-0.019,0.083
EBIT Margin,0.164696259945,0.045760713985,0.0525,-0.0954,0.0204
Profit Margin,0.100156145438,0.00774606382083,-0.019,-0.165,-0.053
Free Cash Flow margin,0.14584727489,0.0604950745138,0.0502,0.0537,0.0267
EBITDA,623400000.0,282500000.0,274500000.0,-40000000.0,212699000.0
EBIT,443000000.0,108700000.0,101800000.0,-203000000.0,52349000.0
Consolidated Income,269400000.0,18400000.0,-31300000.0,-352000000.0,-135925000.0
Earnings Before Tax Margin,0.129935311176,-0.0474446409026,-0.0353,-0.172,-0.0436
Net Profit Margin,0.100156145438,0.00774606382083,-0.0189,-0.1651,-0.0525
