date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-149910000.0,-193638000.0,-146653000.0,-101980000.0,-55660000.0,-19200000.0,-5229000.0,-3318000.0
,depreciationAndAmortization,9983000.0,7588000.0,5581000.0,2155000.0,784000.0,594000.0,281000.0,276000.0
,deferredIncomeTax,0.0,0.0,0.0,908000.0,-698000.0,36000.0,84000.0,-330000.0
,stockBasedCompensation,14296000.0,19509000.0,15596000.0,12143000.0,6847000.0,4024000.0,0.0,0.0
,changeInWorkingCapital,9649000.0,-23303000.0,102387000.0,-299000.0,16207000.0,1931000.0,430000.0,-173000.0
,accountsReceivables,20000000.0,10000000.0,-59000000.0,0.0,0.0,193000.0,-129000.0,-102000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,5117000.0,-3497000.0,5864000.0,4550000.0,2296000.0,267000.0,9000.0,-152000.0
,otherWorkingCapital,109002000.0,67323000.0,72232000.0,132297000.0,139835000.0,157566000.0,605000.0,-9270000.0
,otherNonCashItems,0.0,21122000.0,15823000.0,15734000.0,7412000.0,4112000.0,-6000.0,-6000.0
,netCashProvidedByOperatingActivites,-115982000.0,-188231000.0,-22862000.0,-83671000.0,-31925000.0,-12527000.0,-4426000.0,-3551000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-1338000.0,-3918000.0,-9938000.0,-18887000.0,-5567000.0,-1857000.0,-590000.0,-47000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,-9000.0,-2595000.0,-1052000.0,319000.0,0.0
,netCashUsedForInvestingActivites,-1338000.0,-3918000.0,-9938000.0,-18887000.0,-5563000.0,-2909000.0,-257000.0,-47000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,-16000.0,-62000.0,-62000.0,-126000.0,0.0,-2500000.0
,commonStockIssued,153626000.0,161792000.0,60000000.0,93509000.0,30000000.0,11631000.0,5585000.0,0.0
,commonStockRepurchased,0.0,164399000.0,65110000.0,94436000.0,30258000.0,175607000.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,149807000.0,179913000.0,143368000.0,149414000.0,325182000.0,34000.0,0.0
,netCashUsedProvidedByFinancingActivities,154538000.0,164399000.0,65094000.0,94374000.0,29121000.0,175593000.0,5619000.0,3672000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,122000.0,114000.0,37000.0,403000.0,-14000.0,15000.0,-327000.0,-14000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,37340000.0,-27636000.0,32331000.0,-7781000.0,-8381000.0,160172000.0,609000.0,60000.0
,cashAtEndOfPeriod,188148000.0,147183000.0,174834000.0,142512000.0,152839000.0,161220000.0,1048000.0,439000.0
,cashAtBeginningOfPeriod,150808000.0,174819000.0,142503000.0,150293000.0,161220000.0,1048000.0,439000.0,379000.0
,operatingCashFlow,-115982000.0,-188231000.0,-22862000.0,-83671000.0,-31925000.0,-12527000.0,-4426000.0,-3551000.0
,capitalExpenditure,-1338000.0,-3918000.0,-9938000.0,-18887000.0,-5567000.0,-1857000.0,-590000.0,-47000.0
,freeCashFlow,-117320000.0,-192149000.0,-32800000.0,-102558000.0,-37492000.0,-14384000.0,-5016000.0,-3598000.0
