date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,8777000000.0,13347000000.0,19890000000.0,17167000000.0,7112000000.0,18867000000.0,18680000000.0,22565000000.0,20649000000.0,21872000000.0,19037000000.0,7079000000.0,9307000000.0,24212000000.0,22086000000.0,20966000000.0,16514000000.0,12297000000.0,9035000000.0
,depreciationAndAmortization,5241000000.0,10519000000.0,1933000000.0,1862000000.0,5212000000.0,2206000000.0,2251000000.0,2295000000.0,2531000000.0,3135000000.0,2801000000.0,2538000000.0,13367000000.0,2522000000.0,2528000000.0,2213000000.0,3506000000.0,3185000000.0,2036000000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,433000000.0,478000000.0,450000000.0,500000000.0,534000000.0,0.0,732000000.0,0.0,988000000.0,1162000000.0,812000000.0,683000000.0,819000000.0,870000000.0,854000000.0,540000000.0,0.0,0.0,0.0
,changeInWorkingCapital,190295000000.0,11852000000.0,-20523000000.0,-5131000000.0,39499000000.0,-40934000000.0,-67937000000.0,15858000000.0,-27451000000.0,36600000000.0,29005000000.0,-6158000000.0,-45290000000.0,73557000000.0,64109000000.0,-11777000000.0,17126000000.0,10141000000.0,7272000000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,-906000000.0,-2297000000.0,-1303000000.0,-381000000.0,-207000000.0,10765000000.0,-421000000.0,11995000000.0,19778000000.0,-513000000.0,-815000000.0,-458000000.0,-867000000.0,-449000000.0,-776000000.0,-11538000000.0,-12136000000.0,-13389000000.0,-6231000000.0
,netCashProvidedByOperatingActivites,182220000000.0,29743000000.0,6469000000.0,-10478000000.0,68959000000.0,-1122000000.0,-21372000000.0,44977000000.0,-9156000000.0,79762000000.0,55742000000.0,6898000000.0,30420000000.0,91038000000.0,80781000000.0,7021000000.0,31367000000.0,18327000000.0,13433000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-1446000000.0,-1343000000.0,0.0,-1167000000.0,-1151000000.0,-1352000000.0,-1477000000.0,-1952000000.0,-1318000000.0,-1505000000.0,-2533000000.0,-2000000000.0,-2985000000.0,-2720000000.0,-2400000000.0,-3736000000.0,-2938000000.0,-2069175000.0,-1486734315.85729
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-496669000000.0,-445907000000.0,-383454000000.0,-357264000000.0,-457084000000.0,-438376000000.0,-384199000000.0,-363979000000.0,-342974000000.0,-319008000000.0,-341202000000.0,-304629000000.0,-277023000000.0,-260980000000.0,-286316000000.0,-378103000000.0,-330917000000.0,-218196000000.0,-130171000000.0
,salesMaturitiesOfInvestments,476990000000.0,413186000000.0,370357000000.0,418352000000.0,430085000000.0,399636000000.0,382837000000.0,342539000000.0,329926000000.0,311702000000.0,321846000000.0,241341000000.0,223138000000.0,238647000000.0,273774000000.0,368696000000.0,315437000000.0,206099000000.0,122559000000.0
,otherInvestingActivites,0.0,1118000000.0,-204000000.0,6756000000.0,9194000000.0,2023000000.0,-1035000000.0,6518000000.0,-1804000000.0,0.0,-19566000000.0,0.0,25018000000.0,2983000000.0,0.0,0.0,494000000.0,818000000.0,933000000.0
,netCashUsedForInvestingActivites,-22430000000.0,-35318000000.0,-16341000000.0,65557000000.0,-15060000000.0,-38912000000.0,-4961000000.0,-6585000000.0,5653000000.0,-9931000000.0,-34973000000.0,-57077000000.0,-25093000000.0,-20278000000.0,-14124000000.0,-15627000000.0,-22548000000.0,-15444000000.0,-9051000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-3538000000.0,-4210000000.0,-4077000000.0,-3574000000.0,-595000000.0,-2157000000.0,-3163000000.0,-1662000000.0,-1754000000.0,-3777000000.0,-2475000000.0,-4637000000.0,-350000000.0,-689000000.0,-903000000.0,-1121000000.0,-1740000000.0,-1464000000.0,-1923000000.0
,commonStockIssued,1497000000.0,0.0,6134000000.0,5196000000.0,2024000000.0,4058000000.0,5852000000.0,297000000.0,594000000.0,96000000.0,4074000000.0,18410000000.0,2627000000.0,704000000.0,1229000000.0,2265000000.0,581000000.0,845480357.142857,337166787.468793
,commonStockRepurchased,-579000000.0,-859000000.0,-8076000000.0,-3067000000.0,-3812000000.0,-463000000.0,-234000000.0,-32000000.0,-25000000.0,-361000000.0,0.0,-227000000.0,-1002000000.0,-636000000.0,-575000000.0,-821000000.0,-345000000.0,-258146428.571429,-50024965.772731
,dividendsPaid,-2023000000.0,-9773000000.0,-10762000000.0,-9005000000.0,-9157000000.0,-7498000000.0,-7184000000.0,-6987000000.0,-6498000000.0,-5587000000.0,-3854000000.0,-4533000000.0,-7303000000.0,-6003000000.0,-5927000000.0,-6443000000.0,-4425000000.0,-4242000000.0,-3609000000.0
