Date,2018-12-31,2017-12-31,2016-12-31
Depreciation & Amortization,247000.0,114000.0,32000.0
Stock-based compensation,441000.0,78000.0,98000.0
Operating Cash Flow,-16478000.0,-5082000.0,-2765000.0
Capital Expenditure,-922000.0,-388000.0,-403000.0
Acquisitions and disposals,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0
Investing Cash flow,-922000.0,-388000.0,-403000.0
Issuance (repayment) of debt,0.0,0.0,0.0
Issuance (buybacks) of shares,138700000.0,4000.0,0.0
Dividend payments,0.0,0.0,0.0
Financing Cash Flow,202095000.0,5002000.0,4876000.0
Effect of forex changes on cash,0.0,0.0,0.0
Net cash flow / Change in cash,184695000.0,-468000.0,1708000.0
Free Cash Flow,-17400000.0,-5470000.0,-3168000.0
Net Cash/Marketcap,0.3953,0.0541,0.0541
