date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY
,revenue,13398000.0,3335000.0,12926000.0,0.0,0.0,0.0,0.0,0.0,2010.393736,3028403.525955,2388617.821149,2884156.241047,24235825.80115,15652832.475008,13749125.772135,5758273.635268,7681623.604572,7710941.801553
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,13398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3028403.525955,2388617.821149,2884156.241047,24235825.80115,0.0,13749125.772135,5758273.635268,0.0,0.0
,grossProfitRatio,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,299349000.0,182866000.0,93872000.0,58085000.0,68487000.0,48959000.0,26071000.0,19797000.0,15137259.632299,8473065.621939,10872260.43833,20014325.279343,29331142.152835,33127335.150964,17811074.124914,14882105.217841,12277307.135608,8102755.307418
,GeneralAndAdministrativeExpenses,83412000.0,42573000.0,21681000.0,13450000.0,15292000.0,15755000.0,12699000.0,11144000.0,5413990.330006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,11426000.0,8848000.0,4209000.0,1105000.0,661000.0,170000.0,-77000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,382761000.0,225439000.0,115553000.0,71535000.0,83779000.0,64714000.0,38770000.0,30941000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,382761000.0,225439000.0,115553000.0,71535000.0,83779000.0,64714000.0,38770000.0,30941000.0,20551249.962305,12811949.06954,17097264.43769,25447426.224811,33031224.322104,38100575.583157,16975997.769389,19123639.572929,16190418.753223,11833226.400981
,interestExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31161.102902,27424.094025,30995.040793,20055.39108,13147.082991,0.0,26287.748799,16897.709661,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,641000.0,249000.0,175000.0,184000.0,180000.0,212000.0,199000.0,171000.0,122634.017872,179236.043095,702887.537994,16235.316589,13968.775678,17166.515197,15558.510638,41580.850697,45524.647712,35650.886433
,EBITDA,-368722000.0,-221855000.0,-102452000.0,-71351000.0,-83599000.0,-64502000.0,-38571000.0,-30770000.0,-20426605.550698,-9604309.50049,-14005759.078547,-22547034.667176,-8781429.745275,-22430576.592952,-3211313.486617,-13323785.086964,-8463270.50094,-4086633.712995
,EBITDARatio,-27.5206747275713,-66.5232383808096,-7.92604053844964,0.0,0.0,0.0,0.0,0.0,-10160.4999980452,-3.17141009055631,-5.86354123063931,-7.81754966887336,-0.362332598745545,-1.43300432230177,-0.233564921860362,-2.3138506314391,-1.10175542783726,-0.529978544536796
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-369363000.0,-222104000.0,-102627000.0,-71535000.0,-83779000.0,-64714000.0,-38770000.0,-30941000.0,-20549239.56857,-9783545.543585,-14708646.616541,-22563269.983765,-8795398.520953,-22447743.108149,-3226871.997255,-13365365.937661,-8508795.148652,-4122284.599428
,operatingIncomeRatio,-27.5685176892073,-66.5979010494753,-7.93957914281293,0.0,0.0,0.0,0.0,0.0,-10221.4999980332,-3.230595084088,-6.15780661364474,-7.82317880794632,-0.36290896762163,-1.43410102574023,-0.234696521854125,-2.32107169339808,-1.10768186345237,-0.534601959853693
,totalOtherIncomeExpensesNet,11426000.0,8848000.0,4209000.0,1105000.0,661000.0,170000.0,-4928000.0,-22144000.0,-13067.559281,0.0,0.0,0.0,-41906.327034,-2891043.118247,-9401.166781,-563313.242638,-552788.360757,0.0
,incomeBeforeTax,-357937000.0,-213256000.0,-98418000.0,-70430000.0,-83118000.0,-64544000.0,-43698000.0,-52882000.0,-20320054.68271,0.0,-14684650.455927,-22400916.817878,-7492193.919474,-22237705.745734,-1169801.818806,-13165424.487687,-9090490.292312,-4122284.599428
