Date,2018-12-29,2017-12-30,2016-12-31,2016-01-02,2015-01-03,2013-12-28,2013-02-20,2012-12-29,2012-02-22,2011-12-31,2011-01-01,2010-01-02
Depreciation & Amortization,1567000.0,1757000.0,1569000.0,1467000.0,1203000.0,1111000.0,0.0,1321000.0,0.0,1149000.0,1383000.0,1625000.0
Stock-based compensation,544000.0,770000.0,901000.0,1446000.0,806000.0,849000.0,0.0,169000.0,0.0,110000.0,317000.0,181000.0
Operating Cash Flow,-64000.0,5071000.0,11635000.0,12481000.0,4181000.0,-3792000.0,0.0,3564000.0,0.0,6470000.0,13340000.0,16391000.0
Capital Expenditure,1518000.0,1040000.0,846000.0,2790000.0,2091000.0,1406000.0,0.0,-511000.0,0.0,-274000.0,-101000.0,-802000.0
Acquisitions and disposals,-1066000.0,-763000.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1292000.0,-0.0,-128000.0,400000.0,-900000.0
Investment purchases and sales,0.0,-365000.0,-4257000.0,-2836000.0,-29000.0,0.0,0.0,-45000.0,0.0,-16000.0,30000.0,52000.0
Investing Cash flow,-2583000.0,-1803000.0,-831000.0,-3036000.0,-2161000.0,-1322000.0,0.0,-1848000.0,0.0,-418000.0,329000.0,-1650000.0
Issuance (repayment) of debt,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-4900000.0
Issuance (buybacks) of shares,-482000.0,-365000.0,-4257000.0,-2836000.0,-29000.0,-9317000.0,0.0,-3664000.0,0.0,-2226000.0,45000.0,83000.0
Dividend payments,-0.0,-12194000.0,-0.0,-12529000.0,-25344000.0,-0.0,-0.0,-12335000.0,-0.0,0.0,0.0,0.0
Financing Cash Flow,346000.0,-826000.0,-11556000.0,-14188000.0,-4571000.0,290000.0,0.0,-15999000.0,0.0,-2226000.0,45000.0,-4817000.0
Effect of forex changes on cash,-68000.0,130000.0,46000.0,-683000.0,-355000.0,18000.0,0.0,-11000.0,0.0,-113000.0,48000.0,203000.0
Net cash flow / Change in cash,-2369000.0,2572000.0,-706000.0,-5426000.0,-2906000.0,-4806000.0,0.0,-14294000.0,0.0,3713000.0,13762000.0,10127000.0
Free Cash Flow,-1582000.0,4031000.0,10789000.0,9691000.0,2090000.0,-5198000.0,0.0,3053000.0,0.0,6196000.0,13239000.0,15589000.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2319,0.0,0.434,0.4057,0.3434
