date,,2021-01-31_FY,2020-01-31_FY,2019-01-31_FY,2018-01-31_FY,2017-01-31_FY,2016-01-31_FY,2015-01-31_FY,2014-01-31_FY,2013-01-31_FY,2012-01-31_FY,2011-01-31_FY,2010-01-31_FY,2009-01-31_FY,2008-01-31_FY,2007-01-31_FY,2006-01-31_FY,2005-01-31_FY,2004-01-31_FY,2003-01-31_FY
,revenue,1386025000.0,1543686000.0,1549813000.0,1516031000.0,1596848000.0,1613178000.0,1485218000.0,1193769000.0,865032000.0,653684000.0,653718000.0,722788000.0,805049000.0,730992000.0,676937000.0,620738000.0,494235000.0,499310000.0,389496000.0
,costOfRevenue,668315000.0,697784000.0,702135000.0,720344000.0,823082000.0,833126000.0,724842000.0,594048000.0,460647000.0,469116000.0,491464000.0,544700000.0,590061000.0,517166000.0,502135000.0,453374000.0,359710000.0,317712000.0,276956000.0
,grossProfit,717710000.0,845902000.0,847678000.0,795687000.0,773766000.0,780052000.0,760376000.0,599721000.0,404385000.0,184568000.0,162254000.0,178088000.0,214988000.0,213826000.0,174802000.0,167364000.0,134525000.0,181598000.0,112540000.0
,grossProfitRatio,0.517818942659764,0.54797543023646,0.546955019734639,0.524848766285122,0.484558329909923,0.483549862445434,0.511962553645323,0.502376087836089,0.467479815775601,0.282350493510626,0.248201824028098,0.24639036619313,0.267049583317289,0.292514829163657,0.258224916055704,0.269620999519926,0.272188331461754,0.363697903106287,0.28893749871629
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,478767000.0,503024000.0,485661000.0,451590000.0,460997000.0,439268000.0,391311000.0,339528000.0,253189000.0,237911000.0,235100000.0,255489000.0,253813000.0,245317000.0,195908000.0,181631000.0,152900000.0,139831000.0,125712000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,52204000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,-3142000.0,-1943000.0,-2595000.0,-1434000.0,-2748000.0,-5690000.0,-10000.0,-173000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,478767000.0,708241000.0,683743000.0,668465000.0,703291000.0,661445000.0,635954000.0,435752000.0,300848000.0,291466000.0,268154000.0,264575000.0,258086000.0,247225000.0,197384000.0,185400000.0,158537000.0,139831000.0,129837000.0
,costAndExpenses,1355411000.0,1406025000.0,1385878000.0,1388809000.0,1526373000.0,1494571000.0,1360796000.0,1029800000.0,761495000.0,760582000.0,759618000.0,809275000.0,848147000.0,764391000.0,699519000.0,638774000.0,518247000.0,457543000.0,406793000.0
,interestExpense,-50381000.0,59107000.0,62704000.0,80160000.0,98615000.0,63106000.0,29365000.0,15323000.0,17047000.0,22457000.0,28081000.0,4003000.0,0.0,0.0,0.0,400000.0,2359000.0,0.0,7237000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,41068000.0,36841000.0,31584000.0,30806000.0,28846000.0,22706000.0,21604000.0,16817000.0,13891000.0,11623000.0,17449000.0,14859000.0,12562000.0,11683000.0,12059000.0,10953000.0,8795000.0,7246000.0,5785000.0
,EBITDA,71682000.0,174502000.0,195519000.0,158028000.0,99321000.0,141313000.0,146026000.0,180786000.0,117428000.0,-95275000.0,-88451000.0,-71628000.0,-30536000.0,-21716000.0,-10523000.0,-7083000.0,-15217000.0,49013000.0,-11512000.0
,EBITDARatio,0.0517176818599953,0.113042419248474,0.126156510495137,0.104237974025597,0.0621981553660712,0.0875991366110869,0.0983195732882311,0.151441359257947,0.1357498913335,-0.145750852093672,-0.135304519685858,-0.0990995976690261,-0.0379306104348928,-0.0297075754591022,-0.015545021176269,-0.011410611240169,-0.0307889971369895,0.0981614628186898,-0.029556144350648
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,30614000.0,137661000.0,163935000.0,127222000.0,70475000.0,118607000.0,124422000.0,163969000.0,103537000.0,-106898000.0,-105900000.0,-86487000.0,-43098000.0,-33399000.0,-22582000.0,-18036000.0,-24012000.0,41767000.0,-17297000.0
,operatingIncomeRatio,0.0220876246820945,0.0891768144557896,0.105777277645755,0.0839178090685481,0.0441338186226867,0.0735238144829647,0.0837735605143487,0.137354044207883,0.119691525862627,-0.163531614663966,-0.161996457187962,-0.119657492930154,-0.0535346295691318,-0.0456899665112614,-0.0333590865915144,-0.0290557368809385,-0.0485841755440226,0.0836494362219863,-0.0444086717193501
,totalOtherIncomeExpensesNet,0.0,-4236000.0,-4453000.0,-15428000.0,-6377000.0,-6258000.0,-4555000.0,-2127000.0,-3769000.0,-13145000.0,-2660000.0,-9494000.0,117000.0,943000.0,772000.0,0.0,-118000.0,0.0,0.0
,incomeBeforeTax,-19327000.0,74318000.0,96778000.0,31634000.0,-34517000.0,49243000.0,90502000.0,146519000.0,82721000.0,-3882000.0,165000.0,13903000.0,41525000.0,61195000.0,62586000.0,63248000.0,46368000.0,37190000.0,31943000.0
,incomeBeforeTaxRatio,-0.013944192925813,0.0481432104715596,0.0624449530362695,0.020866327931289,-0.021615707944651,0.0305254596826885,0.0609351623802028,0.122736475817348,0.095627676201574,-0.00593864925560362,0.000252402412049232,0.019235239101922,0.0515807112362105,0.083715006456979,0.0924546892842318,0.101891619330539,0.0938177182919057,0.0744827862450181,0.0820111117957566
,incomeTaxExpense,-16190000.0,18314000.0,22929000.0,25171000.0,-8955000.0,18388000.0,31989000.0,53070000.0,30109000.0,-159000.0,1174000.0,6181000.0,15833000.0,21509000.0,22275000.0,22067000.0,16243000.0,12850000.0,11342000.0
,netIncome,-3137000.0,56004000.0,73849000.0,6463000.0,-25562000.0,30855000.0,58513000.0,93449000.0,52612000.0,-3723000.0,-1009000.0,7722000.0,25692000.0,39686000.0,40311000.0,41181000.0,30125000.0,24340000.0,20601000.0
,netIncomeRatio,-0.00226330693890803,0.0362793987896502,0.047650264902927,0.00426310543781756,-0.0160077853371141,0.0191268415512733,0.0393969100832336,0.0782806388840722,0.0608208713666084,-0.00569541246229065,-0.00154347899247076,0.0106836306081451,0.0319135853842437,0.0542906078315495,0.059549116092044,0.0663419993620497,0.0609527856181776,0.0487472712343033,0.0528914289235319
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.107642209100876,1.85,2.33,0.21,-0.83,0.88,1.61,2.61,1.6,-0.12,-0.04,0.310287002619116,1.037681,1.542987,1.533964,1.588104,1.173031,1.136938,0.992565
,EPSDiluted,-0.107642209100876,1.82,2.28,0.2,-0.83,0.87,1.59,2.54,1.56,-0.12,-0.04,0.308173592165095,1.028658,1.515917,1.49787,1.533964,1.145961,1.100845,0.992565
