Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31,2010-12-31
Depreciation & Amortization,181145000.0,178000000.0,195681000.0,192000000.0,183486000.0,181000000.0,156177000.0,155000000.0,143643000.0,144000000.0,125127000.0,112175000.0,111510000.0
Stock-based compensation,6713000.0,000000.0,7532000.0,000000.0,7681000.0,000000.0,6621000.0,7000000.0,5639000.0,6000000.0,5096000.0,4188000.0,5891000.0
Operating Cash Flow,281791000.0,282000000.0,359251000.0,359000000.0,337519000.0,338000000.0,283236000.0,283000000.0,245565000.0,246000000.0,216364000.0,165495000.0,131572000.0
Capital Expenditure,14000.0,-120000000.0,37000.0,-103000000.0,143000.0,-582000000.0,799000.0,-294000000.0,0.0,-422000000.0,0.0,0.0,0.0
Acquisitions and disposals,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,-0.0,-0.0
Investment purchases and sales,-4869000.0,0,-2145000.0,0,-7424000.0,0,-2936000.0,0,-3000.0,0,-2122000.0,-27601000.0,-566000.0
Investing Cash flow,286592000.0,287000000.0,154154000.0,154000000.0,-642002000.0,-642000000.0,-78001000.0,-78000000.0,-422045000.0,-422000000.0,-524154000.0,-569936000.0,-371517000.0
Issuance (repayment) of debt,-4638000.0,000000.0,-33000.0,-739000000.0,-5716000.0,-1202000000.0,-5170000.0,-772000000.0,-68000.0,-475000000.0,-4175000.0,-5358000.0,-549000.0
Issuance (buybacks) of shares,-4869000.0,,-2145000.0,,-7424000.0,,349286000.0,,251475000.0,,280704000.0,303429000.0,189756000.0
Dividend payments,-204003000.0,,-203737000.0,,-186743000.0,,-136671000.0,,-84661000.0,,-53329000.0,-34999000.0,-10069000.0
Financing Cash Flow,-302368000.0,-302000000.0,-384453000.0,-384000000.0,196052000.0,196000000.0,-104492000.0,-104000000.0,154778000.0,155000000.0,322655000.0,411666000.0,244504000.0
Effect of forex changes on cash,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Net cash flow / Change in cash,266015000.0,266000000.0,128952000.0,129000000.0,-108431000.0,-108000000.0,100743000.0,101000000.0,-21702000.0,-22000000.0,14865000.0,7225000.0,4559000.0
Free Cash Flow,281777000.0,161000000.0,359214000.0,257000000.0,337376000.0,-245000000.0,282437000.0,-11000000.0,245565000.0,-176000000.0,216364000.0,165495000.0,131572000.0
Net Cash/Marketcap,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
