date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY
,revenue,41623000000.0,38952001000.0,26806931524.0,15286534926.0,9874443208.0,7870953893.0,5974129528.0
,costOfRevenue,29026000000.0,28141994000.0,19982794052.0,10850065285.0,7264522456.0,5808497475.0,4399587506.0
,grossProfit,12597000000.0,10810007000.0,6824137472.0,4436469641.0,2609920752.0,2062456418.0,1574542022.0
,grossProfitRatio,0.302645172140403,0.277521224134288,0.254566154499645,0.290220750645999,0.264310675247544,0.262033858416352,0.263560074253549
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,3455000000.0,1875460000.0,1262883017.0,774744015.0,634671646.0,467072429.0,357531442.0
,SellingAndMarketingExpenses,0.0,65525000.0,44272385.0,29809668.0,21879658.0,17230314.0,13676239.0
,otherExpenses,986000000.0,1207602000.0,335281096.0,95839354.0,22042227.0,16386437.0,10979872.0
,operatingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,32970000000.0,31450244000.0,22171075490.0,12237142859.0,8333887134.0,6630446819.0,5029692759.0
,interestExpense,1508000000.0,1444246000.0,507927074.0,525227115.0,593592292.0,393922930.0,453300910.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,0.0,169759000.0,63087201.0,14682374.0,12797816.0,12738008.0,10524471.0
,EBITDA,9317000000.0,7671516000.0,4698943235.0,3064074441.0,1553353890.0,1253245082.0,954961240.0
,EBITDARatio,0.223842587031209,0.196947930864964,0.175288366398559,0.200442706985773,0.157310529543733,0.15922404057208,0.159849436729521
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,8653000000.0,7501757000.0,4635856034.0,3049392067.0,1540556074.0,1240507074.0,944436769.0
,operatingIncomeRatio,0.207889868582274,0.19258977221735,0.172934975039928,0.199482229410503,0.156014475099911,0.157605684249178,0.158087762338185
,totalOtherIncomeExpensesNet,1290000000.0,-38568000.0,-918884360.0,-234404391.0,-100543068.0,-213913859.0,-123649339.0
,incomeBeforeTax,8517000000.0,5730253000.0,3082537040.0,2285899647.0,759751371.0,593878861.0,338882402.0
,incomeBeforeTaxRatio,0.204622444321649,0.147110619554564,0.114990297835477,0.149536808574718,0.076941185948031,0.0754519552615044,0.0567249840184583
,incomeTaxExpense,2263000000.0,1686453000.0,1131955333.0,585537956.0,257734325.0,242359114.0,107600766.0
,netIncome,11351000000.0,3839189000.0,1799871980.0,1590842382.0,491173013.0,348299466.0,239931036.0
,netIncomeRatio,0.272709799870264,0.0985620481987562,0.0671420366925842,0.104068213607665,0.0497418439352677,0.044251239523809,0.0401616729057301
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,95.2268775533865,32.2065,15.099,13.95,4.12,2.921846,2.012755
,EPSDiluted,95.2268775533865,32.2065,15.099,13.95,4.12,2.921846,2.012755
,weightedAverageShsOut,119199540.0,119199540.0,119213193.0,114205298.0,119205298.0,119205298.0,119205298.0
,weightedAverageShsOutDil,119199540.0,119199540.0,119213193.0,114205298.0,119205298.0,119205298.0,119205298.0
