date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2012-12-13_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,revenue,5109000000.0,6074432000.0,5800271000.0,5266789000.0,5250399000.0,5094933000.0,4695014000.0,4245895000.0,4111213000.0,4111213000.0,3776976000.0,3175093000.0,3036547000.0,4600554000.0,4645666000.0,4013546000.0,3338439000.0,2675696000.0,1974991000.0,1904951000.0,2452850000.0,2699319000.0,2081300000.0,1793000000.0,1302900000.0,898600000.0,628500000.0,446300000.0
,costOfRevenue,3096389000.0,3543913000.0,3390257000.0,3102977000.0,3089723000.0,2980462000.0,2772098000.0,2522803000.0,2462153000.0,2462153000.0,2287374000.0,1981060000.0,1932868000.0,2686983000.0,2667838000.0,2319293000.0,1965390000.0,1619394000.0,1248253000.0,1190216000.0,1436272000.0,1487074000.0,1185200000.0,1051200000.0,772700000.0,538800000.0,380800000.0,270700000.0
,grossProfit,2012611000.0,2530519000.0,2410014000.0,2163812000.0,2160676000.0,2114471000.0,1922916000.0,1723092000.0,1649060000.0,1649060000.0,1489602000.0,1194033000.0,1103679000.0,1913571000.0,1977828000.0,1694253000.0,1373049000.0,1056302000.0,726738000.0,714735000.0,1016578000.0,1212245000.0,896100000.0,741800000.0,530200000.0,359800000.0,247700000.0,175600000.0
,grossProfitRatio,0.393934429438246,0.416585287315752,0.41550024128183,0.410840836798284,0.411526057352974,0.415014485960856,0.409565551881208,0.405825391348585,0.401112761610746,0.401112761610746,0.394390115266817,0.37606237045655,0.363465146431127,0.415943601574941,0.425736159250364,0.422133694244441,0.411284735171138,0.394776536646914,0.367970284421549,0.375198627156289,0.414447683307173,0.449092900839064,0.430548215057897,0.413720022308979,0.40693836825543,0.400400623191631,0.394112967382657,0.393457315706924
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,1666041000.0,1908768000.0,1821089000.0,1646532000.0,1606217000.0,1533799000.0,1425734000.0,1324815000.0,1305614000.0,1305614000.0,1240184000.0,1079033000.0,1036899000.0,1496839000.0,1497957000.0,1243952000.0,991488000.0,824382000.0,707349000.0,709542000.0,823478000.0,864418000.0,628400000.0,501600000.0,357800000.0,246500000.0,170700000.0,121600000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,75188000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,1667260000.0,1910129000.0,1822794000.0,1648095000.0,1607454000.0,1533991000.0,1426291000.0,1326515000.0,1306012000.0,1305614000.0,1240337000.0,1078286000.0,1038359000.0,1499495000.0,1500551000.0,1244803000.0,991823000.0,825407000.0,717626000.0,715823000.0,828813000.0,921057000.0,667500000.0,526200000.0,375500000.0,258400000.0,179100000.0,128800000.0
,costAndExpenses,4763649000.0,5454042000.0,5213051000.0,4751072000.0,4697177000.0,4514453000.0,4198389000.0,3849318000.0,3768165000.0,3767767000.0,3527711000.0,3059346000.0,2971227000.0,4186478000.0,4168389000.0,3564096000.0,2957213000.0,2444801000.0,1965879000.0,1906039000.0,2265085000.0,2408131000.0,1852700000.0,1577400000.0,1148200000.0,797200000.0,559900000.0,399500000.0
,interestExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1779000.0,457000.0,5300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,1219000.0,1361000.0,1705000.0,1563000.0,1237000.0,192000.0,557000.0,1700000.0,398000.0,398000.0,153000.0,411000.0,1460000.0,2617000.0,2594000.0,851000.0,335000.0,1025000.0,10277000.0,6281000.0,5335000.0,56639000.0,39100000.0,24600000.0,17700000.0,11900000.0,8400000.0,7200000.0
,EBITDA,346570000.0,621751000.0,588925000.0,517280000.0,554459000.0,580672000.0,497182000.0,398277000.0,343446000.0,344643000.0,249418000.0,116158000.0,66780000.0,416693000.0,479871000.0,450301000.0,381561000.0,231920000.0,19389000.0,5193000.0,193100000.0,347827000.0,267700000.0,240200000.0,172400000.0,113300000.0,77000000.0,54000000.0
,EBITDARatio,0.0678351927970249,0.102355413641967,0.101534049012538,0.0982154401856615,0.105603212251107,0.113970487933796,0.105895743867856,0.0938028377998043,0.0835388485101599,0.0838300034564008,0.0660364270252181,0.0365841252523942,0.0219920850887538,0.0905745264592047,0.103294339283108,0.112195300614469,0.114293237048812,0.0866765133258786,0.0098172599267541,0.00272605437095232,0.0787247487616446,0.128857315493278,0.128621534617787,0.133965421081986,0.132320208765063,0.126085021144002,0.122513922036595,0.120994846515797
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,345351000.0,620390000.0,587220000.0,515717000.0,553222000.0,580480000.0,496625000.0,396577000.0,343048000.0,344245000.0,249265000.0,115747000.0,65320000.0,414076000.0,477277000.0,449450000.0,381226000.0,230895000.0,9112000.0,-1088000.0,187765000.0,291188000.0,228600000.0,215600000.0,154700000.0,101400000.0,68600000.0,46800000.0
,operatingIncomeRatio,0.0675965942454492,0.10213135977158,0.10124009722994,0.0979186749269811,0.105367611109175,0.113932803434314,0.105777107373908,0.0934024510733308,0.0834420400986278,0.0837331950448688,0.065995918427864,0.0364546802251147,0.0215112758010991,0.0900056819243943,0.102735969395992,0.111983268660681,0.114192890749239,0.086293435427642,0.00461369191049478,-0.000571143299748917,0.0765497278675826,0.107874615782721,0.109835199154375,0.120245398773006,0.118735129326886,0.112842198976185,0.10914876690533,0.10486220031369
,totalOtherIncomeExpensesNet,75188000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5600000.0,4200000.0,2200000.0,500000.0,0.0
