date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,revenue,883026000.0,674860000.0,512980000.0,375612000.0,270967000.0,181943000.0,115876000.0,77634000.0,51604000.0,28553000.0
,costOfRevenue,166959000.0,129958000.0,100357000.0,75729000.0,61865000.0,47923000.0,37080000.0,29039000.0,16838000.0,12080000.0
,grossProfit,716067000.0,544902000.0,412623000.0,299883000.0,209102000.0,134020000.0,78796000.0,48595000.0,34766000.0,16473000.0
,grossProfitRatio,0.810924027152088,0.807429689120707,0.804364692580607,0.798385035621865,0.771688065336369,0.736604321133542,0.680002761572716,0.625949970373805,0.673707464537633,0.576927117991104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,205589000.0,158237000.0,117603000.0,70373000.0,45997000.0,32457000.0,25638000.0,15018000.0,10585000.0,10031000.0
,GeneralAndAdministrativeExpenses,109225000.0,92971000.0,75834000.0,56787000.0,45120000.0,35408000.0,22958000.0,14669000.0,7972000.0,6769000.0
,SellingAndMarketingExpenses,452081000.0,340685000.0,267444000.0,212859000.0,162647000.0,112629000.0,78809000.0,53158000.0,34949000.0,24088000.0
,otherExpenses,-711000.0,-393000.0,-1492000.0,-559000.0,-956000.0,628000.0,564000.0,-38000.0,-1000.0,-2000.0
,operatingExpenses,766895000.0,591893000.0,460881000.0,340019000.0,253764000.0,180494000.0,127405000.0,0.0,0.0,0.0
,costAndExpenses,933854000.0,721851000.0,561238000.0,415748000.0,315629000.0,228417000.0,164485000.0,111884000.0,70344000.0,52968000.0
,interestExpense,37049000.0,22818000.0,21386000.0,13181000.0,265000.0,185000.0,322000.0,20000.0,63000.0,30000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,37060000.0,28793000.0,23428000.0,15786000.0,11177000.0,7343000.0,5714000.0,4472000.0,2736000.0,1891000.0
,EBITDA,-13768000.0,-18198000.0,-24830000.0,-24350000.0,-33485000.0,-39131000.0,-42895000.0,-29778000.0,-16004000.0,-22524000.0
,EBITDARatio,-0.0155918398778745,-0.0269655928637051,-0.0484034465281298,-0.0648275347965454,-0.123575933600771,-0.215072852486768,-0.370180192619697,-0.383569054795579,-0.310130997597086,-0.788848807480825
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-50828000.0,-46991000.0,-48258000.0,-40136000.0,-44662000.0,-46474000.0,-48609000.0,-34250000.0,-18740000.0,-24415000.0
,operatingIncomeRatio,-0.0575611590145704,-0.0696307382271879,-0.0940738430348162,-0.106854946061361,-0.164824498924223,-0.255431646174901,-0.419491525423729,-0.441172682072288,-0.363150143399736,-0.855076524358211
,totalOtherIncomeExpensesNet,-711000.0,-393000.0,-1492000.0,-559000.0,-956000.0,628000.0,564000.0,-38000.0,-1000.0,-2000.0
,incomeBeforeTax,-80815000.0,-50773000.0,-61960000.0,-50039000.0,-45029000.0,-45641000.0,-48321000.0,-34274000.0,-18778000.0,-24411000.0
,incomeBeforeTaxRatio,-0.0915205214795487,-0.0752348635272501,-0.120784436040391,-0.133219918426461,-0.166178907394627,-0.250853289216953,-0.417006109979633,-0.441481824973594,-0.363886520424773,-0.85493643399993
,incomeTaxExpense,4216000.0,2973000.0,1868000.0,-10325000.0,533000.0,412000.0,-92000.0,0.0,0.0,0.0
,netIncome,-85031000.0,-53746000.0,-63828000.0,-39714000.0,-45562000.0,-46053000.0,-48229000.0,-34274000.0,-18778000.0,-24411000.0
,netIncomeRatio,-0.0962950128308793,-0.0796402216756068,-0.124425903543998,-0.105731446279672,-0.168145936590064,-0.253117734675146,-0.416212157823881,-0.441481824973594,-0.363886520424773,-0.85493643399993
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-2.02334324806663,-1.28,-1.66,-1.08,-1.29,-1.39,-4.2,-1.39,-0.749384,-1.034
,EPSDiluted,-2.02334324806663,-1.28,-1.66,-1.08,-1.29,-1.39,-4.2,-1.39,-0.749384,-1.034
,weightedAverageShsOut,44757000.0,42025000.0,38529000.0,36827000.0,35197000.0,33222000.0,11562000.0,24643000.0,25166000.0,24643000.0
,weightedAverageShsOutDil,44757000.0,42025000.0,38529000.0,36827000.0,35197000.0,33222000.0,11562000.0,24643000.0,25166000.0,24643000.0
