Date,2018-12-31,2017-12-31
Revenue,423234000.0,145954000.0
Revenue Growth,1.89977664195568,
Cost of Revenue,133968000.0,64011000.0
Gross Profit,289266000.0,81943000.0
R&D Expenses,0.0,0.0
SG&A Expense,334823000.0,112445000.0
Operating Expenses,349971000.0,112445000.0
Operating Income,-60705000.0,-30502000.0
Interest Expense,13705000.0,2148000.0
Earnings before Tax,-74410000.0,-32650000.0
Income Tax Expense,361000.0,128000.0
Net Income - Non-Controlling int,0.0,0.0
Net Income - Discontinued ops,0.0,0.0
Net Income,-74771000.0,-32778000.0
Preferred Dividends,0.0,0.0
Net Income Com,-74771000.0,-32778000.0
EPS,,
EPS Diluted,,
Weighted Average Shs Out,386689624.0,
Weighted Average Shs Out (Dil),386689624.0,
Dividend per Share,0.0,0.0
Gross Margin,0.6835,0.5614
EBITDA Margin,-0.122,-0.192
EBIT Margin,-0.1434,-0.209
Profit Margin,-0.177,-0.225
Free Cash Flow margin,-0.3701,-0.2761
EBITDA,-51844000.0,-27989000.0
EBIT,-60705000.0,-30502000.0
Consolidated Income,-74771000.0,-32778000.0
Earnings Before Tax Margin,-0.1758,-0.2237
Net Profit Margin,-0.1767,-0.2246
