date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY
,revenue,601139000.0,580650000.0,368353000.0,303869000.0,203372000.0,170584000.0,137791000.0,85972000.0,68026000.0,53968000.0,43528000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,611506000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,1.01724559544465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,187565000.0,185996000.0,129110000.0,111509000.0,77519000.0,68403000.0,58001000.0,35068000.0,29901000.0,24280000.0,19612000.0
,SellingAndMarketingExpenses,2416000.0,2527000.0,1907000.0,1452000.0,1107000.0,1038000.0,835000.0,684000.0,626000.0,589000.0,483000.0
,otherExpenses,487000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,359124000.0,450000000.0,283000000.0,213000000.0,148000000.0,131000000.0,106000000.0,71000000.0,0.0,0.0,0.0
,costAndExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,interestExpense,95060000.0,148175000.0,81038000.0,42436000.0,26243000.0,19929000.0,15987000.0,12281000.0,13337000.0,13358000.0,13669000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,12671000.0,12880000.0,5739000.0,4639000.0,1964000.0,1555000.0,1281000.0,703000.0,656000.0,567000.0,431000.0
,EBITDA,265053000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDARatio,0.440917990681024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,252382000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingIncomeRatio,0.419839671024505,0.424117799018342,0.434357803519993,0.400458750316748,0.394011958381685,0.338818412043334,0.318583942347468,0.284522867910482,0.255446446946756,0.253854135784168,0.301323286160632
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,252382000.0,246264000.0,159997000.0,121687000.0,80131000.0,57797000.0,43898000.0,24461000.0,17377000.0,13700000.0,13116000.0
,incomeBeforeTaxRatio,0.419839671024505,0.424117799018342,0.434357803519993,0.400458750316748,0.394011958381685,0.338818412043334,0.318583942347468,0.284522867910482,0.255446446946756,0.253854135784168,0.301323286160632
,incomeTaxExpense,51173000.0,53528000.0,31738000.0,45175000.0,26591000.0,19011000.0,14920000.0,4661000.0,5230000.0,0.0,4341000.0
,netIncome,201209000.0,192736000.0,128259000.0,76512000.0,53540000.0,38786000.0,28978000.0,19800000.0,12147000.0,13700000.0,8775000.0
,netIncomeRatio,0.334712936608671,0.331931456126755,0.348195888183346,0.251792713307379,0.263261412583837,0.227371851990808,0.210304011147317,0.230307541990415,0.178564078440596,0.253854135784168,0.201594376033817
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,4.65272413368741,4.46,4.33,2.98,2.89,2.23,1.86,1.78,1.56,1.16411,0.742565
,EPSDiluted,4.65272413368741,4.46,4.33,2.97,2.88,2.21,1.85,1.77,1.56,1.16411,0.742565
,weightedAverageShsOut,43177824.0,43245418.0,29599119.0,25636292.0,18501663.0,17321513.0,15458666.0,11143726.0,11469707.0,11469707.0,11469707.0
,weightedAverageShsOutDil,43177824.0,43245418.0,29599119.0,25742362.0,18588309.0,17406108.0,15557120.0,11212194.0,11469707.0,11469707.0,11469707.0
