date,,2020-09-30_FY,2019-09-30_FY,2018-09-30_FY,2017-09-30_FY,2016-09-30_FY,2015-09-30_FY,2014-09-30_FY,2013-09-30_FY,2012-09-30_FY,2011-09-30_FY,2010-09-30_FY,2009-09-30_FY,2008-09-30_FY,2007-09-30_FY,2006-09-30_FY,2005-09-30_FY,2004-09-30_FY,2003-09-30_FY,2002-09-30_FY,2001-09-30_FY,2000-09-30_FY,1999-09-30_FY,1998-09-30_FY,1997-09-30_FY,1996-09-30_FY,1995-09-30_FY,1994-09-30_FY,1993-09-30_FY,1992-12-31_FY,1991-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,2373700000.0,1618500000.0,1460300000.0,1038400000.0,886300000.0,750700000.0,533500000.0,462700000.0,956300000.0,71800000.0,245100000.0,-545300000.0,-2633600000.0,-712500000.0,1233300000.0,1470500000.0,975100000.0,625955000.0,404692000.0,257009000.0,191719000.0,159800000.0,93400000.0,36200000.0,27400000.0,20500000.0,17700000.0,8900000.0,9200000.0,5800000.0
,depreciationAndAmortization,80400000.0,72000000.0,62400000.0,54700000.0,61000000.0,54100000.0,38400000.0,22700000.0,18800000.0,19900000.0,17200000.0,25700000.0,60400000.0,71000000.0,61700000.0,57100000.0,55500000.0,45861000.0,40645000.0,36062000.0,24492000.0,20800000.0,9800000.0,4400000.0,2600000.0,2000000.0,1200000.0,400000.0,300000.0,200000.0
,deferredIncomeTax,14100000.0,20100000.0,170900000.0,110800000.0,75300000.0,3100000.0,17400000.0,130900000.0,-709500000.0,0.0,0.0,213500000.0,650300000.0,-489000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,77800000.0,73200000.0,55800000.0,59200000.0,49000000.0,42200000.0,26200000.0,19000000.0,18100000.0,14200000.0,13300000.0,13700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,2210400000.0,776400000.0,1623900000.0,571300000.0,433700000.0,822500000.0,1093800000.0,1065800000.0,1566100000.0,-424200000.0,-775900000.0,3532000000.0,-6475400000.0,-1102100000.0,1208200000.0,1868500000.0,1210393000.0,917082000.0,1064117000.0,646699000.0,262309000.0,450100000.0,582700000.0,249700000.0,243000000.0,21200000.0,13900000.0,10200000.0,36500000.0,1700000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-1063500000.0,-591800000.0,-1056600000.0,-946700000.0,-506500000.0,-89500000.0,-1431800000.0,-2050900000.0,-646400000.0,-74500000.0,144800000.0,577000000.0,2139700000.0,737600000.0,-3109000000.0,-1855200000.0,-1411100000.0,-486006000.0,-244216000.0,-333142000.0,-299931000.0,-385600000.0,-261200000.0,-145100000.0,-62400000.0,-56400000.0,-61200000.0,-38600000.0,-47100000.0,-300000.0
,accountsPayables,566000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,13721500000.0,11511100000.0,10734700000.0,9110800000.0,8539500000.0,8105800000.0,7283300000.0,6189500000.0,5123700000.0,3557600000.0,3981800000.0,4757700000.0,1225700000.0,7701100000.0,8803200000.0,7595000000.0,5726500000.0,4516107000.0,3599025000.0,2534908000.0,1888209000.0,1625900000.0,1175800000.0,593100000.0,343400000.0,100400000.0,79200000.0,65300000.0,55100000.0,18600000.0
,otherNonCashItems,10200000.0,10900000.0,9900000.0,5000000.0,5400000.0,5600000.0,27400000.0,39700000.0,956300000.0,71800000.0,-2800000.0,0.0,2580000000.0,1818200000.0,286700000.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,2300000.0
,netCashProvidedByOperatingActivites,1421600000.0,892100000.0,545200000.0,435100000.0,618000000.0,700400000.0,-661400000.0,-1231100000.0,-298100000.0,14900000.0,709400000.0,1141200000.0,1879900000.0,1355500000.0,-1190800000.0,-620700000.0,-422500000.0,423319000.0,-90597000.0,-55284000.0,-107548000.0,-170900000.0,-125300000.0,-83100000.0,-23900000.0,-32300000.0,-44000000.0,-18800000.0,-32100000.0,10000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-96500000.0,-127200000.0,-68100000.0,-157300000.0,-86100000.0,-56100000.0,-100200000.0,-58000000.0,-33600000.0,-16300000.0,-19200000.0,-6200000.0,-6600000.0,-39800000.0,-83300000.0,-68200000.0,-55200000.0,-48668000.0,-39818000.0,-33368000.0,-15789000.0,-17300000.0,-11600000.0,-5300000.0,-2700000.0,-2400000.0,-2600000.0,-1500000.0,-1400000.0,-600000.0
,acquisitionsNet,-9000000.0,-316000000.0,-159000000.0,-4000000.0,-82000000.0,-71000000.0,-244000000.0,-9000000.0,-97000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,-8800000.0,0.0,-14800000.0,0.0,-47500000.0,-240800000.0,-300100000.0,-328000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,7300000.0,0.0,35800000.0,0.0,0.0,326800000.0,232800000.0,292500000.0,27700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,126100000.0,-2300000.0,-17600000.0,-800000.0,19900000.0,-9600000.0,62200000.0,-31000000.0,-200000.0,4600000.0,1500000.0,-53200000.0,0.0,0.0,0.0,0.0,0.0,0.0,486000.0,-1988000.0,-29032000.0,-5500000.0,-34000000.0,-55700000.0,-1300000.0,-4600000.0,-3500000.0,0.0,0.0,0.0
