date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2010-11-30_FY,2009-11-30_FY,2008-11-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,601822000.0,563648000.0,507885000.0,303972000.0,260855000.0,223648000.0,284113000.0,222557000.0,184238000.0,173454000.0,13800000.0,92170000.0,81801000.0,68268000.0
,depreciationAndAmortization,110795000.0,79409000.0,85535000.0,79987000.0,81353000.0,77799000.0,74547000.0,80505000.0,81998000.0,85230000.0,7400000.0,59012000.0,37511000.0,33470000.0
,deferredIncomeTax,-55645000.0,-20767000.0,-780000.0,-18902000.0,-16967000.0,-10288000.0,-4960000.0,-15066000.0,-30195000.0,5625000.0,2900000.0,926000.0,-14338000.0,-7178000.0
,stockBasedCompensation,51094000.0,41199000.0,38897000.0,36576000.0,32001000.0,28558000.0,26585000.0,25004000.0,25323000.0,31723000.0,0.0,32285000.0,35161000.0,0.0
,changeInWorkingCapital,51924000.0,554910000.0,-33377000.0,140358000.0,-46055000.0,267435000.0,163726000.0,129104000.0,-220248000.0,116238000.0,39541000.0,-240625000.0,208823000.0,23368000.0
,accountsReceivables,-57606000.0,-25923000.0,-153942000.0,-105593000.0,-18494000.0,-30900000.0,-26821000.0,-16412000.0,35473000.0,-42284000.0,9700000.0,-35851000.0,8560000.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,7482000.0,2584000.0,2300000.0,1027000.0,-1912000.0,-298000.0,2128000.0,-2145000.0,1979000.0,57000.0,2000000.0,-2653000.0,688000.0,0.0
,otherWorkingCapital,79600000.0,1180991000.0,626081000.0,659458000.0,519100000.0,565155000.0,297720000.0,133994000.0,4890000.0,225138000.0,108900000.0,69359000.0,309984000.0,101161000.0
,otherNonCashItems,6189000.0,27655000.0,3527000.0,4100000.0,4260000.0,68000.0,11813000.0,4043000.0,23321000.0,174996000.0,3200000.0,-5291000.0,977000.0,32686000.0
,netCashProvidedByOperatingActivites,811109000.0,709523000.0,612762000.0,404158000.0,434738000.0,305994000.0,305673000.0,320447000.0,347075000.0,254997000.0,43200000.0,183354000.0,130942000.0,155081000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1800000.0,-13190000.0,-13412000.0,-25556000.0
,acquisitionsNet,-191000000.0,-18000000.0,84000000.0,0.0,1000000.0,-7000000.0,348000000.0,-23000000.0,-120000000.0,0.0,-1101000000.0,-1101000000.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-137306000.0,-217792000.0,0.0,-194416000.0,-563386000.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,771000.0,0.0,6736000.0,0.0,70900000.0,207032000.0,150292000.0,0.0,416550000.0,268582000.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137625000.0
,netCashUsedForInvestingActivites,-241791000.0,-71937000.0,34874000.0,-48046000.0,-42031000.0,-48861000.0,297037000.0,4121000.0,-94361000.0,-90611000.0,-700000.0,-892277000.0,-308216000.0,112069000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1142382000.0,-513125000.0,0.0,0.0,0.0,0.0,-810000000.0,-48000000.0,-1103563000.0,-1312062000.0,0.0,-528389000.0,-22250000.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115755000.0,0.0
,commonStockRepurchased,-778519000.0,-292075000.0,-949888000.0,-150461000.0,-774565000.0,-700715000.0,-409651000.0,-112183000.0,-105989000.0,-14626000.0,-1700000.0,-14151000.0,-18487000.0,-681000.0
,dividendsPaid,-246444000.0,-222922000.0,-170938000.0,-119717000.0,-96191000.0,-87743000.0,-20393000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-16693000.0,-11781000.0,-6262000.0,0.0,442000.0,4776000.0,-11965000.0,2633000.0,-2822000.0,7263000.0,0.0,8537000.0,6927000.0,-21000.0
,netCashUsedProvidedByFinancingActivities,-779038000.0,-36667000.0,-626483000.0,-267543000.0,-365274000.0,19949000.0,-442328000.0,-145848000.0,-322976000.0,-177994000.0,-1400000.0,758058000.0,82542000.0,-22952000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,3674000.0,1472000.0,-6479000.0,9099000.0,-13305000.0,-8175000.0,-10017000.0,-3595000.0,1360000.0,-3604000.0,1700000.0,1416000.0,2679000.0,-9939000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-206046000.0,602391000.0,14674000.0,97668000.0,14128000.0,268907000.0,150365000.0,175125000.0,-68902000.0,-17212000.0,42800000.0,50551000.0,-92053000.0,234259000.0
,cashAtEndOfPeriod,1300521000.0,1506567000.0,904176000.0,889502000.0,791834000.0,777706000.0,508799000.0,358434000.0,183309000.0,252211000.0,269400000.0,226575000.0,176024000.0,268077000.0
