date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2017-03-24_FY,2016-12-31_FY,2016-04-01_FY,2015-12-31_FY,2015-04-02_FY,2014-12-31_FY,2014-04-01_FY,2013-12-31_FY,2013-04-01_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,revenue,136447000000000.0,135557000000000.0,9095000000.0,9453000000.0,8635000000.0,116333000000000.0,7433000000.0,102470000000000.0,7242000000.0,89696000000000.0,67678000000.0,82967000000000.0,8003000000.0,77127000000000.0,62683000000.0,68629181000000.0,64596635000000.0,60689784000000.0,59429379201852.1,0.0,0.0,3654229000000.0,3212787000000.0,21488552965983.7,16135416671830.0,9375000004500.0,7212758863661.42,5657566300853.0,6604751626528.0,7626208377600.0
,costOfRevenue,54371000000000.0,55542000000000.0,0.0,0.0,0.0,48093000000000.0,0.0,43587000000000.0,0.0,36957000000000.0,0.0,34088000000000.0,0.0,31158000000000.0,0.0,16046414000000.0,14582285000000.0,12217685000000.0,9588879502059.52,0.0,0.0,0.0,0.0,2442272580813.6,2145833334020.0,1009615385100.0,761099290612.7,419656786138.0,359611231464.0,872538489024.0
,grossProfit,82076000000000.0,80015000000000.0,9095000000.0,9453000000.0,8635000000.0,68240000000000.0,7433000000.0,58883000000000.0,7242000000.0,52739000000000.0,67678000000.0,48879000000000.0,8003000000.0,45969000000000.0,62683000000.0,52582767000000.0,50014350000000.0,48472099000000.0,49840499699792.6,0.0,0.0,3654229000000.0,3212787000000.0,19046280385170.1,13989583337810.0,8365384619400.0,6451659573048.72,5237909514715.0,6245140395064.0,6753669888576.0
,grossProfitRatio,0.601522935645342,0.59026830041975,1.0,1.0,1.0,0.58659193865885,1.0,0.574636478969454,1.0,0.587974937566893,1.0,0.58913784998855,1.0,0.596016959041581,1.0,0.766186718737034,0.774256275114021,0.798686299493173,0.838650855337209,0.0,0.0,1.0,1.0,0.886345414478131,0.867010974822466,0.892307692307692,0.894478755632995,0.925823797049497,0.945552648790059,0.885586854460094
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,4220000000000.0,4308000000000.0,0.0,0.0,0.0,3867000000000.0,0.0,3194000000000.0,0.0,3179000000000.0,546000000.0,2566000000000.0,0.0,2121000000000.0,0.0,12954971000000.0,12585821000000.0,12745320000000.0,12060392605756.3,225000000.0,167000000.0,184921000000.0,186715000000.0,6086823828434.71,3541666667800.0,2153846154880.0,1537999999661.64,1156006239882.0,1524838014496.0,1711063372608.0
,SellingAndMarketingExpenses,3482000000000.0,3416000000000.0,0.0,0.0,0.0,4132000000000.0,0.0,3275000000000.0,0.0,3092000000000.0,2260000000.0,3044000000000.0,0.0,3094000000000.0,1769000000.0,2525218000000.0,2259460000000.0,2349729000000.0,1768826900608.43,138000000.0,114000000.0,94933000000.0,59585000000.0,0.0,0.0,86538461580.0,0.0,0.0,0.0,0.0
,otherExpenses,939000000000.0,895000000000.0,344000000.0,-171000000.0,-156000000.0,0.0,36000000.0,0.0,65000000.0,0.0,39824000000.0,0.0,-313000000.0,0.0,34324000000.0,0.0,0.0,0.0,0.0,2799000000.0,2111000000.0,1780293000000.0,1487952000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
