Date,2018-12-31,2017-12-31
Depreciation & Amortization,20468000.0,20731000.0
Stock-based compensation,0.0,0.0
Operating Cash Flow,36715000.0,30801000.0
Capital Expenditure,-17869000.0,-11235000.0
Acquisitions and disposals,-114700000.0,0.0
Investment purchases and sales,0.0,0.0
Investing Cash flow,-132569000.0,-11235000.0
Issuance (repayment) of debt,108873000.0,-10508000.0
Issuance (buybacks) of shares,-7833000.0,-8713000.0
Dividend payments,0.0,0.0
Financing Cash Flow,98867000.0,-19633000.0
Effect of forex changes on cash,0.0,0.0
Net cash flow / Change in cash,3013000.0,-67000.0
Free Cash Flow,18846000.0,19566000.0
Net Cash/Marketcap,-0.5811,-0.5811
