date,,2020-04-25_FY,2019-04-27_FY,2018-04-28_FY,2017-04-29_FY,2016-04-30_FY,2015-04-25_FY,2014-04-26_FY,2013-04-27_FY,2012-04-28_FY,2011-04-30_FY,2010-04-24_FY,2009-04-25_FY,2008-04-26_FY,2007-04-28_FY,2006-06-22_FY,2006-04-29_FY,2005-04-30_FY,2004-04-24_FY,2003-04-26_FY,2002-04-27_FY,2001-04-28_FY,2000-04-29_FY,1999-04-24_FY,1998-04-25_FY,1997-04-26_FY,1996-04-27_FY,1995-04-29_FY,1994-04-30_FY,1993-04-30_FY,1992-04-30_FY,1991-04-30_FY,1990-04-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,77469000.0,68574000.0,80866000.0,85922000.0,79252000.0,70773000.0,55100000.0,46400000.0,88000000.0,24047000.0,32500000.0,-121300000.0,-13500000.0,4100000.0,-3523000.0,-3000000.0,37185000.0,-5800000.0,36300000.0,61800000.0,68300000.0,87600000.0,66100000.0,49900000.0,45300000.0,39300000.0,36300000.0,38100000.0,27300000.0,25100000.0,23400000.0,28300000.0
,depreciationAndAmortization,31192000.0,31147000.0,31767000.0,29131000.0,26517000.0,22283000.0,23200000.0,23100000.0,23500000.0,24302000.0,25200000.0,23500000.0,24700000.0,27200000.0,29234000.0,29200000.0,28329000.0,29100000.0,30700000.0,44000000.0,45700000.0,30300000.0,22100000.0,21000000.0,20400000.0,20100000.0,15200000.0,14000000.0,14100000.0,14800000.0,14000000.0,13700000.0
,deferredIncomeTax,719000.0,-1668000.0,17261000.0,569000.0,4581000.0,1030000.0,-200000.0,3200000.0,-42100000.0,-120000.0,-2700000.0,38800000.0,-6000000.0,-16400000.0,-3403000.0,-3400000.0,11632000.0,-11800000.0,6000000.0,-8400000.0,-8400000.0,-5800000.0,-3100000.0,3200000.0,-2000000.0,-1000000.0,-2600000.0,0.0,-2000000.0,-5400000.0,0.0,0.0
,stockBasedCompensation,8371000.0,10981000.0,9474000.0,8864000.0,8292000.0,6780000.0,8739000.0,11458000.0,5718000.0,3720000.0,5236000.0,3819000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-26325000.0,-34389000.0,18125000.0,-5799000.0,2985000.0,-33740000.0,4600000.0,500000.0,50081000.0,19319000.0,59000000.0,-41800000.0,-49000000.0,315200000.0,-358800000.0,-53441000.0,39241000.0,-94500000.0,20100000.0,-14100000.0,3500000.0,162200000.0,18500000.0,29600000.0,4500000.0,3300000.0,13200000.0,-20700000.0,-17200000.0,1900000.0,900000.0,-23900000.0
,accountsReceivables,29686000.0,7195000.0,-2801000.0,-291000.0,0.0,-2290000.0,3337000.0,7139000.0,-6182000.0,0.0,-17287000.0,27223000.0,20956000.0,5064000.0,16251000.0,13300000.0,0.0,7430000.0,42300000.0,-1900000.0,13600000.0,-129300000.0,-26900000.0,-23300000.0,-8600000.0,-13500000.0,-9800000.0,0.0,0.0,0.0,0.0,0.0
,inventory,14900000.0,3135000.0,-8009000.0,12517000.0,-14621000.0,-7644000.0,-9444000.0,391000.0,-7414000.0,-10531000.0,5991000.0,36995000.0,23471000.0,4486000.0,25132000.0,21800000.0,-10633000.0,16309000.0,-43800000.0,49200000.0,-12100000.0,-149300000.0,-4600000.0,-13100000.0,400000.0,1900000.0,-13900000.0,-6700000.0,-2700000.0,2600000.0,9200000.0,-3900000.0
,accountsPayables,-9913000.0,-2388000.0,6602000.0,4541000.0,-1007000.0,-5206000.0,1704000.0,-6088000.0,7470000.0,0.0,0.0,0.0,0.0,0.0,0.0,-2800000.0,0.0,0.0,-10400000.0,24300000.0,-2400000.0,-45000000.0,-8700000.0,-8100000.0,2400000.0,-1700000.0,-7700000.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,276157000.0,302482000.0,336871000.0,318746000.0,324545000.0,321560000.0,355300000.0,350700000.0,350200000.0,300119000.0,280800000.0,221800000.0,263600000.0,312600000.0,-2600000.0,356200000.0,409641000.0,370400000.0,464900000.0,444800000.0,458900000.0,455400000.0,293200000.0,274700000.0,245100000.0,240600000.0,237300000.0,224100000.0,0.0,0.0,0.0,0.0
,otherNonCashItems,103628000.0,36173000.0,2668000.0,5578000.0,-6421000.0,3417000.0,15600000.0,-12100000.0,3000000.0,487000.0,14700000.0,99000000.0,35800000.0,18600000.0,0.0,31100000.0,0.0,80300000.0,59800000.0,11700000.0,5100000.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,-100000.0,-100000.0
,netCashProvidedByOperatingActivites,164242000.0,150745000.0,115750000.0,147990000.0,112361000.0,86751000.0,90800000.0,68400000.0,82800000.0,27846000.0,89700000.0,51700000.0,49200000.0,33200000.0,89777000.0,89800000.0,45965000.0,132900000.0,125000000.0,133200000.0,116000000.0,58400000.0,81900000.0,55500000.0,60200000.0,52000000.0,40300000.0,28100000.0,34600000.0,36400000.0,38200000.0,18000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-46035000.0,-48433000.0,-36337000.0,-20304000.0,0.0,-70319000.0,-33730000.0,-25912000.0,-15663000.0,0.0,-11000000.0,-15600000.0,-27400000.0,-25800000.0,0.0,-28000000.0,-34771000.0,-31600000.0,-32800000.0,-33000000.0,-37400000.0,-38000000.0,-25300000.0,-22000000.0,-17800000.0,-18200000.0,-19000000.0,-17500000.0,-12200000.0,-12200000.0,-21400000.0,-22400000.0
,acquisitionsNet,-6850000.0,-76505000.0,-16495000.0,-35878000.0,-23000000.0,-1774000.0,-801000.0,-15832000.0,0.0,0.0,0.0,0.0,4000000.0,43000000.0,0.0,0.0,4000000.0,-9189000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-80846000.0,-43655000.0,-85323000.0,-65720000.0,-21009000.0,-92180000.0,-86330000.0,-59922000.0,-5179000.0,-10200000.0,-4933000.0,-11330000.0,-34562000.0,-18165000.0,-25289000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
