date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,14985000.0,9628000.0,12320000.0,5937000.0,3958000.0
,depreciationAndAmortization,55476000.0,52039000.0,47620000.0,42795000.0,37517000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,1160000.0,-1305000.0,-33106000.0,21214000.0,6370000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-1680000.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,2784000.0,-37373000.0,-36068000.0,-2962000.0,-24176000.0
,otherNonCashItems,-6127000.0,-168000.0,28765000.0,-23104000.0,-6684000.0
,netCashProvidedByOperatingActivites,65494000.0,60194000.0,55599000.0,46842000.0,41161000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,-300000.0,-5952000.0,-1590000.0,-3150000.0,-2000000.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-99958000.0,-126085000.0,-32850000.0,-96082000.0,-56674000.0
,netCashUsedForInvestingActivites,-100258000.0,-132037000.0,-34440000.0,-99232000.0,-58674000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-191862000.0,-221038000.0,-87250000.0,-195280000.0,-223899000.0
,commonStockIssued,63609000.0,134527000.0,18565000.0,86260000.0,118362000.0
,commonStockRepurchased,0.0,-56600000.0,-34000.0,-24000.0,-38678000.0
,dividendsPaid,-63757000.0,-58887000.0,-54565000.0,-50408000.0,-42494000.0
,otherFinancingActivites,231362000.0,276247000.0,102127000.0,213867000.0,203728000.0
,netCashUsedProvidedByFinancingActivities,39352000.0,74249000.0,-21157000.0,54415000.0,17019000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,4588000.0,2406000.0,2000.0,2025000.0,-494000.0
,cashAtEndOfPeriod,16076000.0,11488000.0,9082000.0,6683000.0,4658000.0
,cashAtBeginningOfPeriod,11488000.0,9082000.0,9080000.0,4658000.0,5152000.0
,operatingCashFlow,65494000.0,60194000.0,55599000.0,46842000.0,41161000.0
,capitalExpenditure,0.0,-127155000.0,-32256000.0,-97545000.0,-64014000.0
,freeCashFlow,65494000.0,60194000.0,55599000.0,46842000.0,41161000.0
