date,,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY,2016-06-30_FY,2015-06-30_FY,2014-06-30_FY,2013-06-30_FY,2012-06-30_FY,2011-06-30_FY,2010-06-30_FY,2009-06-30_FY,2008-06-30_FY,2007-06-30_FY,2006-06-30_FY,2005-06-30_FY,2004-06-30_FY,2003-06-30_FY,2002-06-30_FY
,revenue,3339281000.0,3500360000.0,3360492000.0,2484929000.0,2215573000.0,1991155000.0,1467202000.0,1162561000.0,1013874000.0,942582000.0,721438000.0,505609000.0,540503000.0,420393000.0,302541000.0,211763000.0,167065000.0,137161000.0,89339000.0
,costOfRevenue,2813071000.0,3004838000.0,2930498000.0,2134971000.0,1884048000.0,1670924000.0,1241657000.0,1002508000.0,848457000.0,791478000.0,606446000.0,416899000.0,436950000.0,345384000.0,242235000.0,178293000.0,0.0,113853000.0,75354000.0
,grossProfit,526210000.0,495522000.0,429994000.0,349958000.0,331525000.0,320231000.0,225545000.0,160053000.0,165417000.0,151104000.0,114992000.0,88710000.0,103553000.0,75009000.0,60306000.0,33470000.0,0.0,23308000.0,13985000.0
,grossProfitRatio,0.157581826746536,0.141563153504211,0.127955668396175,0.140832192791021,0.149633977305194,0.160826756329869,0.153724572349274,0.137672775880147,0.163153409595275,0.160308599145751,0.159392768332137,0.175451781910528,0.191586355672401,0.178425901477903,0.199331660832747,0.158054050990966,0.0,0.16993168612069,0.156538577776783
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,221478000.0,179907000.0,165104000.0,143992000.0,123994000.0,100257000.0,84257000.0,75208000.0,64223000.0,48108000.0,37382000.0,34514000.0,30537000.0,21171000.0,15814000.0,10609000.0,0.0,6858000.0,3635000.0
,GeneralAndAdministrativeExpenses,133941000.0,141228000.0,98597000.0,44646000.0,37840000.0,24377000.0,23017000.0,23902000.0,21872000.0,17444000.0,16407000.0,13824000.0,32745000.0,24053000.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,85137000.0,77154000.0,71579000.0,66445000.0,62841000.0,48851000.0,38012000.0,33785000.0,33308000.0,26859000.0,20458000.0,17119000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,1410000.0,-1020000.0,-773000.0,-1287000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
