date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY
,revenue,171128000.0,104391000.0,7619000.0,10135000.0,14220000.0,17334000.0,0.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,171128000.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,108753000.0,119735000.0,64905000.0,62260000.0,42249000.0,27679000.0,8898000.0
,GeneralAndAdministrativeExpenses,34991000.0,36335000.0,33809000.0,19738000.0,13270000.0,9909000.0,5469000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,7698000.0,1625000.0,-683000.0,-62000.0,182000.0,-9750000.0,0.0
,operatingExpenses,143744000.0,156070000.0,98714000.0,81998000.0,55519000.0,37588000.0,0.0
,costAndExpenses,143744000.0,156070000.0,98714000.0,81998000.0,55519000.0,37588000.0,14367000.0
,interestExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,3817000.0,2765000.0,2117000.0,1595000.0,612000.0,600000.0,184000.0
,EBITDA,31201000.0,-48914000.0,-88978000.0,-70268000.0,-40687000.0,-19654000.0,-14183000.0
,EBITDARatio,0.182325510728811,-0.468565297774712,-11.6784354902218,-6.93320177602368,-2.8612517580872,-1.13384100611515,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,27384000.0,-51679000.0,-91095000.0,-71863000.0,-41299000.0,-20254000.0,-14367000.0
,operatingIncomeRatio,0.160020569398345,-0.495052255462636,-11.9562934768342,-7.0905772076961,-2.90428973277075,-1.16845505942079,0.0
,totalOtherIncomeExpensesNet,7698000.0,1625000.0,-683000.0,-62000.0,182000.0,-9750000.0,0.0
,incomeBeforeTax,36741000.0,-43597000.0,-88468000.0,-70698000.0,-40141000.0,-29672000.0,-16317000.0
,incomeBeforeTaxRatio,0.21469893880604,-0.417631788180973,-11.6114975718598,-6.97562900838678,-2.82285513361463,-1.71178031614169,0.0
,incomeTaxExpense,0.0,0.0,-180000.0,0.0,52000.0,0.0,0.0
,netIncome,36741000.0,-43597000.0,-88288000.0,-70698000.0,-40193000.0,-29672000.0,-16317000.0
,netIncomeRatio,0.21469893880604,-0.417631788180973,-11.5878724242027,-6.97562900838678,-2.82651195499297,-1.71178031614169,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.986534095559203,-1.21,-2.75,-2.64,-1.59,-1.53584,-3.75
,EPSDiluted,0.975278193585488,-1.21,-2.75,-2.64,-1.59,-1.53584,-3.75
,weightedAverageShsOut,37242504.0,35898266.0,32065781.0,26803711.0,25302414.0,24930979.0,3834803.0
,weightedAverageShsOutDil,37672328.0,35898266.0,32065781.0,26803711.0,25302414.0,24930979.0,3834803.0
