date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1997-06-30_FY,1996-06-30_FY,1995-06-30_FY,1994-06-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-134700000.0,157636000.0,115048000.0,189193000.0,418003000.0,47234000.0,-53041000.0,-80264000.0,-908865000.0,-3854000.0,10310000.0,4241000.0,-223005000.0,303035000.0,116778000.0,144610000.0,111454000.0,40933000.0,40012000.0,24950000.0,62765000.0,38300000.0,28600000.0,4900000.0,-65300000.0,28200000.0,36200000.0,12700000.0
,depreciationAndAmortization,281031000.0,276569000.0,229979000.0,217522000.0,196226000.0,207118000.0,251044000.0,278413000.0,214332000.0,195343000.0,199275000.0,164427000.0,173734000.0,171139000.0,212673000.0,179723000.0,136126000.0,94224000.0,90077000.0,99811000.0,90480000.0,74100000.0,73400000.0,35100000.0,67300000.0,60600000.0,54500000.0,42100000.0
,deferredIncomeTax,-31643000.0,41433000.0,34470000.0,5095000.0,-199051000.0,16306000.0,1488000.0,2986000.0,-218594000.0,-2381000.0,6284000.0,15574000.0,-44153000.0,68370000.0,-14108000.0,-18253000.0,30630000.0,28580000.0,11865000.0,17308000.0,24023000.0,20000000.0,26300000.0,2000000.0,-42100000.0,3900000.0,14100000.0,900000.0
,stockBasedCompensation,9202000.0,25202000.0,25379000.0,17413000.0,15518000.0,19264000.0,18476000.0,18891000.0,12247000.0,9996000.0,11324000.0,15888000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-69317000.0,-87449000.0,-19309000.0,6916000.0,40282000.0,17406000.0,3938000.0,275788000.0,-265845000.0,203213000.0,-229717000.0,36253000.0,-97871000.0,-83692000.0,194353000.0,-91416000.0,-19579000.0,-127074000.0,122599000.0,-7749000.0,-34146000.0,-18300000.0,11600000.0,16000000.0,5400000.0,900000.0,15800000.0,22300000.0
,accountsReceivables,1339000.0,-315000.0,-772000.0,-9937000.0,45000.0,1971000.0,2373000.0,-10596000.0,9475000.0,-11794000.0,-2862000.0,2791000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2500000.0,0.0,0.0,0.0,0.0
,inventory,-515000.0,-2032000.0,1699000.0,565000.0,884000.0,-301000.0,226000.0,-1181000.0,575000.0,114000.0,-519000.0,-67000.0,-56000.0,-103000.0,3052000.0,-1805000.0,-1663000.0,70000.0,101000.0,1633000.0,-19000.0,3600000.0,300000.0,-1400000.0,-2000000.0,100000.0,-200000.0,-1900000.0
,accountsPayables,0.0,-1052000.0,18494000.0,13521000.0,-11824000.0,13207000.0,24214000.0,-31321000.0,-12385000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2300000.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,1752000.0,-157399000.0,-69950000.0,-50641000.0,-57557000.0,-97839000.0,-115245000.0,-119183000.0,-394971000.0,-129126000.0,-332339000.0,-102622000.0,-138875000.0,-41004000.0,42688000.0,-151665000.0,-60249000.0,-40670000.0,86404000.0,-36195000.0,-28446000.0,5700000.0,24000000.0,12400000.0,-3600000.0,-9000000.0,-9900000.0,-25700000.0
,otherNonCashItems,71856000.0,43396000.0,10045000.0,7812000.0,58859000.0,23453000.0,26610000.0,41804000.0,19499000.0,16156000.0,4858000.0,42350000.0,355689000.0,33264000.0,112785000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11100000.0,0.0,200000.0,200000.0,-200000.0
,netCashProvidedByOperatingActivites,289032000.0,548992000.0,434527000.0,414350000.0,275085000.0,339846000.0,322859000.0,274891000.0,142445000.0,253510000.0,285070000.0,241031000.0,220479000.0,283682000.0,419513000.0,419908000.0,269594000.0,172687000.0,178170000.0,158063000.0,213127000.0,157700000.0,121700000.0,57500000.0,82000000.0,103900000.0,83100000.0,75800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-667400000.0,-296894000.0,-436464000.0,-618444000.0,-268848000.0,0.0,-7500000.0,-91064000.0,-139845000.0,-261200000.0,-68000000.0,-22200000.0,-99600000.0,-107700000.0,-181200000.0,-307500000.0
,acquisitionsNet,0.0,-6000000.0,-934000000.0,0.0,-593000000.0,0.0,0.0,0.0,-1324000000.0,-278000000.0,0.0,-9000000.0,0.0,-81000000.0,401000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1131000.0,-73000.0,0.0,0.0,0.0,0.0,-11652000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5000000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290000.0,0.0,0.0,0.0,0.0,0.0,1097000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0
,otherInvestingActivites,15050000.0,-18259000.0,-39710000.0,-34402000.0,14207000.0,4528000.0,-3715000.0,-179652000.0,15013000.0,27343000.0,-1448000.0,1877000.0,-5876000.0,-10297000.0,432914000.0,0.0,-30807000.0,-50065000.0,-60650000.0,-56299000.0,-106854000.0,-96400000.0,0.0,0.0,-150700000.0,2000000.0,30700000.0,1600000.0
,netCashUsedForInvestingActivites,-171181000.0,-231431000.0,-1135327000.0,-226019000.0,-738854000.0,-126642000.0,-179980000.0,19578000.0,-1435159000.0,-362787000.0,-63741000.0,-165128000.0,-673276000.0,-380236000.0,-352000.0,-608443000.0,-1375277000.0,-131601000.0,-139011000.0,-279368000.0,-246699000.0,-355600000.0,-57500000.0,-125200000.0,-250300000.0,-105700000.0,-145500000.0,-310400000.0
