date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2015-03-31_FY,2014-03-31_FY,2013-03-31_FY,2012-03-31_FY,2011-03-31_FY,2010-03-31_FY,2009-03-31_FY,2008-03-31_FY,2007-03-31_FY,2006-03-31_FY,2005-03-31_FY,2004-03-31_FY,2003-03-31_FY,2002-03-31_FY,2001-03-31_FY,2000-03-31_FY,1999-03-31_FY,1998-03-31_FY,1997-03-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-46230000.0,-54813000.0,-63600000.0,-38995000.0,-23205000.0,-14755000.0,-65923632.276384,-4594255.369194,-6653405.081331,-13154957.853484,-18852836.167958,-716982.538748,-261995.72345,-558395.99728,-205286.927878,-343483.444845,-51380.507564,-137070.056894,-89907.206802,-563353.188288,-187673.857868,-68844.919933,-198809.792045,-352236.703064,-217407.058482
,depreciationAndAmortization,1652000.0,1204000.0,542000.0,730000.0,606000.0,1140000.0,23614.92349,30463.731929,34878.372402,20135.109401,5355.434145,971.159506,644.650352,903.526669,697.815534,674.215131,3097.462181,1115.754793,708.553053,601.291617,0.0,0.0,0.0,0.0,0.0
,deferredIncomeTax,0.0,0.0,0.0,-431000.0,-1780000.0,0.0,-506120.839249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,5287000.0,3935000.0,3312000.0,2410000.0,2521000.0,2127000.0,1052630.541095,93457.453545,1006354.120596,251658.297501,16055968.145199,233319.599765,8203.056941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,97487000.0,-21148000.0,-18836000.0,30446000.0,15151000.0,-27655020.981227,1698073.451871,-10776598.246849,-9854706.291029,38005544.439985,18346959.343945,1645704.01309,84238.285565,-363742.559041,-88394.1566019999,435520.694837,-43865.528293,273590.085901,7076.84467400001,-95824.828299,180980.191272,-73994.898437,-132539.861363,-217407.058482,-217407.058482
,accountsReceivables,130000.0,-136000.0,79000.0,-127000.0,113000.0,490000.0,217651.837829,-503509.200456,-476453.879798,-1513237.313448,-152586.144808,95791.642142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-1946000.0,-385000.0,-378000.0,-89000.0,-93000.0,512000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,2059000.0,-5175000.0,3804000.0,-675000.0,11000.0,-119000.0,37068.14955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,114693000.0,17206000.0,38354000.0,57190000.0,26744000.0,11593000.0,39248020.981227,37549947.529356,48326545.776205,58181252.067234,20175707.627249,1828748.283304,183044.270214,98805.984649,462548.54369,550942.700292,115422.005455,159287.533748,-114302.552153,-121379.396827,-25554.568528,-206534.7598,-132539.861363,0.0,217407.058482
,otherNonCashItems,-105246000.0,22110000.0,33049000.0,-25541000.0,-11810000.0,30096020.981227,60932774.473668,10320670.873457,9002913.082517,-39330391.339385,-16637266.059588,-1601050.295218,-43060.650338,403019.737706,19568.7405129999,-285326.836542,-93460.254959,-437866.103655,54580.896949,686344.610104,-126114.709039,142839.81837,331349.653408,428749.08032,72469.019493
,netCashProvidedByOperatingActivites,-47050000.0,-48712000.0,-45533000.0,-31381000.0,-18517000.0,-9047000.0,-2722659.725509,-4926261.557112,-6463965.796845,-14208011.345982,-1081819.304257,-438038.061605,-211970.38093,-518215.291946,-273414.528433,-192615.371419,-185608.828635,-300230.319855,-27540.912126,27767.885134,-132808.375635,0.0,0.0,-140894.681226,-362345.097471
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-1000000.0,-3673000.0,-5993000.0,-640000.0,-585000.0,-549000.0,-2793.027291,-1960577.358013,-2079764.116173,-89441.821772,-7791525.964338,-1698262.703551,-55141.363744,-285796.172156,-403350.381415,-220147.538171,0.0,-1911.959854,-8008.0121,-26227.976676,-24791.878173,0.0,-66269.930682,-70447.340613,-72469.019494
,acquisitionsNet,0.0,0.0,0.0,0.0,2126000.0,0.0,0.0,0.0,0.0,0.0,5328443.991728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-25000000.0,0.0,0.0,0.0,0.0,0.0,-8752965.767471,0.0,0.0,-20525551.512965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4110.803525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,61000.0,-41000.0,23000.0,-788767.944471,0.0,0.0,160367.240982004,7146538.259715,0.0,-1039.04332,2720.29534700001,10224.514563,5187.85383399998,-233676.118046,-39624.166807,430.58224,-56.4298699999999,-310.913704999999,0.0,0.0,0.0,72469.019494
,netCashUsedForInvestingActivites,-26000000.0,-3673000.0,-5993000.0,-579000.0,1500000.0,-526000.0,-9544526.739233,-1956466.554488,-2079764.116173,-20454626.093755,4683456.287105,-1698262.703551,-56180.407064,-283075.876809,-393125.866852,-214959.684337,-233676.118046,-41536.126661,-7577.42986,-26284.406546,-25102.791878,0.0,-66269.930682,-70447.340613,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-15300000.0,0.0,0.0,0.0,-525000.0,-1475000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
