Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Depreciation & Amortization,280000000.0,214607000.0,188733000.0,154417000.0,111069000.0,90171000.0,49027000.0,39424000.0
Stock-based compensation,5000000.0,5322000.0,5391000.0,4462000.0,4105000.0,511000.0,0.0,0.0
Operating Cash Flow,279000000.0,217613000.0,163664000.0,117849000.0,110448000.0,78152000.0,35051000.0,46930000.0
Capital Expenditure,181000000.0,0.0,0.0,581834000.0,119506000.0,123517000.0,-641422000.0,-392212000.0
Acquisitions and disposals,-415000000.0,-227840000.0,-135778000.0,-433792000.0,-0.0,-0.0,0.0,0.0
Investment purchases and sales,0.0,-68813000.0,0.0,0.0,0.0,0.0,-18214000.0,67138000.0
Investing Cash flow,-377000000.0,-319078000.0,-124254000.0,-765203000.0,-381350000.0,71244000.0,-638953000.0,-340977000.0
Issuance (repayment) of debt,-186000000.0,-482974000.0,-47634000.0,-785923000.0,-49246000.0,-50324000.0,396363000.0,221463000.0
Issuance (buybacks) of shares,-101000000.0,-116753000.0,-83932000.0,-94808000.0,-101656000.0,-103569000.0,0.0,232277000.0
Dividend payments,-165000000.0,-145207000.0,-120207000.0,-90582000.0,-52344000.0,-0.0,0.0,0.0
Financing Cash Flow,83000000.0,124659000.0,-76663000.0,645299000.0,268989000.0,-63401000.0,573167000.0,331336000.0
Effect of forex changes on cash,-4000000.0,5415000.0,332000.0,-4793000.0,-1970000.0,-1147000.0,637000.0,1455000.0
Net cash flow / Change in cash,-15000000.0,-2732000.0,-14924000.0,-6848000.0,-1913000.0,85995000.0,-30098000.0,38744000.0
Free Cash Flow,98000000.0,217613000.0,163664000.0,-463985000.0,-9058000.0,-45365000.0,-606371000.0,-345282000.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.0,0.0,-0.9332,-0.9332
