date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY
,revenue,164522000.0,143006000.0,95388000.0,55511000.0,78000.0,0.0,13625000.0,0.0,0.0,0.0,0.0
,costOfRevenue,41305000.0,34686000.0,22074000.0,11737000.0,70000.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,123217000.0,108320000.0,73314000.0,43774000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.748939351576081,0.757450736332741,0.76858724367845,0.788564428671795,0.102564102564103,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,257707000.0,283146000.0,231347000.0,142498000.0,251129000.0,269251000.0,137705000.0,66545000.0,58894000.0,40726000.0,22323000.0
,GeneralAndAdministrativeExpenses,163894000.0,182769000.0,175781000.0,138907000.0,40731000.0,30524000.0,21457000.0,16567000.0,10638000.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-33714000.0,6342000.0,7917000.0,3643000.0,633000.0,416000.0,-240000.0,-713000.0,-228000.0,0.0,0.0
,operatingExpenses,425405000.0,475626000.0,407128000.0,281405000.0,291860000.0,299775000.0,159162000.0,83112000.0,69532000.0,0.0,0.0
,costAndExpenses,466710000.0,510312000.0,429202000.0,293142000.0,291930000.0,299775000.0,159162000.0,83112000.0,69532000.0,47586000.0,26625000.0
,interestExpense,23491000.0,16547000.0,13183000.0,10428000.0,8491000.0,8372000.0,2604000.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,8198000.0,7768000.0,4601000.0,2504000.0,1141000.0,761000.0,4220000.0,250000.0,353000.0,185000.0,83000.0
,EBITDA,-293990000.0,-359538000.0,-329213000.0,-235127000.0,-290711000.0,-299014000.0,-141317000.0,-82862000.0,-69179000.0,-39444000.0,-15337000.0
,EBITDARatio,-1.78693427018879,-2.5141462595975,-3.45130414727219,-4.23568301778026,-3727.0641025641,0.0,-10.3718899082569,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
