date,,2021-01-02_FY,2019-12-28_FY,2018-12-29_FY,2017-12-30_FY,2016-12-31_FY,2016-01-02_FY,2015-01-03_FY,2013-12-28_FY,2012-12-29_FY,2011-12-31_FY,2011-01-01_FY,2010-01-02_FY,2009-01-03_FY,2007-12-29_FY,2006-12-30_FY,2005-12-31_FY,2005-01-01_FY,2004-01-03_FY,2002-12-28_FY,2001-12-29_FY,2000-12-30_FY,2000-01-01_FY,1999-01-02_FY,1998-01-03_FY,1996-12-28_FY,1995-12-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,207294000.0,352240000.0,317152000.0,298128000.0,284216000.0,191610000.0,193312000.0,153900000.0,120700000.0,95473000.0,72900000.0,61200000.0,63900000.0,52600000.0,42400000.0,32178000.0,23600000.0,18700000.0,6100000.0,1600000.0,3500000.0,-1000000.0,-4000000.0,5200000.0,1200000.0,3200000.0
,depreciationAndAmortization,110532000.0,103428000.0,97238000.0,69774000.0,58234000.0,54074000.0,41252000.0,43200000.0,26900000.0,19708000.0,17000000.0,15900000.0,12400000.0,6400000.0,4900000.0,3554000.0,3600000.0,4000000.0,6300000.0,3600000.0,3700000.0,3500000.0,3200000.0,3000000.0,2800000.0,3000000.0
,deferredIncomeTax,16421000.0,22212000.0,20489000.0,-14492000.0,21363000.0,1919000.0,15341000.0,-3000000.0,-100000.0,5421000.0,1400000.0,11100000.0,-1500000.0,4600000.0,700000.0,807000.0,7574000.0,1386000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,19613000.0,8100000.0,2497000.0,6237000.0,27905000.0,15864000.0,16690000.0,11862000.0,11984000.0,18133000.0,14682000.0,10721000.0,11411000.0,7787000.0,4584000.0,0.0,119000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-45824000.0,113417000.0,44406000.0,134946000.0,38173000.0,-700000.0,51517000.0,64100000.0,352434000.0,-262034000.0,9200000.0,2400000.0,6600000.0,50100000.0,3910000.0,-3310000.0,7400000.0,-10400000.0,1200000.0,-6400000.0,-9000000.0,-2500000.0,-8200000.0,13800000.0,-3700000.0,11700000.0
,accountsReceivables,90399000.0,-27748000.0,-25347000.0,26180000.0,-33908000.0,17112000.0,-20577000.0,-17524000.0,-3880000.0,-18990000.0,-28306000.0,23145000.0,5222000.0,-9004000.0,-11366000.0,0.0,-2980000.0,4792000.0,-2700000.0,7101000.0,6000000.0,-600000.0,-2000000.0,-2400000.0,-5800000.0,4000000.0
,inventory,66690000.0,-28288000.0,-28378000.0,-9744000.0,-22246000.0,7826000.0,-2064000.0,-19819000.0,-19026000.0,-2287000.0,-6311000.0,17257000.0,-7105000.0,-1150000.0,-4030000.0,-1323000.0,-7004000.0,2136000.0,1719000.0,3682000.0,-1500000.0,3600000.0,3600000.0,-3100000.0,-2700000.0,2800000.0
,accountsPayables,-3015000.0,-29396000.0,13611000.0,-21631000.0,-7730000.0,-18036000.0,-7872000.0,-9248000.0,2684000.0,-2581000.0,10912000.0,-4564000.0,-3951000.0,1193000.0,1062000.0,0.0,-682000.0,-1587000.0,0.0,-3225000.0,1700000.0,2000000.0,700000.0,-1200000.0,200000.0,700000.0
,otherWorkingCapital,570235000.0,616059000.0,502642000.0,458236000.0,323290000.0,285117000.0,285817000.0,234300000.0,170200000.0,-182234000.0,79800000.0,70600000.0,68200000.0,61600000.0,11500000.0,7590000.0,10900000.0,3500000.0,13900000.0,12700000.0,19100000.0,28100000.0,30600000.0,38800000.0,25000000.0,28700000.0
,otherNonCashItems,0.0,-20724000.0,8917000.0,55309000.0,0.0,15864000.0,16690000.0,11800000.0,12000000.0,0.0,14700000.0,10700000.0,11600000.0,8300000.0,4600000.0,0.0,6700000.0,1900000.0,8800000.0,3400000.0,3700000.0,2900000.0,2200000.0,0.0,4000000.0,-2800000.0
,netCashProvidedByOperatingActivites,524785000.0,377425000.0,368914000.0,304455000.0,294110000.0,249592000.0,233882000.0,146200000.0,128300000.0,130393000.0,98000000.0,100800000.0,85300000.0,59500000.0,50100000.0,42259000.0,18500000.0,29800000.0,19500000.0,13900000.0,19300000.0,9800000.0,2300000.0,1900000.0,400000.0,4900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-34849000.0,-46609000.0,-36040000.0,-54493000.0,-24817000.0,-22362000.0,-13143000.0,-14640000.0,-7652000.0,-7840000.0,-3159000.0,-5731000.0,-4337000.0,-3311000.0,-2267000.0,-1376000.0,-1199000.0,-1003000.0,-1087000.0,-469000.0,-700000.0,-1400000.0,-3800000.0,-5000000.0,-3000000.0,-2700000.0
,acquisitionsNet,-79003000.0,-281058000.0,-1197984000.0,-305251000.0,-211000000.0,-211000000.0,-142033000.0,1303000.0,361000.0,-181000000.0,-181000000.0,-116129000.0,-321000.0,-24000000.0,-6000000.0,-40000000.0,-40000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-6144000.0,0.0,-239838000.0,0.0,-4836000.0,-44283000.0,-4391000.0,-20670000.0,0.0,-9019000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,6144000.0,-5399000.0,254116000.0,0.0,4836000.0,-33599000.0,-455159000.0,-41573000.0,0.0,-15078000.0,0.0,0.0,0.0,0.0,69000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-106757000.0,-327667000.0,-1239423000.0,-345466000.0,-235738000.0,-370987000.0,-233058000.0,-474200000.0,-69900000.0,-188910000.0,-28900000.0,-139000000.0,-210100000.0,-71700000.0,-8700000.0,-40952000.0,-3200000.0,-20100000.0,-1100000.0,-75500000.0,-700000.0,-1600000.0,-5100000.0,1300000.0,1800000.0,-1400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
