date,,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY,2016-06-30_FY,2015-06-30_FY,2014-06-30_FY,2013-06-30_FY,2012-06-30_FY,2011-06-30_FY,2010-06-30_FY,2009-06-30_FY,2008-06-30_FY,2007-06-30_FY,2006-06-30_FY,2005-06-30_FY,2004-06-30_FY,2003-06-30_FY,2002-06-30_FY,2001-06-30_FY,2000-06-30_FY,1999-06-30_FY,1998-06-30_FY,1997-06-30_FY,1996-06-30_FY,1995-06-30_FY,1994-06-30_FY,1993-03-31_FY,1992-03-31_FY,1991-03-31_FY,1990-03-31_FY,1989-03-31_FY,1988-03-31_FY,1987-03-31_FY,1986-03-31_FY
,revenue,152922000000.0,145534000000.0,136809000000.0,129976000000.0,121546000000.0,102531000000.0,91084000000.0,101093000000.0,107552000000.0,102644200000.0,98502800000.0,99512400000.0,91091400000.0,86852000000.0,81363600000.0,74910700000.0,65053500000.0,56737000000.0,51135700000.0,47947600000.0,29870600000.0,25033600000.0,15918100000.0,10968000000.0,8862400000.0,7806100000.0,5790400000.0,1966500000.0,1647600000.0,1184300000.0,873900000.0,700400000.0,524600000.0,652300000.0,429000000.0
,costOfRevenue,146054000000.0,138700000000.0,129628000000.0,123432000000.0,115003000000.0,96819000000.0,85923000000.0,96172000000.0,103011000000.0,98482200000.0,94722100000.0,93986000000.0,85457300000.0,81606700000.0,76082700000.0,69904200000.0,60312300000.0,52227000000.0,47089500000.0,44336000000.0,26737600000.0,22211700000.0,14812300000.0,10011800000.0,8114600000.0,7320400000.0,5418200000.0,1832500000.0,1532100000.0,1097200000.0,810600000.0,650100000.0,487400000.0,602100000.0,396400000.0
,grossProfit,6868000000.0,6834000000.0,7181000000.0,6544000000.0,6543000000.0,5712000000.0,5161000000.0,4921000000.0,4541000000.0,4162000000.0,3780700000.0,5526400000.0,5634100000.0,5245300000.0,5280900000.0,5006500000.0,4741200000.0,4510000000.0,4046200000.0,3611600000.0,3133000000.0,2821900000.0,1105800000.0,956200000.0,747800000.0,485700000.0,372200000.0,134000000.0,115500000.0,87100000.0,63300000.0,50300000.0,37200000.0,50200000.0,32600000.0
,grossProfitRatio,0.044911785093054,0.0469580991383457,0.0524892368192151,0.0503477565088939,0.053831471212545,0.0557099803961729,0.0566619823459664,0.0486779500064297,0.0422214370722999,0.0405478341689058,0.0383816500647697,0.0555347876244568,0.0618510638765021,0.0603935430387326,0.0649049452089141,0.066832909050376,0.0728815513385137,0.0794895747043376,0.0791267157778225,0.0753238952523171,0.104885740493997,0.112724498274319,0.0694680897845848,0.087180889861415,0.0843789492688211,0.0622205710918384,0.0642788063000829,0.068141367912535,0.0701019664967225,0.0735455543358946,0.0724339169241332,0.0718161050828098,0.0709111704155547,0.0769584546987582,0.075990675990676
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,4572000000.0,4480000000.0,4596000000.0,3775000000.0,3648000000.0,3240000000.0,3028000000.0,2875000000.0,2677000000.0,2594800000.0,2408000000.0,3438300000.0,3414800000.0,3082300000.0,3199300000.0,2861500000.0,2346500000.0,2228200000.0,2073800000.0,1999600000.0,1627400000.0,1564800000.0,567800000.0,513600000.0,433300000.0,300800000.0,269200000.0,67800000.0,62500000.0,47800000.0,35400000.0,29300000.0,22200000.0,34200000.0,22200000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,1000000.0,-15000000.0,-23000000.0,5000000.0,-5000000.0,7000000.0,46000000.0,15000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
