date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY
,revenue,39986000.0,31432000.0,21193000.0,151856000.0,8152000.0,4590000.0,3825000.0,460148.0,583774.0,529184.0,682568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costOfRevenue,9940000.0,12237000.0,7060000.0,3945000.0,811000.0,1950000.0,2043000.0,4440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,30046000.0,19195000.0,14133000.0,147911000.0,7341000.0,2640000.0,1782000.0,455708.0,0.0,529184.0,682568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.751412994548092,0.61068337999491,0.666871136696079,0.974021441365504,0.900515210991168,0.57516339869281,0.465882352941176,0.990350930570164,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,111340000.0,106879000.0,76963000.0,55532000.0,42175000.0,31343000.0,23983000.0,9016623.0,3830404.0,2570406.0,1392345.0,410171.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,116179000.0,103557000.0,63638000.0,38332000.0,24219000.0,20132000.0,9987000.0,6317157.0,1605978.0,1201220.0,1102395.0,543952.0,190515.0,240630.0,439285.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-1378000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,231572000.0,214377000.0,143610000.0,96474000.0,67239000.0,52632000.0,36315000.0,16137850.0,5436382.0,3771626.0,2494740.0,954123.0,190515.0,240630.0,439285.0,0.0,0.0,0.0
,costAndExpenses,241512000.0,226614000.0,150670000.0,100419000.0,68050000.0,54582000.0,38358000.0,16142290.0,5436382.0,3771626.0,2494740.0,954123.0,190515.0,240630.0,439285.0,0.0,0.0,0.0
,interestExpense,20181000.0,36139000.0,57631000.0,4980000.0,1610000.0,1652000.0,1629000.0,253194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,763.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,4053000.0,3941000.0,3009000.0,2610000.0,845000.0,1157000.0,2345000.0,804070.0,293302.0,159219.0,23413.0,2755.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDA,-197473000.0,-191241000.0,-126468000.0,54047000.0,-59053000.0,-48835000.0,-32188000.0,-14878072.0,-4559306.0,-3083223.0,-1788759.0,-951368.0,-190515.0,-210630.0,-439285.0,0.0,0.0,0.0
,EBITDARatio,-4.9385534937228,-6.0842771697633,-5.96744207993205,0.355909545885576,-7.24398920510304,-10.6394335511983,-8.41516339869281,-32.3332319166877,-7.81005320552131,-5.82637230150571,-2.62063120451003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
