date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-1165000000.0,-630000000.0,1115000000.0,387000000.0,-440000000.0,-1642000000.0,102000000.0,-1672000000.0,-124000000.0,-53000000.0,-482000000.0,-1401000000.0,2112000000.0,879000000.0,1374000000.0,910000000.0,1091000000.0,-463000000.0,61000000.0,-218000000.0,-21000000.0,44000000.0,364000000.0,452000000.0,277000000.0,301000000.0,201000000.0,-238000000.0,-1606000000.0,-507000000.0,310000000.0
,depreciationAndAmortization,0.0,616000000.0,521000000.0,501000000.0,507000000.0,547000000.0,627000000.0,684000000.0,661000000.0,681000000.0,658000000.0,661000000.0,605000000.0,506000000.0,441000000.0,366000000.0,382000000.0,363000000.0,350000000.0,344000000.0,360000000.0,304000000.0,283000000.0,303000000.0,292000000.0,318000000.0,314000000.0,314000000.0,288000000.0,253000000.0,278000000.0
,deferredIncomeTax,-130000000.0,202000000.0,-329000000.0,-72000000.0,9000000.0,213000000.0,76000000.0,-359000000.0,74000000.0,-68000000.0,155000000.0,-156000000.0,366000000.0,182000000.0,-3000000.0,43000000.0,355000000.0,-445000000.0,-39000000.0,18000000.0,389000000.0,107000000.0,158000000.0,193000000.0,150000000.0,133000000.0,93000000.0,-38000000.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,595000000.0,-445000000.0,-401000000.0,9000000.0,256000000.0,-1093000000.0,29000000.0,449000000.0,259000000.0,-32000000.0,-384000000.0,-413000000.0,998000000.0,-538000000.0,412000000.0,370000000.0,735000000.0,-91000000.0,-69000000.0,577000000.0,-588000000.0,-337000000.0,-76000000.0,-20000000.0,136000000.0,253000000.0,-508000000.0,32000000.0,203000000.0,0.0,0.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-489000000.0,0.0,-290000000.0,222000000.0,0.0,165000000.0,-550000000.0,-99000000.0,-134000000.0,116000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,296000000.0,-374000000.0,-117000000.0,491000000.0,391000000.0,-247000000.0,-201000000.0,192000000.0,-460000000.0,-688000000.0,867000000.0,-376000000.0,305000000.0,-109000000.0,-161000000.0,87000000.0,235000000.0,-160000000.0,104000000.0,-63000000.0,-14000000.0,7000000.0,-57000000.0,-47000000.0,-14000000.0,-29000000.0,14000000.0,-21000000.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-347000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,595000000.0,1188000000.0,1633000000.0,2034000000.0,2025000000.0,1769000000.0,2862000000.0,2833000000.0,2384000000.0,2125000000.0,2157000000.0,2541000000.0,2954000000.0,1956000000.0,2494000000.0,2082000000.0,1712000000.0,977000000.0,1068000000.0,108000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,133000000.0,179000000.0,-46000000.0,90000000.0,155000000.0,251000000.0,387000000.0,333000000.0,119000000.0,85000000.0,87000000.0,-1000000.0,-157000000.0,2000000.0,30000000.0,-68000000.0,1000000.0,534000000.0,-73000000.0,91000000.0,126000000.0,72000000.0,-88000000.0,-49000000.0,-698000000.0,-399000000.0,-44000000.0,163000000.0,-286000000.0,263000000.0,-169000000.0
,netCashProvidedByOperatingActivites,138000000.0,682000000.0,938000000.0,802000000.0,727000000.0,359000000.0,1492000000.0,414000000.0,1135000000.0,168000000.0,-379000000.0,-61000000.0,1658000000.0,1745000000.0,1686000000.0,1218000000.0,1400000000.0,577000000.0,279000000.0,669000000.0,-627000000.0,-80000000.0,372000000.0,470000000.0,86000000.0,587000000.0,44000000.0,86000000.0,-89000000.0,9000000.0,419000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-725000000.0,-1252000000.0,-1001000000.0,-505000000.0,-306000000.0,-500000000.0,-419000000.0,-489000000.0,-723000000.0,-848000000.0,-676000000.0,-619000000.0,-896000000.0,-692000000.0,-612000000.0,-741000000.0,-579000000.0,-316000000.0,-258000000.0,0.0,-244000000.0,-287000000.0,-310000000.0,-261000000.0,-337000000.0,-324000000.0,-248000000.0,-198000000.0,-298000000.0,-432000000.0,-391000000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,-25000000.0,0.0,-12000000.0,0.0,0.0,0.0,-24000000.0,-141000000.0,-4029000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
