Date,2019-09-30,2018-09-30,2018-09,2017-09-30,2017-09,2016-09-30,2016-09,2015-09-30,2015-09,2014-09-30,2014-09,2013-09-30,2012-09-30,2011-09-30
Revenue,11318000000.0,11233000000.0,11233000000.0,10739000000.0,10739000000.0,10616000000.0,10616000000.0,11003000000.0,11003000000.0,11137000000.0,11137000000.0,10956000000.0,11220000000.0,11841000000.0
Revenue Growth,0.00756699011840114,0,0.0460005587112394,0,0.011586284853052,0,-0.0351722257566118,0,-0.0120319655203376,0,0.0165206279664111,-0.0235294117647059,-0.0524448948568533,0.0
Cost of Revenue,0.0,0.0,5876000000.0,0.0,6522000000.0,0.0,5932000000.0,0.0,6232000000.0,0.0,7165000000.0,0.0,0.0,0.0
Gross Profit,0.0,0.0,5357000000.0,0.0,4217000000.0,0.0,4684000000.0,0.0,4771000000.0,0.0,3972000000.0,0.0,0.0,0.0
R&D Expenses,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
SG&A Expense,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Operating Expenses,8507000000.0,8921000000.0,3045000000.0,8764000000.0,2242000000.0,8290000000.0,2358000000.0,8788000000.0,2556000000.0,9548000000.0,2383000000.0,9503000000.0,9920000000.0,10404000000.0
Operating Income,2811000000.0,2312000000.0,2312000000.0,1975000000.0,1975000000.0,2326000000.0,2326000000.0,2215000000.0,2215000000.0,1589000000.0,1589000000.0,1453000000.0,1300000000.0,1437000000.0
Interest Expense,0.0,1243000000.0,1243000000.0,1346000000.0,1346000000.0,1136000000.0,1371000000.0,1133000000.0,1347000000.0,1169000000.0,1344000000.0,1226000000.0,1273000000.0,1305000000.0
Earnings before Tax,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Income Tax Expense,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Net Income,1417000000.0,1119000000.0,1119000000.0,685000000.0,685000000.0,1233000000.0,1233000000.0,1111000000.0,1111000000.0,469000000.0,469000000.0,271000000.0,60000000.0,162000000.0
Preferred Dividends,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Net Income Com,1417000000.0,1119000000.0,1119000000.0,685000000.0,685000000.0,1233000000.0,1233000000.0,1111000000.0,1111000000.0,469000000.0,469000000.0,271000000.0,60000000.0,162000000.0
EPS,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
EPS Diluted,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Weighted Average Shs Out,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Weighted Average Shs Out (Dil),0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Dividend per Share,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Gross Margin,0.0,0.0,0.47689842428559,0.0,0.39268088276376,0.0,0.44122079879427,0.0,0.43360901572298,0.0,0.3566490078118,0.0,0.0,0.0
EBITDA Margin,0.481003710903,0.467194872251,0.43763909908306,0.379830524257,0.35329174038551,0.423417483044,0.42256970610399,0.415250386258,0.41216031991275,0.337254197719,0.33231570440873,0.3143483023,0.312923351159,0.295245334009
EBIT Margin,0.248365435589,0.205822131221,0.21027330187839,0.183909116305,0.18912375453953,0.219103240392,0.24529012810852,0.201308733982,0.22339361992184,0.142677561282,0.16279069767442,0.13262139467,0.115864527629,0.121357993413
Profit Margin,0.125198798374,0.0996171993234,0.099617199323422,0.0637861998324,0.063786199832387,0.116145440844,0.11614544084401,0.100972462056,0.1009724620558,0.0421118793212,0.042111879321182,0.0247353048558,0.00534759358289,0.0136812769192
Free Cash Flow margin,0.178476762679,0.195495415294,,0.0542881087625,,0.0312735493595,,0.0422612014905,,0.0535153093293,,0.237039065352,0.229411764706,0.00168904653323
EBITDA,5444000000.0,5248000000.0,4916000000.0,4079000000.0,3794000000.0,4495000000.0,4486000000.0,4569000000.0,4535000000.0,3756000000.0,3701000000.0,3444000000.0,3511000000.0,3496000000.0
EBIT,2811000000.0,2312000000.0,2362000000,1975000000.0,2031000000,2326000000.0,2604000000,2215000000.0,2458000000,1589000000.0,1813000000,1453000000.0,1300000000.0,1437000000.0
Consolidated Income,1417000000.0,1119000000.0,1119000000.0,685000000.0,685000000.0,1233000000.0,1233000000.0,1111000000.0,1111000000.0,469000000.0,469000000.0,271000000.0,60000000.0,162000000.0
Earnings Before Tax Margin,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0
Net Profit Margin,0.125198798374,0.0996171993234,0.099617199323422,0.0637861998324,0.063786199832387,0.116145440844,0.11614544084401,0.100972462056,0.1009724620558,0.0421118793212,0.042111879321182,0.0247353048558,0.00534759358289,0.0136812769192
