date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-25_FY,2004-12-26_FY,2003-12-28_FY,2002-12-29_FY,2001-12-30_FY,2000-12-31_FY,1999-12-26_FY,1998-12-27_FY,1997-12-28_FY,1996-12-29_FY,1995-12-31_FY,1994-12-25_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,335324000.0,461466000.0,200802000.0,152530000.0,237377000.0,244863000.0,187679000.0,150881000.0,-190057000.0,323329000.0,201094000.0,302994000.0,119774000.0,146484000.0,139430000.0,138800000.0,9500000.0,109100000.0,125300000.0,112300000.0,109224000.0,95200000.0,82600000.0,70100000.0,57200000.0,48900000.0,41200000.0
,depreciationAndAmortization,68567000.0,214062000.0,209980000.0,155263000.0,117906000.0,108393000.0,111133000.0,92976000.0,80468000.0,85617000.0,92189000.0,101057000.0,111218000.0,78760000.0,99004000.0,99800000.0,114200000.0,104400000.0,95100000.0,92400000.0,77417000.0,67400000.0,60100000.0,47900000.0,38800000.0,37700000.0,33000000.0
,deferredIncomeTax,-32675000.0,-168594000.0,-6097000.0,-41822000.0,-29346000.0,-54413000.0,-14153000.0,-8925000.0,-39178000.0,-13159000.0,1327000.0,14247000.0,-29496000.0,83154000.0,13387000.0,14100000.0,-3300000.0,17900000.0,7300000.0,9700000.0,8972000.0,4700000.0,2700000.0,1500000.0,-700000.0,1100000.0,2100000.0
,stockBasedCompensation,20739000.0,26940000.0,22438000.0,19407000.0,16871000.0,14467000.0,12227000.0,11871000.0,8623000.0,3989000.0,9621000.0,9059000.0,8643000.0,0.0,0.0,23173000.0,16227000.0,6495000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,139121000.0,89564000.0,8782000.0,-110816000.0,416028000.0,-78591000.0,-147124000.0,-229240000.0,-214575000.0,508779000.0,-166357000.0,235381000.0,112318000.0,-349626000.0,89854000.0,-34300000.0,219700000.0,54100000.0,87300000.0,-26066000.0,2666000.0,-29900000.0,33800000.0,2300000.0,16700000.0,32100000.0,49200000.0
,accountsReceivables,44748000.0,-59793000.0,-23412000.0,-11039000.0,-11029000.0,398000.0,9394000.0,-1294000.0,-2932000.0,-43118000.0,-56296000.0,10545000.0,2849000.0,0.0,0.0,49618000.0,-34663000.0,-25259000.0,-38200000.0,-29400000.0,0.0,-29200000.0,-35200000.0,-66600000.0,-7500000.0,0.0,-40200000.0
,inventory,1707000.0,-53170000.0,-37198000.0,-22363000.0,6408000.0,-8371000.0,-15531000.0,-8931000.0,-1970000.0,-32661000.0,-3688000.0,37040000.0,-20881000.0,62449000.0,10257000.0,2830000.0,27378000.0,-7998000.0,-56700000.0,-49000000.0,-18150000.0,8400000.0,-17400000.0,-27800000.0,1800000.0,-9300000.0,-13800000.0
,accountsPayables,646000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10045000.0,42045000.0,0.0,-19300000.0,-3300000.0,0.0,-800000.0,-18800000.0,-26700000.0,-6100000.0,0.0,-5900000.0
,otherWorkingCapital,882398000.0,743277000.0,653713000.0,644931000.0,755747000.0,339719000.0,418310000.0,565434000.0,794674000.0,1009249000.0,500470000.0,666827000.0,431446000.0,319128000.0,668754000.0,578900000.0,613200000.0,393500000.0,339400000.0,252100000.0,278166000.0,275500000.0,305400000.0,271600000.0,269300000.0,252600000.0,220500000.0
,otherNonCashItems,0.0,26330000.0,38908000.0,623000.0,-9316000.0,-8410000.0,-489000.0,-6383000.0,10948000.0,-13932000.0,-26456000.0,3204000.0,53198000.0,33323000.0,16223000.0,15000000.0,113200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2100000.0,0.0,0.0
,netCashProvidedByOperatingActivites,437143000.0,439525000.0,437378000.0,419885000.0,408480000.0,300810000.0,286565000.0,226544000.0,186054000.0,94478000.0,213102000.0,204171000.0,171169000.0,393588000.0,344662000.0,337500000.0,247400000.0,225200000.0,200600000.0,188300000.0,189415000.0,134100000.0,131600000.0,80800000.0,71600000.0,70800000.0,57700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-90694000.0,-102695000.0,-80795000.0,-70903000.0,-53135000.0,-61448000.0,-67571000.0,-63580000.0,-65394000.0,-45087000.0,-33537000.0,-30409000.0,-39267000.0,-44734000.0,-63232000.0,-69851000.0,-55582000.0,-94200000.0,-87200000.0,-97700000.0,-80652000.0,-96500000.0,-69100000.0,-74600000.0,-40500000.0,-30700000.0,-25300000.0
,acquisitionsNet,-766000000.0,11000000.0,-117000000.0,-1762000000.0,-4000000.0,-93000000.0,-41000000.0,-309000000.0,-303000000.0,351000000.0,181000000.0,314000000.0,3000000.0,-1472000000.0,-40000000.0,118000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-150000.0,0.0,0.0,-2565000.0,-5554000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4200000.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476000.0,0.0,-6083000.0,0.0,2597000.0,0.0,0.0,0.0,0.0,0.0,16501000.0,0.0,0.0,0.0,0.0,-11300000.0,0.0
,netCashUsedForInvestingActivites,-837783000.0,-73481000.0,-196394000.0,-1832855000.0,-56974000.0,-154848000.0,-108137000.0,-372638000.0,-385854000.0,300218000.0,148407000.0,282374000.0,-39451000.0,-1522491000.0,-100412000.0,53300000.0,-465600000.0,-185500000.0,-128800000.0,-272400000.0,-151997000.0,-164200000.0,-69100000.0,-187500000.0,-40100000.0,-41200000.0,-24000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
