date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2011-03-15_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
,revenue,16957900000.0,16670500000.0,16395300000.0,15687600000.0,14529400000.0,11069400000.0,10280100000.0,9767600000.0,8892400000.0,8114900000.0,7266000000.0,7266800000.0,6531600000.0,6044900000.0,5560900000.0,5314400000.0,4891100000.0,4222400000.0,4324300000.0,4662100000.0,3425000000.0
,costOfRevenue,16069600000.0,15746300000.0,15527800000.0,14895900000.0,13792500000.0,10431500000.0,9706400000.0,9230500000.0,8415600000.0,7680800000.0,6881000000.0,6881500000.0,6130000000.0,5685800000.0,5228300000.0,5016700000.0,4620100000.0,3982200000.0,4054900000.0,0.0,3302900000.0
,grossProfit,888300000.0,924200000.0,867500000.0,791700000.0,736900000.0,637900000.0,573700000.0,537100000.0,476800000.0,434100000.0,385000000.0,385300000.0,401600000.0,359100000.0,332600000.0,297700000.0,271000000.0,240200000.0,269400000.0,0.0,122100000.0
,grossProfitRatio,0.0523826653064354,0.0554392489727363,0.0529115051264692,0.0504666105714067,0.0507178548322711,0.0576273330081125,0.055806850127917,0.0549879192432123,0.0536188205658765,0.0534941897004276,0.0529865125240848,0.0530219628997633,0.0614857002878315,0.0594054492216579,0.0598104623352335,0.0560176125244618,0.0554067592157183,0.0568870784388026,0.0622991004324399,0.0,0.0356496350364964
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,242200000.0,255400000.0,245100000.0,241500000.0,210300000.0,196000000.0,184400000.0,168300000.0,153700000.0,385400000.0,142000000.0,354300000.0,334600000.0,327000000.0,293100000.0,257700000.0,225700000.0,94400000.0,98300000.0,93200000.0,77900000.0
,SellingAndMarketingExpenses,541700000.0,566200000.0,540600000.0,504100000.0,431200000.0,352600000.0,318400000.0,297100000.0,262700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,551000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,793600000.0,831600000.0,795700000.0,754100000.0,646800000.0,551200000.0,505400000.0,468100000.0,419400000.0,388400000.0,356000000.0,356400000.0,336600000.0,329000000.0,294900000.0,259200000.0,227000000.0,216100000.0,521600000.0,93200000.0,77900000.0
,costAndExpenses,16863200000.0,16577900000.0,16323500000.0,15650000000.0,14439300000.0,10982700000.0,10211800000.0,9698600000.0,8835000000.0,8069200000.0,7237000000.0,7237900000.0,6466600000.0,6014800000.0,5523200000.0,5275900000.0,4847100000.0,4198300000.0,4576500000.0,93200000.0,3380800000.0
,interestExpense,10500000.0,0.0,13700000.0,11300000.0,5300000.0,2500000.0,2400000.0,2700000.0,2200000.0,2400000.0,2000000.0,2600000.0,1700000.0,2200000.0,2400000.0,4900000.0,10000000.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
