date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-19257000.0,-23086000.0,-22257000.0,-13200000.0,-8023000.0
,depreciationAndAmortization,377000.0,223000.0,152000.0,65000.0,46000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,3073000.0,3205000.0,2475000.0,2220000.0,54000.0
,changeInWorkingCapital,-7326000.0,-835000.0,13355000.0,-4940000.0,10469000.0
,accountsReceivables,30000.0,-60000.0,-5000.0,0.0,0.0
,inventory,-621000.0,-975000.0,-381000.0,75000.0,-81000.0
,accountsPayables,-489000.0,0.0,0.0,210000.0,-355000.0
,otherWorkingCapital,11497000.0,18823000.0,19658000.0,6303000.0,11243000.0
,otherNonCashItems,6140000.0,578000.0,-8658000.0,5457000.0,-8672000.0
,netCashProvidedByOperatingActivites,-16993000.0,-19915000.0,-14933000.0,-10398000.0,-6126000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-88000.0,-468000.0,-547000.0,-707000.0,-30000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-9655000.0,-9906000.0,0.0,0.0
,salesMaturitiesOfInvestments,8203000.0,4500000.0,6830000.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,126000.0,-37000.0,24000.0
,netCashUsedForInvestingActivites,8115000.0,-5623000.0,-3497000.0,-744000.0,-6000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,9994000.0,20000000.0,31000000.0,6474000.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-825000.0,8016000.0,-1459000.0,-37000.0,16484000.0
,netCashUsedProvidedByFinancingActivities,9169000.0,28016000.0,29541000.0,6437000.0,16484000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,291000.0,2478000.0,11111000.0,-4705000.0,10352000.0
,cashAtEndOfPeriod,20819000.0,20528000.0,18050000.0,6939000.0,11644000.0
,cashAtBeginningOfPeriod,20528000.0,18050000.0,6939000.0,11644000.0,1292000.0
,operatingCashFlow,-16993000.0,-19915000.0,-14933000.0,-10398000.0,-6126000.0
,capitalExpenditure,-88000.0,-468000.0,-547000.0,-707000.0,-30000.0
,freeCashFlow,-17081000.0,-20383000.0,-15480000.0,-11105000.0,-6156000.0
