date,,2021-01-30_FY,2020-02-01_FY,2019-02-02_FY,2018-02-03_FY,2017-01-28_FY,2016-01-30_FY,2015-01-31_FY,2014-02-01_FY,2013-02-02_FY,2012-01-28_FY,2011-01-29_FY,2010-01-30_FY,2009-01-31_FY,2008-02-02_FY,2007-02-03_FY,2006-01-28_FY,2005-01-29_FY,2004-01-31_FY,2003-02-01_FY,2002-02-02_FY,2001-02-03_FY,2000-01-29_FY,1999-01-30_FY,1998-01-31_FY,1997-02-01_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-360144.0,-12754000.0,35613000.0,101000000.0,91229000.0,1946000.0,64641000.0,65900000.0,180200000.0,140900000.0,115400000.0,69600000.0,-19137000.0,88900000.0,166600000.0,194000000.0,141200000.0,100230000.0,66800000.0,42200000.0,28400000.0,15500000.0,9100000.0,2800000.0,1600000.0,1700000.0,3300000.0,4900000.0,2700000.0
,depreciationAndAmortization,63472.0,88411000.0,91333000.0,96310000.0,109251000.0,118800000.0,122269000.0,118303000.0,108500000.0,99400000.0,94100000.0,96400000.0,97572000.0,92000000.0,69400000.0,48900000.0,36100000.0,23100000.0,16100000.0,10400000.0,6000000.0,3300000.0,2400000.0,2100000.0,2000000.0,1700000.0,1100000.0,700000.0,600000.0
,deferredIncomeTax,1396.0,-3326000.0,-2100000.0,-2070000.0,-8427000.0,-34415000.0,-9598000.0,10231000.0,-4200000.0,19500000.0,32500000.0,5600000.0,-20507000.0,-6600000.0,-22300000.0,-8400000.0,-3000000.0,1336000.0,-1700000.0,-1800000.0,-600000.0,-700000.0,-600000.0,0.0,-400000.0,300000.0,-700000.0,-1000000.0,0.0
,stockBasedCompensation,7100.0,7100000.0,19783000.0,20700000.0,21200000.0,30100000.0,26487000.0,27145000.0,26453000.0,15198000.0,10548000.0,7402000.0,0.0,4909000.0,6004000.0,1615000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-46805000.0,-192897000.0,-37603000.0,72791000.0,7576000.0,-92839000.0,92029000.0,-127600000.0,36300000.0,-276200000.0,130200000.0,65661000.0,34139000.0,-22200000.0,-87600000.0,146000000.0,143309000.0,20491000.0,47400000.0,32600000.0,-900000.0,6600000.0,10800000.0,4000000.0,500000.0,3100000.0,-3400000.0,1900000.0,1200000.0
,accountsReceivables,-51009.0,0.0,-9196000.0,-311000.0,26749000.0,-28562000.0,0.0,0.0,0.0,0.0,77000.0,4237000.0,0.0,-18770000.0,-2025000.0,-7147000.0,1069000.0,0.0,0.0,900000.0,-1300000.0,-600000.0,-200000.0,0.0,-200000.0,0.0,0.0,0.0,0.0
,inventory,65205.0,-11519000.0,-2316000.0,-1363000.0,1472000.0,-6719000.0,2986000.0,-31296000.0,-12379000.0,-20812000.0,-21298000.0,-6103000.0,11847000.0,-32388000.0,-14696000.0,-22198000.0,-18280000.0,-4658000.0,0.0,-4500000.0,-9600000.0,-4700000.0,-600000.0,-1700000.0,-1000000.0,-100000.0,500000.0,-3500000.0,100000.0
,accountsPayables,-17897.0,-9525000.0,25097000.0,1950000.0,-13015000.0,-12101000.0,13280000.0,1867000.0,28992000.0,-14571000.0,27446000.0,22677000.0,0.0,32437000.0,8262000.0,10709000.0,8929000.0,0.0,0.0,-4300000.0,-7800000.0,-2000000.0,-500000.0,0.0,-1300000.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-29748000.0,17057000.0,209954000.0,247557000.0,174766000.0,167190000.0,260029000.0,168000000.0,295600000.0,259300000.0,535500000.0,405300000.0,339639000.0,305500000.0,327700000.0,415300000.0,269300000.0,125991000.0,105500000.0,58100000.0,25500000.0,26400000.0,19800000.0,9000000.0,5000000.0,4500000.0,1400000.0,4800000.0,2900000.0
,otherNonCashItems,0.0,222083000.0,13884000.0,8027000.0,12961000.0,144520000.0,-20017000.0,80001000.0,4500000.0,-3600000.0,-5600000.0,22900000.0,32241000.0,18600000.0,33300000.0,27500000.0,34100000.0,0.0,25300000.0,10600000.0,3500000.0,600000.0,400000.0,0.0,100000.0,0.0,0.0,100000.0,1600000.0
,netCashProvidedByOperatingActivites,-97832.0,33344000.0,158074000.0,166873000.0,231314000.0,200075000.0,282483000.0,236682000.0,368300000.0,255200000.0,239600000.0,215400000.0,99446000.0,208600000.0,289000000.0,268400000.0,223600000.0,145380000.0,108800000.0,65500000.0,39200000.0,16000000.0,12300000.0,3600000.0,3200000.0,2100000.0,5800000.0,4800000.0,6400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-11360.0,-33939000.0,-54187000.0,-48530000.0,-47836000.0,-84841000.0,-119817000.0,-138510000.0,-164690000.0,-131757000.0,-73045000.0,-67920000.0,-104615000.0,-202223000.0,-218311000.0,-147635000.0,-93065000.0,-52300000.0,-64700000.0,-37400000.0,-40500000.0,-15200000.0,-5000000.0,-2000000.0,-2900000.0,-1000000.0,-11500000.0,-4300000.0,-1000000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-213561000.0,0.0,0.0,0.0,-6000000.0,-1000000.0,-7147000.0,-1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-5477.0,-49663000.0,-119745000.0,-67192000.0,-152595000.0,-355517000.0,-128696000.0,-348020000.0,-409981000.0,-776252000.0,-579488000.0,-590223000.0,-569358000.0,-1213435000.0,-162690000.0,-357237000.0,-404211000.0,-166855000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,47955000.0,37007000.0,30045000.0,50508000.0,129000000.0,118062000.0,0.0,0.0,937987000.0,0.0,0.0,587809000.0,0.0,0.0,0.0,0.0,153447000.0,0.0,0.0,0.0,0.0,0.0,600000.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,81052000.0,27398000.0,118095000.0,311849000.0,0.0,504414000.0,161614000.0,51533000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-87636000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0
