date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY
,revenue,171554000.0,88021000.0,70759000.0,52519000.0,49274000.0,39411000.0,30594000.0,27404000.0,20469000.0,5009000.0,2504868.0,998416.0,647092.0
,costOfRevenue,103610000.0,59418000.0,51278000.0,32514000.0,19700000.0,15317000.0,13127000.0,15894000.0,11640000.0,6206000.0,4377701.0,4332299.0,3237869.0
,grossProfit,67944000.0,28603000.0,19481000.0,20005000.0,29574000.0,24094000.0,17467000.0,11510000.0,8829000.0,-1197000.0,-1872833.0,-3333883.0,-2590777.0
,grossProfitRatio,0.39605022325332,0.324956544460981,0.27531480094405,0.380909765989451,0.600194828915858,0.611352160564309,0.570928940315094,0.420011677127427,0.431335189799209,-0.238969854262328,-0.747677322717205,-3.33917224884217,-4.00372280912142
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,30259000.0,27140000.0,27931000.0,42760000.0,49458000.0,37472000.0,31823000.0,22060000.0,13536000.0,8737000.0,6522112.0,5633717.0,13423679.0
,GeneralAndAdministrativeExpenses,25572000.0,19159000.0,17545000.0,16205000.0,14363000.0,13772000.0,12069000.0,11512000.0,10806000.0,8960000.0,7353802.0,8288762.0,9632708.0
,SellingAndMarketingExpenses,23164000.0,24118000.0,21777000.0,20557000.0,14734000.0,14385000.0,12629000.0,12818000.0,6378000.0,4969000.0,4282521.0,3181762.0,3393665.0
,otherExpenses,9000.0,-23000.0,-192000.0,249000.0,-160000.0,133000.0,-6000.0,583000.0,-21000.0,0.0,0.0,0.0,0.0
,operatingExpenses,78995000.0,70417000.0,67253000.0,79522000.0,78555000.0,65629000.0,56521000.0,46390000.0,30720000.0,22666000.0,18158435.0,17104241.0,26450052.0
,costAndExpenses,182605000.0,129835000.0,118531000.0,112036000.0,98255000.0,80946000.0,69648000.0,62284000.0,42360000.0,28872000.0,22536136.0,21436540.0,29687921.0
,interestExpense,7907000.0,5961000.0,3108000.0,3042000.0,1536000.0,880000.0,20000.0,19000.0,49000.0,95000.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,7066000.0,7268000.0,7088000.0,5317000.0,3916000.0,3405000.0,2656000.0,2530000.0,1198000.0,1326000.0,1063311.0,1569074.0,1157655.0
,EBITDA,-3985000.0,-34546000.0,-40684000.0,-54200000.0,-45065000.0,-38130000.0,-36398000.0,-32350000.0,-20693000.0,-22537000.0,-18967957.0,-18869050.0,-27883174.0
,EBITDARatio,-0.02322883756718,-0.392474523125163,-0.57496572874122,-1.03200746396542,-0.914579697203393,-0.967496384258202,-1.18971040073217,-1.18048460078821,-1.01094337779081,-4.49930125773608,-7.57243774921473,-18.8989859938142,-43.0899686597887
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-11051000.0,-41814000.0,-47772000.0,-59517000.0,-48981000.0,-41535000.0,-39054000.0,-34880000.0,-21891000.0,-23863000.0,-20031268.0,-20438124.0,-29040829.0
,operatingIncomeRatio,-0.0644170348694872,-0.475045727724066,-0.675136731723173,-1.13324701536587,-0.994053659130576,-1.05389358300982,-1.27652480878604,-1.27280688950518,-1.06947090722556,-4.76402475544021,-7.99693556706381,-20.4705493501707,-44.8789801141105
,totalOtherIncomeExpensesNet,9000.0,-23000.0,-192000.0,249000.0,-160000.0,133000.0,-6000.0,583000.0,-15000.0,19000.0,1644182.0,303523.0,504921.0
,incomeBeforeTax,-18563000.0,-47286000.0,-50361000.0,-61749000.0,-50501000.0,-42157000.0,-38836000.0,-33599000.0,-21955000.0,-23918000.0,-18387668.0,-20101379.0,-28115897.0
,incomeBeforeTaxRatio,-0.108204996677431,-0.537212710603152,-0.711725716869939,-1.175745920524,-1.02490157080813,-1.06967597878765,-1.26939922860692,-1.22606188877536,-1.07259758659436,-4.77500499101617,-7.34077324633474,-20.1332700998381,-43.4496130380224
,incomeTaxExpense,81000.0,64000.0,139000.0,101000.0,100000.0,40000.0,-573000.0,44000.0,148000.0,52000.0,15324.0,-138770.0,246736.0
,netIncome,-18644000.0,-47350000.0,-50500000.0,-61850000.0,-50601000.0,-42197000.0,-38263000.0,-33643000.0,-22103000.0,-23970000.0,-18402992.0,-19962609.0,-28362633.0
,netIncomeRatio,-0.108677151217692,-0.537939809818112,-0.713690131290719,-1.17766903406386,-1.02693103868166,-1.07069092385375,-1.25067006602602,-1.22766749379653,-1.07982803263472,-4.78538630465163,-7.34689093397337,-19.994279939424,-43.830912760473
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.28,-0.82,-0.91,-1.21,-1.15,-1.0,-0.93,-0.95,-0.84,-1.45,-1.88,-4.41,-28.13
,EPSDiluted,-0.28,-0.82,-0.91,-1.21,-1.15,-1.0,-0.93,-0.95,-0.84,-1.45,-1.88,-4.41,-28.13
,weightedAverageShsOut,67541000.0,57603000.0,55669000.0,51169000.0,44100000.0,42157000.0,41346000.0,35253000.0,26215000.0,16572000.0,9796588.0,4526758.0,1008386.0
,weightedAverageShsOutDil,67541000.0,57603000.0,55669000.0,51169000.0,44100000.0,42157000.0,41346000.0,35253000.0,26215000.0,16572000.0,9796588.0,4526758.0,1008386.0
