Date,2018-08-31,2017-08-31,2016-08-31,2015-08-31
Depreciation & Amortization,274321.0,65369.0,23222.0,0.0
Stock-based compensation,363189.0,373060.0,0.0,
Operating Cash Flow,-9538265.0,-7576927.0,-740763.0,-51000.0
Capital Expenditure,-3018580.0,-4661.0,-371995.0,0.0
Acquisitions and disposals,0.0,0.0,0.0,
Investment purchases and sales,0.0,0.0,0.0,
Investing Cash flow,-3018580.0,-4661.0,-371995.0,0.0
Issuance (repayment) of debt,9000000.0,0.0,0.0,9000000.0
Issuance (buybacks) of shares,75000.0,13722500.0,1877640.0,0.0
Dividend payments,0.0,0.0,0.0,0.0
Financing Cash Flow,8309923.0,12609761.0,1877640.0,155000.0
Effect of forex changes on cash,0.0,0.0,0.0,
Net cash flow / Change in cash,-4246922.0,5028173.0,764882.0,104000.0
Free Cash Flow,-12556845.0,-7581588.0,-1112758.0,
Net Cash/Marketcap,-0.047,0.0539,0.0025,0.0025
