Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,303390000.0,353838000.0,228114000.0,87578000.0
Short-term investments,0.0,0.0,0.0,5837000.0
Cash and short-term investments,303390000.0,353838000.0,228114000.0,93415000.0
Receivables,15400000.0,18576000.0,18197000.0,14902000.0
Inventories,0.0,0.0,0.0,0.0
Total current assets,318790000.0,446020000.0,287579000.0,130851000.0
Property Plant & Equipment Net,2923000.0,7848000.0,7018000.0,9598000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0
Long-term investments,0.0,129224000.0,42871000.0,22534000.0
Tax assets,306979000.0,0.0,0.0,
Total non-current assets,484115000.0,,,
Total assets,802905000.0,462889000.0,302205000.0,145973000.0
Payables,5357000.0,6845000.0,2680000.0,2240000.0
Short-term debt,0.0,0.0,0.0,0.0
Total current liabilities,8734000.0,129340000.0,84496000.0,59394000.0
Long-term debt,386822000.0,338263000.0,0.0,0.0
Total debt,386822000.0,338263000.0,0.0,
Deferred revenue,0.0,0.0,0.0,
Tax Liabilities,3377000.0,0.0,0.0,
Deposit Liabilities,0.0,0.0,0.0,
Total non-current liabilities,391234000.0,,,
Total liabilities,837670000.0,488928000.0,89995000.0,61225000.0
Other comprehensive income,0.0,0.0,0.0,
Retained earnings (deficit),24218000.0,98519000.0,160019000.0,82460000.0
Total shareholders equity,-34765000.0,-456387000.0,-123510000.0,-202818000.0
Investments,0.0,73606000.0,41268000.0,0.0
Net Debt,83432000.0,,,
Other Assets,0.0,,,
Other Liabilities,437702000.0,122495000.0,81816000.0,57154000.0
